ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-09-21,1,22.231,CLE,@,PHI,W 27-20,2,0,0.00,0,0,0,0,0,0
2,1969,1969-09-28,2,22.238,CLE,,WAS,W 27-23,1,5,5.00,0,0,0,0,0,0
3,1969,1969-10-05,3,22.245,CLE,,DET,L 21-28,1,5,5.00,0,0,0,0,0,0
4,1969,1969-10-12,4,22.252,CLE,@,NOR,W 27-17,1,21,21.00,0,0,0,0,0,0
5,1969,1969-10-18,5,22.258,CLE,,PIT,W 42-31,0,0,,0,1,6,1,40,1
6,1969,1969-10-26,6,22.266,CLE,,STL,T 21-21,1,18,18.00,0,0,0,1,2,0
7,1969,1969-11-09,8,22.280,CLE,@,MIN,L 3-51,1,9,9.00,0,0,0,0,0,0
8,1969,1969-11-23,10,22.294,CLE,,NYG,W 28-17,2,30,15.00,0,0,0,2,40,0
9,1970,1970-09-21,1,23.231,CLE,,NYJ,W 31-21,0,0,,0,0,0,1,34,0
10,1970,1970-10-03,3,23.243,CLE,,PIT,W 15-7,1,0,0.00,0,0,0,1,3,0
11,1970,1970-10-25,6,23.265,CLE,@,MIA,W 28-0,0,0,,0,0,0,1,19,0
12,1970,1970-11-01,7,23.272,CLE,,SDG,L 10-27,2,-1,-0.50,0,0,0,0,0,0
13,1970,1970-11-08,8,23.279,CLE,@,OAK,L 20-23,2,46,23.00,0,0,0,0,0,0
14,1970,1970-11-15,9,23.286,CLE,@,CIN,L 10-14,1,7,7.00,0,0,0,0,0,0
15,1970,1970-11-22,10,23.293,CLE,,HOU,W 28-14,1,7,7.00,0,0,0,1,29,0
16,1970,1970-11-29,11,23.300,CLE,@,PIT,L 9-28,1,11,11.00,0,0,0,0,0,0
17,1971,1971-09-19,1,24.229,CLE,,HOU,W 31-0,0,0,,0,0,0,2,7,0
18,1971,1971-09-26,2,24.236,CLE,@,BAL,W 14-13,0,0,,0,0,0,2,3,0
19,1971,1971-11-28,11,24.299,CLE,@,HOU,W 37-24,0,0,,0,0,0,1,25,0
20,1972,1972-10-08,4,25.249,CLE,,KAN,L 7-31,1,14,14.00,0,0,0,0,0,0
21,1973,1973-09-30,3,26.240,CLE,,NYG,W 12-10,0,0,,0,0,0,2,4,0
