ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1981,1981-09-06,1,22.184,GNB,@,CHI,W 16-9,0,0,,0,6,252,42.00,0
2,1981,1981-09-13,2,22.191,GNB,,ATL,L 17-31,0,0,,0,6,235,39.17,0
3,1981,1981-09-20,3,22.198,GNB,@,RAM,L 23-35,0,0,,0,6,273,45.50,0
4,1981,1981-09-27,4,22.205,GNB,,MIN,L 13-30,0,0,,0,3,128,42.67,1
5,1981,1981-10-04,5,22.212,GNB,@,NYG,W 27-14,0,0,,0,2,101,50.50,0
6,1981,1981-10-11,6,22.219,GNB,,TAM,L 10-21,0,0,,0,4,165,41.25,0
7,1981,1981-10-18,7,22.226,GNB,,SFO,L 3-13,0,0,,0,7,280,40.00,0
8,1981,1981-10-25,8,22.233,GNB,@,DET,L 27-31,0,0,,0,3,126,42.00,0
9,1981,1981-11-01,9,22.240,GNB,,SEA,W 34-24,0,0,,0,5,178,35.60,0
10,1981,1981-11-08,10,22.247,GNB,,NYG,W 26-24,0,0,,0,6,245,40.83,0
11,1981,1981-11-15,11,22.254,GNB,,CHI,W 21-17,0,0,,0,8,332,41.50,0
12,1981,1981-11-22,12,22.261,GNB,@,TAM,L 3-37,0,0,,0,4,181,45.25,0
13,1981,1981-11-29,13,22.268,GNB,@,MIN,W 35-23,0,0,,0,5,173,34.60,0
14,1981,1981-12-06,14,22.275,GNB,,DET,W 31-17,0,0,,0,5,179,35.80,0
15,1981,1981-12-13,15,22.282,GNB,@,NOR,W 35-7,0,0,,0,4,174,43.50,0
16,1981,1981-12-20,16,22.289,GNB,@,NYJ,L 3-28,0,0,,0,8,308,38.50,1
17,1982,1982-09-12,1,23.190,GNB,,RAM,W 35-23,0,0,,0,4,176,44.00,0
18,1982,1982-09-20,2,23.198,GNB,@,NYG,W 27-19,1,0,0.00,0,5,240,48.00,0
19,1982,1982-11-21,3,23.260,GNB,,MIN,W 26-7,0,0,,0,8,332,41.50,0
20,1982,1982-11-28,4,23.267,GNB,@,NYJ,L 13-15,0,0,,0,5,175,35.00,0
21,1982,1982-12-05,5,23.274,GNB,,BUF,W 33-21,0,0,,0,0,0,,
22,1982,1982-12-12,6,23.281,GNB,,DET,L 10-30,0,0,,0,8,324,40.50,0
23,1982,1982-12-19,7,23.288,GNB,@,BAL,T 20-20,0,0,,0,7,259,37.00,0
24,1982,1982-12-26,8,23.295,GNB,@,ATL,W 38-7,1,0,0.00,0,1,24,24.00,0
25,1982,1983-01-02,9,23.302,GNB,@,DET,L 24-27,0,0,,0,4,157,39.25,0
26,1983,1983-12-11,15,24.280,CHI,@,MIN,W 19-13,0,0,,0,4,166,41.50,2
27,1983,1983-12-18,16,24.287,CHI,,GNB,W 23-21,0,0,,0,8,281,35.13,0
