ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2000,2000-12-17,15,22.149,ARI,,BAL,L 7-13,,,,,,,0.0%,,,,,,,,,,,,,,,
2,2001,2001-12-23,14,23.155,ARI,,DAL,W 17-10,,,,,,,0.0%,,,,,,,,,,,,,,,
3,2001,2001-12-30,15,23.162,ARI,@,CAR,W 30-7,,,,,,,0.0%,,,,,,,,,,,,,,,
4,2002,2002-09-08,1,24.049,ARI,@,WAS,L 23-31,,2,,,,,0.0%,,,,,,,,,,,,,,,
5,2002,2002-09-15,2,24.056,ARI,@,SEA,W 24-13,,,,,,,0.0%,,,,,,,,,,,,,,,
6,2002,2002-09-22,3,24.063,ARI,,SDG,L 15-23,,,,,,,0.0%,,,,,,,,,,,,,,,
7,2002,2002-09-29,4,24.070,ARI,,NYG,W 21-7,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,0
8,2002,2002-10-06,5,24.077,ARI,@,CAR,W 16-13,,,,,,,0.0%,,,,,,,,,,,,,,,
9,2002,2002-10-20,6,24.091,ARI,,DAL,W 9-6,,,,,,,0.0%,,,,,,,,,,,,,,,
10,2002,2002-10-27,7,24.098,ARI,@,SFO,L 28-38,,1,,,,,0.0%,,,,,,,,,,,,,,,
11,2003,2003-09-07,1,25.048,ARI,@,DET,L 24-42,*,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
12,2003,2003-09-28,4,25.069,ARI,@,STL,L 13-37,,,,,,,0.0%,,,,,,,,,,,,,,,
13,2003,2003-10-05,5,25.076,ARI,@,DAL,L 7-24,,6,2,30,15.00,1,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,1,6
14,2003,2003-10-12,6,25.083,ARI,,BAL,L 18-26,*,1,1,14,14.00,1,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,1,6
