ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,23.345,CHI,@,RAM,W 24-20,7,25,3.57,0,1,6,6.00,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,23.352,CHI,@,SFO,W 32-20,4,24,6.00,0,1,9,9.00,0,0,0,,0,0,,,,,,
3,1950,1950-10-01,3,23.359,CHI,@,GNB,L 21-31,5,30,6.00,0,1,15,15.00,0,0,0,,0,0,,,,,,
4,1950,1950-10-15,5,24.008,CHI,,GNB,W 28-14,8,5,0.63,0,2,1,0.50,0,0,0,,0,0,,,,,,
5,1950,1950-11-05,7,24.029,CHI,@,DET,W 35-21,3,29,9.67,0,1,15,15.00,0,0,0,,0,0,,,,,,
6,1950,1950-11-19,9,24.043,CHI,,SFO,W 17-0,7,49,7.00,0,0,0,,0,0,0,,0,0,,,,,,
7,1950,1950-11-26,10,24.050,CHI,,RAM,W 24-14,10,27,2.70,1,0,0,,0,0,0,,0,0,,,,,,
8,1950,1950-12-03,11,24.057,CHI,@,CRD,L 10-20,6,17,2.83,0,0,0,,0,0,0,,0,0,,,,,,
9,1950,1950-12-10,12,24.064,CHI,,DET,W 6-3,8,11,1.38,0,1,-4,-4.00,0,0,0,,0,0,,,,,,
10,1951,1951-09-30,1,24.358,CHI,@,GNB,W 31-20,10,28,2.80,0,0,0,,0,0,0,,0,0,,,,,,
11,1951,1951-10-07,2,25.000,CHI,@,CRD,L 14-28,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
12,1951,1951-10-21,4,25.014,CHI,,SFO,W 13-7,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,,,
13,1951,1951-10-28,5,25.021,CHI,@,DET,W 28-23,2,-3,-1.50,0,0,0,,0,0,0,,0,0,,,,,,
14,1951,1951-11-04,6,25.028,CHI,@,WAS,W 27-0,5,26,5.20,0,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-11-11,7,25.035,CHI,,DET,L 28-41,0,0,,0,0,0,,0,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00
16,1951,1951-11-18,8,25.042,CHI,,GNB,W 24-13,3,13,4.33,0,0,0,,0,0,0,,0,0,,,,,,
17,1951,1951-12-02,10,25.056,CHI,,RAM,L 17-42,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
18,1952,1952-09-28,1,25.357,CHI,@,GNB,W 24-14,9,57,6.33,0,0,0,,0,0,0,,0,0,,,,,,
19,1952,1952-10-05,2,25.364,CHI,@,CRD,L 10-21,1,1,1.00,1,0,0,,0,0,0,,0,0,,,,,,
20,1952,1952-10-19,4,26.012,CHI,,SFO,L 16-40,5,21,4.20,1,0,0,,0,0,0,,0,0,,,,,,
21,1952,1952-10-26,5,26.019,CHI,@,RAM,L 7-31,4,10,2.50,0,1,39,39.00,0,0,0,,0,0,,,,,,
22,1952,1952-11-02,6,26.026,CHI,@,SFO,W 20-17,12,64,5.33,0,0,0,,0,0,0,,0,0,,,,,,
23,1952,1952-11-09,7,26.033,CHI,,GNB,L 28-41,9,11,1.22,0,3,34,11.33,1,0,0,,0,0,,,,,,
24,1952,1952-11-16,8,26.040,CHI,,RAM,L 24-40,6,29,4.83,0,0,0,,0,0,0,,0,0,,,,,,
25,1952,1952-11-23,9,26.047,CHI,,DET,W 24-23,6,16,2.67,0,2,28,14.00,0,0,0,,0,0,,,,,,
26,1952,1952-11-27,10,26.051,CHI,@,DTX,L 23-27,1,57,57.00,0,0,0,,0,0,0,,0,0,,,,,,
27,1952,1952-12-07,11,26.061,CHI,@,DET,L 21-45,6,16,2.67,1,2,27,13.50,0,0,0,,0,0,,,,,,
28,1953,1953-09-27,1,26.355,CHI,@,BAL,L 9-13,14,54,3.86,0,0,0,,0,0,0,,0,0,,,,,,
29,1953,1953-10-04,2,26.362,CHI,@,GNB,W 17-13,6,13,2.17,0,0,7,,0,0,0,,0,0,,,,,,
30,1953,1953-10-18,4,27.011,CHI,,SFO,L 28-35,7,22,3.14,1,2,48,24.00,0,0,0,,0,0,,,,,,
31,1953,1953-10-25,5,27.018,CHI,@,RAM,L 24-38,9,28,3.11,1,4,52,13.00,0,0,0,,0,0,,,,,,
32,1953,1953-11-01,6,27.025,CHI,@,SFO,L 14-24,4,-1,-0.25,0,2,13,6.50,0,0,0,,0,0,,,,,,
33,1953,1953-11-08,7,27.032,CHI,,GNB,T 21-21,4,3,0.75,0,0,0,,0,0,0,,0,0,,,,,,
34,1953,1953-11-15,8,27.039,CHI,@,WAS,W 27-24,18,94,5.22,0,0,0,,0,0,0,,0,0,,,,,,
35,1953,1953-11-22,9,27.046,CHI,,DET,L 16-20,5,6,1.20,0,0,0,,0,0,0,,0,0,,,,,,
36,1953,1953-11-29,10,27.053,CHI,,RAM,W 24-21,10,34,3.40,0,3,25,8.33,0,0,0,,0,0,,,,,,
37,1953,1953-12-06,11,27.060,CHI,@,DET,L 7-13,7,10,1.43,0,0,0,,0,0,0,,0,0,,,,,,
38,1953,1953-12-13,12,27.067,CHI,,CRD,L 17-24,11,44,4.00,0,5,69,13.80,0,0,0,,0,0,,,,,,
39,1954,1954-09-26,1,27.354,CLE,@,PHI,L 10-28,4,5,1.25,0,2,21,10.50,0,0,0,,0,0,,,,,,
40,1954,1954-10-10,2,28.003,CLE,,CRD,W 31-7,7,53,7.57,0,0,0,,0,0,0,,0,0,,,,,,
41,1954,1954-10-17,3,28.010,CLE,@,PIT,L 27-55,2,1,0.50,0,2,14,7.00,0,0,0,,0,0,,,,,,
42,1954,1954-10-24,4,28.017,CLE,@,CRD,W 35-3,5,8,1.60,0,1,3,3.00,0,0,0,,0,0,,,,,,
43,1954,1954-11-07,6,28.031,CLE,,WAS,W 62-3,7,30,4.29,1,1,8,8.00,0,0,0,,0,0,,,,,,
44,1954,1954-11-14,7,28.038,CLE,@,CHI,W 39-10,3,20,6.67,0,2,9,4.50,0,0,0,,0,0,,,,,,
45,1954,1954-11-21,8,28.045,CLE,,PHI,W 6-0,1,5,5.00,0,1,14,14.00,0,0,0,,0,0,,,,,,
46,1954,1954-11-28,9,28.052,CLE,@,NYG,W 16-7,6,15,2.50,0,0,0,,0,0,0,,0,0,,,,,,
47,1954,1954-12-05,10,28.059,CLE,@,WAS,W 34-14,6,34,5.67,0,2,9,4.50,0,0,0,,0,0,,,,,,
48,1954,1954-12-12,11,28.066,CLE,,PIT,W 42-7,9,56,6.22,1,1,3,3.00,0,0,0,,0,0,,,,,,
