ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
49,1954,1954-12-19,12,28.073,CLE,,DET,L 10-14,4,7,1.75,0,0,0,,0,0,0,,0,0,,,,,,
50,1955,1955-09-25,1,28.353,CLE,,WAS,L 17-27,15,117,7.80,0,3,30,10.00,0,0,0,,0,0,,,,,,
51,1955,1955-10-02,2,28.360,CLE,@,SFO,W 38-3,20,80,4.00,1,2,31,15.50,0,0,0,,0,0,,,,,,
52,1955,1955-10-09,3,29.002,CLE,,PHI,W 21-17,12,64,5.33,0,1,34,34.00,0,0,0,,0,0,,,,,,
53,1955,1955-10-16,4,29.009,CLE,@,WAS,W 24-14,6,12,2.00,0,0,0,,0,0,0,,0,0,,,,,,
54,1955,1955-10-23,5,29.016,CLE,,GNB,W 41-10,17,87,5.12,1,1,49,49.00,0,0,0,,0,0,,,,,,
55,1955,1955-10-30,6,29.023,CLE,@,CRD,W 26-20,15,70,4.67,0,1,11,11.00,0,0,0,,0,0,,,,,,
56,1955,1955-11-06,7,29.030,CLE,,NYG,W 24-14,16,44,2.75,0,0,0,,0,0,0,,0,0,,,,,,
57,1955,1955-11-13,8,29.037,CLE,@,PHI,L 17-33,8,34,4.25,0,0,0,,0,0,0,,0,0,,,,,,
58,1955,1955-11-20,9,29.044,CLE,,PIT,W 41-14,17,140,8.24,0,0,0,,0,0,0,,0,0,,,,,,
59,1955,1955-11-27,10,29.051,CLE,@,NYG,T 35-35,7,47,6.71,0,0,0,,0,0,0,,0,0,,,,,,
60,1955,1955-12-04,11,29.058,CLE,@,PIT,W 30-7,13,104,8.00,0,0,0,,0,0,0,,0,0,,,,,,
61,1955,1955-12-11,12,29.065,CLE,,CRD,W 35-24,10,25,2.50,1,1,30,30.00,0,0,0,,0,0,,,,,,
62,1956,1956-09-30,1,29.359,CLE,@,CRD,L 7-9,14,67,4.79,0,0,0,,0,0,0,,0,0,,,,,,
63,1956,1956-10-06,2,29.365,CLE,@,PIT,W 14-10,12,69,5.75,0,2,8,4.00,0,0,0,,0,0,,,,,,
64,1956,1956-10-14,3,30.007,CLE,,NYG,L 9-21,8,2,0.25,0,1,4,4.00,0,0,0,,0,0,,,,,,
65,1956,1956-10-21,4,30.014,CLE,@,WAS,L 9-20,1,8,8.00,0,0,0,,0,0,0,,0,0,,,,,,
66,1956,1956-10-28,5,30.021,CLE,,PIT,L 16-24,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
67,1956,1956-11-04,6,30.028,CLE,@,GNB,W 24-7,2,24,12.00,1,0,0,,0,0,0,,0,0,,,,,,
68,1956,1956-11-11,7,30.035,CLE,,BAL,L 7-21,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
69,1956,1956-11-18,8,30.042,CLE,@,PHI,W 16-0,12,30,2.50,0,0,0,,0,0,0,,0,0,,,,,,
70,1956,1956-12-02,10,30.056,CLE,,PHI,W 17-14,5,21,4.20,0,0,0,,0,0,0,,0,0,,,,,,
71,1956,1956-12-09,11,30.063,CLE,@,NYG,W 24-7,19,112,5.89,0,2,14,7.00,1,0,0,,0,0,,,,,,
72,1956,1956-12-16,12,30.070,CLE,,CRD,L 7-24,8,5,0.63,0,1,3,3.00,0,0,0,,0,0,,,,,,
