ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1963,1963-09-22,2,22.312,MIN,,CHI,L 7-28,5,67,13.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1963,1963-09-29,3,22.319,MIN,,SFO,W 45-14,4,137,34.25,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
3,1963,1963-10-06,4,22.326,MIN,,STL,L 14-56,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1963,1963-10-13,5,22.333,MIN,,GNB,L 28-37,3,106,35.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1963,1963-10-20,6,22.340,MIN,@,RAM,L 24-27,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1964,1964-09-13,1,23.304,PHI,,NYG,W 38-7,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1964,1964-09-20,2,23.311,PHI,,SFO,L 24-28,6,72,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1964,1964-09-27,3,23.318,PHI,,CLE,L 20-28,4,41,10.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1964,1964-10-04,4,23.325,PHI,,PIT,W 21-7,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1964,1964-10-11,5,23.332,PHI,@,WAS,L 20-35,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1964,1964-10-18,6,23.339,PHI,@,NYG,W 23-17,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1964,1964-10-25,7,23.346,PHI,@,PIT,W 34-10,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1964,1964-11-01,8,23.353,PHI,,WAS,L 10-21,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1964,1964-11-08,9,23.360,PHI,@,RAM,L 10-20,2,34,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1964,1964-11-15,10,24.001,PHI,@,DAL,W 17-14,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1964,1964-11-22,11,24.008,PHI,,STL,L 13-38,5,73,14.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1964,1964-11-29,12,24.015,PHI,@,CLE,L 24-38,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1964,1964-12-06,13,24.022,PHI,,DAL,W 24-14,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1964,1964-12-13,14,24.029,PHI,@,STL,L 34-36,4,89,22.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
20,1965,1965-09-19,1,24.309,PHI,,STL,W 34-27,3,63,21.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
