ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2009,2009-11-08,9,24.310,HOU,@,IND,L 17-20,,2,1,9,9.00,0,50.0%,4.50
2,2009,2009-11-23,10,24.325,HOU,,TEN,L 17-20,,,,,,,0.0%,
3,2009,2009-11-29,11,24.331,HOU,,IND,L 27-35,,0,,,,,0.0%,
4,2009,2009-12-06,12,24.338,HOU,@,JAX,L 18-23,,,,,,,0.0%,
5,2009,2009-12-13,13,24.345,HOU,,SEA,W 34-7,,,,,,,0.0%,
6,2011,2011-11-13,10,26.315,IND,,JAX,L 3-17,,,,,,,0.0%,
7,2011,2011-11-27,11,26.329,IND,,CAR,L 19-27,*,,,,,,0.0%,
8,2011,2011-12-04,12,26.336,IND,@,NWE,L 24-31,*,2,1,5,5.00,0,50.0%,2.50
9,2011,2011-12-11,13,26.343,IND,@,BAL,L 10-24,,1,1,5,5.00,0,100.0%,5.00
10,2011,2011-12-18,14,26.350,IND,,TEN,W 27-13,,,,,,,0.0%,
11,2011,2011-12-22,15,26.354,IND,,HOU,W 19-16,,,,,,,0.0%,
12,2011,2012-01-01,16,26.364,IND,@,JAX,L 13-19,,,,,,,0.0%,
