ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1983,1983-09-04,1,22.042,NYJ,@,SDG,W 41-29,1,4,4.00,0,1,19,19.00,0
2,1983,1983-09-11,2,22.049,NYJ,,SEA,L 10-17,0,0,,0,2,16,8.00,0
3,1983,1983-09-18,3,22.056,NYJ,@,NWE,L 13-23,0,0,,0,1,4,4.00,0
4,1983,1983-09-25,4,22.063,NYJ,,RAM,W 27-24,0,0,,0,2,5,2.50,0
5,1983,1983-10-03,5,22.071,NYJ,@,BUF,W 34-10,0,0,,0,3,40,13.33,0
6,1983,1983-10-09,6,22.077,NYJ,@,CLE,L 7-10,0,0,,0,1,13,13.00,0
7,1983,1983-10-16,7,22.084,NYJ,,MIA,L 14-32,0,0,,0,0,0,,0
8,1983,1983-10-23,8,22.091,NYJ,,ATL,L 21-27,0,0,,0,2,12,6.00,0
9,1983,1983-10-30,9,22.098,NYJ,@,SFO,W 27-13,0,0,,0,0,0,,0
