ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-10,1,21.123,BAL,,CIN,W 44-13,,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
2,2012,2012-09-16,2,21.129,BAL,@,PHI,L 23-24,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2012,2012-09-23,3,21.136,BAL,,NWE,W 31-30,,4,17,4.25,0,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0
4,2012,2012-09-27,4,21.140,BAL,,CLE,W 23-16,,6,48,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2012,2012-10-07,5,21.150,BAL,@,KAN,W 9-6,,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
6,2012,2012-10-14,6,21.157,BAL,,DAL,W 31-29,,4,21,5.25,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
7,2012,2012-10-21,7,21.164,BAL,@,HOU,L 13-43,,,,,,,,,,,0.0%,,,,,,
8,2012,2012-11-04,8,21.178,BAL,@,CLE,W 25-15,,7,26,3.71,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
9,2012,2012-11-11,9,21.185,BAL,,OAK,W 55-20,,10,23,2.30,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
10,2012,2012-11-18,10,21.192,BAL,@,PIT,W 13-10,,2,8,4.00,0,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0
11,2012,2012-11-25,11,21.199,BAL,@,SDG,W 16-13,,9,34,3.78,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2012,2012-12-02,12,21.206,BAL,,PIT,L 20-23,,8,34,4.25,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
13,2012,2012-12-09,13,21.213,BAL,@,WAS,L 28-31,,8,53,6.63,0,2,2,11,5.50,0,100.0%,5.50,0,0,0.0,0,0
14,2012,2012-12-16,14,21.220,BAL,,DEN,L 17-34,,5,20,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2012,2012-12-23,15,21.227,BAL,,NYG,W 33-14,,14,123,8.79,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
16,2012,2012-12-30,16,21.234,BAL,@,CIN,L 17-23,,22,89,4.05,0,4,1,4,4.00,0,25.0%,1.00,0,0,0.0,0,0
17,2013,2013-09-05,1,22.118,BAL,@,DEN,L 27-49,,9,22,2.44,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
18,2013,2013-09-15,2,22.128,BAL,,CLE,W 14-6,,19,57,3.00,1,1,1,-2,-2.00,0,100.0%,-2.00,1,6,0.0,0,0
19,2013,2013-09-22,3,22.135,BAL,,HOU,W 30-9,*,24,65,2.71,1,2,2,7,3.50,0,100.0%,3.50,1,6,0.0,0,0
20,2013,2013-09-29,4,22.142,BAL,@,BUF,L 20-23,,4,7,1.75,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0
21,2013,2013-10-06,5,22.149,BAL,@,MIA,W 26-23,,11,46,4.18,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2013,2013-10-13,6,22.156,BAL,,GNB,L 17-19,,6,9,1.50,0,2,2,22,11.00,0,100.0%,11.00,0,0,0.0,0,0
