ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
58,1996,1996-11-10,10,26.247,DEN,,CHI,W 17-12,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
59,1996,1996-11-17,11,26.254,DEN,@,NWE,W 34-8,,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
60,1996,1996-11-24,12,26.261,DEN,@,MIN,W 21-17,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
61,1996,1996-12-01,13,26.268,DEN,,SEA,W 34-7,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
62,1996,1996-12-08,14,26.275,DEN,@,GNB,L 6-41,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
63,1996,1996-12-15,15,26.282,DEN,,OAK,W 24-19,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
64,1996,1996-12-22,16,26.289,DEN,@,SDG,L 10-16,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
65,1997,1997-08-31,1,27.176,DEN,,KAN,W 19-3,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
66,1997,1997-09-07,2,27.183,DEN,@,SEA,W 35-14,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
67,1997,1997-09-14,3,27.190,DEN,,STL,W 35-14,,0,0,,0,5,5,100.0,,1,0.0,0,5,0,0,,0
68,1997,1997-09-21,4,27.197,DEN,,CIN,W 38-20,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
69,1997,1997-09-28,5,27.204,DEN,@,ATL,W 29-21,,0,0,,0,1,1,100.0,,,,0,1,,,,
70,1997,1997-10-19,7,27.225,DEN,@,OAK,L 25-28,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
71,1997,1997-10-26,8,27.232,DEN,@,BUF,W 23-20,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
72,1997,1997-11-02,9,27.239,DEN,,SEA,W 30-27,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
73,1997,1997-11-09,10,27.246,DEN,,CAR,W 34-0,,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
74,1997,1997-11-16,11,27.253,DEN,@,KAN,L 22-24,,0,0,,0,1,1,100.0,5,6,83.3,0,16,0,0,,0
75,1997,1997-11-24,12,27.261,DEN,,OAK,W 31-3,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
76,1997,1997-11-30,13,27.267,DEN,@,SDG,W 38-28,,0,0,,0,5,5,100.0,1,2,50.0,0,8,0,0,,0
77,1997,1997-12-07,14,27.274,DEN,@,PIT,L 24-35,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
78,1997,1997-12-15,15,27.282,DEN,@,SFO,L 17-34,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
79,1997,1997-12-21,16,27.288,DEN,,SDG,W 38-3,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
80,1998,1998-09-07,1,28.183,DEN,,NWE,W 27-21,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
81,1998,1998-09-13,2,28.189,DEN,,DAL,W 42-23,,0,0,,0,6,6,100.0,,,,0,6,,,,
82,1998,1998-09-20,3,28.196,DEN,@,OAK,W 34-17,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
83,1998,1998-09-27,4,28.203,DEN,@,WAS,W 38-16,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
84,1998,1998-10-04,5,28.210,DEN,,PHI,W 41-16,,0,0,,0,5,5,100.0,,,,0,5,,,,
85,1998,1998-10-11,6,28.217,DEN,@,SEA,W 21-16,,0,0,,0,3,3,100.0,,,,0,3,,,,
86,1998,1998-10-25,7,28.231,DEN,,JAX,W 37-24,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
87,1998,1998-11-01,8,28.238,DEN,@,CIN,W 33-26,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
88,1998,1998-11-08,9,28.245,DEN,,SDG,W 27-10,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
89,1998,1998-11-16,10,28.253,DEN,@,KAN,W 30-7,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
90,1998,1998-11-22,11,28.259,DEN,,OAK,W 40-14,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
91,1998,1998-11-29,12,28.266,DEN,@,SDG,W 31-16,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
92,1998,1998-12-06,13,28.273,DEN,,KAN,W 35-31,,0,0,,0,5,5,100.0,,1,0.0,0,5,0,0,,0
93,1998,1998-12-13,14,28.280,DEN,@,NYG,L 16-20,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
94,1998,1998-12-21,15,28.288,DEN,@,MIA,L 21-31,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
95,1998,1998-12-27,16,28.294,DEN,,SEA,W 28-21,,0,0,,0,4,4,100.0,,2,0.0,0,4,0,0,,0
96,1999,1999-09-13,1,29.189,DEN,,MIA,L 21-38,,0,0,,0,3,3,100.0,,2,0.0,0,3,0,0,,0
97,1999,1999-09-19,2,29.195,DEN,@,KAN,L 10-26,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
98,1999,1999-09-26,3,29.202,DEN,@,TAM,L 10-13,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
99,1999,1999-10-03,4,29.209,DEN,,NYJ,L 13-21,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
100,1999,1999-10-10,5,29.216,DEN,@,OAK,W 16-13,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
101,1999,1999-10-17,6,29.223,DEN,,GNB,W 31-10,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
102,1999,1999-10-24,7,29.230,DEN,@,NWE,L 23-24,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
103,1999,1999-10-31,8,29.237,DEN,,MIN,L 20-23,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
104,1999,1999-11-07,9,29.244,DEN,@,SDG,W 33-17,,0,0,,0,3,3,100.0,4,4,100.0,0,15,0,0,,0
105,1999,1999-11-14,10,29.251,DEN,@,SEA,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
106,1999,1999-11-22,11,29.259,DEN,,OAK,W 27-21,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
107,1999,1999-12-05,12,29.272,DEN,,KAN,L 10-16,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
108,1999,1999-12-13,13,29.280,DEN,@,JAX,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
109,1999,1999-12-19,14,29.286,DEN,,SEA,W 36-30,,0,0,,0,3,3,100.0,3,5,60.0,0,12,0,0,,0
110,1999,1999-12-25,15,29.292,DEN,@,DET,W 17-7,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
111,1999,2000-01-02,16,29.300,DEN,,SDG,L 6-12,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
112,2000,2000-09-04,1,30.180,DEN,@,STL,L 36-41,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
113,2000,2000-09-10,2,30.186,DEN,,ATL,W 42-14,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
114,2000,2000-10-08,6,30.214,DEN,@,SDG,W 21-7,,0,0,,0,3,3,100.0,,,,0,3,,,,
115,2000,2000-10-15,7,30.221,DEN,,CLE,W 44-10,,0,0,,0,5,5,100.0,3,4,75.0,0,14,0,0,,0
116,2000,2000-10-22,8,30.228,DEN,@,CIN,L 21-31,,0,0,,0,3,3,100.0,,2,0.0,0,3,0,0,,0
117,2000,2000-11-05,9,30.242,DEN,@,NYJ,W 30-23,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
118,2000,2000-11-13,10,30.250,DEN,,OAK,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
119,2000,2000-11-19,11,30.256,DEN,,SDG,W 38-37,,0,0,,0,5,5,100.0,1,2,50.0,0,8,0,0,,0
120,2000,2000-11-26,12,30.263,DEN,@,SEA,W 38-31,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
121,2000,2000-12-03,13,30.270,DEN,@,NOR,W 38-23,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
122,2000,2000-12-10,14,30.277,DEN,,SEA,W 31-24,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
123,2000,2000-12-17,15,30.284,DEN,@,KAN,L 7-20,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
124,2000,2000-12-23,16,30.290,DEN,,SFO,W 38-9,,0,0,,0,5,5,100.0,1,2,50.0,0,8,0,0,,0
125,2001,2001-09-10,1,31.186,DEN,,NYG,W 31-20,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
126,2001,2001-09-23,2,31.199,DEN,@,ARI,W 38-17,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
127,2001,2001-09-30,3,31.206,DEN,,BAL,L 13-20,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
128,2001,2001-10-07,4,31.213,DEN,,KAN,W 20-6,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
129,2001,2001-10-14,5,31.220,DEN,@,SEA,L 21-34,,0,0,,0,3,3,100.0,,,,0,3,,,,
130,2001,2001-10-21,6,31.227,DEN,@,SDG,L 10-27,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
131,2001,2001-10-28,7,31.234,DEN,,NWE,W 31-20,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
132,2001,2001-11-05,8,31.242,DEN,@,OAK,L 28-38,,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
133,2001,2001-11-11,9,31.248,DEN,,SDG,W 26-16,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
134,2001,2001-11-18,10,31.255,DEN,,WAS,L 10-17,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
135,2001,2001-11-22,11,31.259,DEN,@,DAL,W 26-24,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
136,2001,2001-12-02,12,31.269,DEN,@,MIA,L 10-21,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
137,2001,2001-12-09,13,31.276,DEN,,SEA,W 20-7,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
138,2001,2001-12-16,14,31.283,DEN,@,KAN,L 23-26,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
139,2001,2001-12-30,15,31.297,DEN,,OAK,W 23-17,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
140,2001,2002-01-06,16,31.304,DEN,@,IND,L 10-29,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
141,2002,2002-09-08,1,32.184,DEN,,STL,W 23-16,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
142,2002,2002-09-15,2,32.191,DEN,@,SFO,W 24-14,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
143,2002,2002-09-22,3,32.198,DEN,,BUF,W 28-23,,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
144,2002,2002-09-30,4,32.206,DEN,@,BAL,L 23-34,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
145,2002,2002-10-06,5,32.212,DEN,,SDG,W 26-9,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
146,2002,2002-10-13,6,32.219,DEN,,MIA,L 22-24,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0,0,,0
147,2002,2002-10-20,7,32.226,DEN,@,KAN,W 37-34,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
148,2002,2002-10-27,8,32.233,DEN,@,NWE,W 24-16,,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
149,2002,2002-11-11,9,32.248,DEN,,OAK,L 10-34,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
150,2002,2002-11-17,10,32.254,DEN,@,SEA,W 31-9,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
151,2002,2002-11-24,11,32.261,DEN,,IND,L 20-23,,0,0,,0,2,3,66.7,,,,0,2,,,,
152,2002,2002-12-01,12,32.268,DEN,@,SDG,L 27-30,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
153,2002,2002-12-08,13,32.275,DEN,@,NYJ,L 13-19,,0,0,,0,1,1,100.0,2,4,50.0,0,7,0,0,,0
154,2002,2002-12-15,14,32.282,DEN,,KAN,W 31-24,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
155,2002,2002-12-22,15,32.289,DEN,@,OAK,L 16-28,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
156,2002,2002-12-29,16,32.296,DEN,,ARI,W 37-7,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
157,2003,2003-09-07,1,33.183,DEN,@,CIN,W 30-10,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
158,2003,2003-09-14,2,33.190,DEN,@,SDG,W 37-13,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
159,2003,2003-09-22,3,33.198,DEN,,OAK,W 31-10,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
160,2003,2003-09-28,4,33.204,DEN,,DET,W 20-16,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
161,2003,2003-10-05,5,33.211,DEN,@,KAN,L 23-24,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
162,2003,2003-10-12,6,33.218,DEN,,PIT,W 17-14,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
163,2003,2003-10-19,7,33.225,DEN,@,MIN,L 20-28,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
164,2003,2003-10-26,8,33.232,DEN,@,BAL,L 6-26,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
165,2003,2003-11-03,9,33.240,DEN,,NWE,L 26-30,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
166,2003,2003-11-16,10,33.253,DEN,,SDG,W 37-8,,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
167,2003,2003-11-23,11,33.260,DEN,,CHI,L 10-19,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
168,2003,2003-11-30,12,33.267,DEN,@,OAK,W 22-8,,0,0,,0,2,2,100.0,,,,0,2,,,,
169,2003,2003-12-07,13,33.274,DEN,,KAN,W 45-27,,0,0,,0,6,6,100.0,1,1,100.0,0,9,0,0,,0
170,2003,2003-12-14,14,33.281,DEN,,CLE,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
171,2003,2003-12-21,15,33.288,DEN,@,IND,W 31-17,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
172,2003,2003-12-28,16,33.295,DEN,@,GNB,L 3-31,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
173,2004,2004-09-12,1,34.188,DEN,,KAN,W 34-24,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
174,2004,2004-09-19,2,34.195,DEN,@,JAX,L 6-7,,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
175,2004,2004-09-26,3,34.202,DEN,,SDG,W 23-13,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
176,2004,2004-10-03,4,34.209,DEN,@,TAM,W 16-13,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
177,2004,2004-10-10,5,34.216,DEN,,CAR,W 20-17,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
178,2004,2004-10-17,6,34.223,DEN,@,OAK,W 31-3,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
179,2004,2004-10-25,7,34.231,DEN,@,CIN,L 10-23,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
180,2004,2004-10-31,8,34.237,DEN,,ATL,L 28-41,,0,0,,0,4,4,100.0,,,,0,4,,,,
181,2004,2004-11-07,9,34.244,DEN,,HOU,W 31-13,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
182,2004,2004-11-21,10,34.258,DEN,@,NOR,W 34-13,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
183,2004,2004-11-28,11,34.265,DEN,,OAK,L 24-25,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
184,2004,2004-12-05,12,34.272,DEN,@,SDG,L 17-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
185,2004,2004-12-12,13,34.279,DEN,,MIA,W 20-17,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
186,2004,2004-12-19,14,34.286,DEN,@,KAN,L 17-45,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
187,2004,2004-12-25,15,34.292,DEN,@,TEN,W 37-16,,0,0,,0,4,4,100.0,3,4,75.0,0,13,0,0,,0
188,2004,2005-01-02,16,34.300,DEN,,IND,W 33-14,,0,0,,0,3,3,100.0,4,4,100.0,0,15,0,0,,0
189,2005,2005-09-11,1,35.187,DEN,@,MIA,L 10-34,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
190,2005,2005-09-18,2,35.194,DEN,,SDG,W 20-17,,0,0,,0,2,2,100.0,2,4,50.0,0,8,0,0,,0
191,2005,2005-09-26,3,35.202,DEN,,KAN,W 30-10,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0,0,,0
192,2005,2005-10-02,4,35.208,DEN,@,JAX,W 20-7,,0,0,,0,2,2,100.0,2,4,50.0,0,8,0,0,,0
193,2005,2005-10-09,5,35.215,DEN,,WAS,W 21-19,,0,0,,0,3,3,100.0,,,,0,3,,,,
194,2005,2005-10-16,6,35.222,DEN,,NWE,W 28-20,,0,0,,0,4,4,100.0,,,,0,4,,,,
195,2005,2005-10-23,7,35.229,DEN,@,NYG,L 23-24,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
196,2005,2005-10-30,8,35.236,DEN,,PHI,W 49-21,,0,0,,0,7,7,100.0,,,,0,7,,,,
197,2005,2005-11-13,9,35.250,DEN,@,OAK,W 31-17,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
198,2005,2005-11-20,10,35.257,DEN,,NYJ,W 27-0,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
199,2005,2005-11-24,11,35.261,DEN,@,DAL,W 24-21,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
200,2005,2005-12-04,12,35.271,DEN,@,KAN,L 27-31,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
201,2005,2005-12-11,13,35.278,DEN,,BAL,W 12-10,,0,0,,0,,1,0.0,2,2,100.0,0,6,0,0,,0
202,2005,2005-12-17,14,35.284,DEN,@,BUF,W 28-17,,0,0,,0,4,4,100.0,,,,0,4,,,,
203,2005,2005-12-24,15,35.291,DEN,,OAK,W 22-3,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
