ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
49,2006,2006-10-01,4,25.082,HOU,,MIA,W 17-15,*,13,9,101,11.22,1,69.2%,7.77,0,0,,0,,1,6,0.0,,
50,2006,2006-10-15,5,25.096,HOU,@,DAL,L 6-34,*,16,9,75,8.33,0,56.3%,4.69,0,0,,0,,0,0,0.0,,
51,2006,2006-10-22,6,25.103,HOU,,JAX,W 27-7,*,9,8,106,13.25,1,88.9%,11.78,0,0,,0,,1,6,0.0,,
52,2006,2006-10-29,7,25.110,HOU,@,TEN,L 22-28,*,18,9,78,8.67,1,50.0%,4.33,0,0,,0,,1,6,0.0,,
53,2006,2006-11-05,8,25.117,HOU,@,NYG,L 10-14,*,11,9,83,9.22,0,81.8%,7.55,0,0,,0,,0,0,0.0,,
54,2006,2006-11-12,9,25.124,HOU,@,JAX,W 13-10,*,11,3,56,18.67,0,27.3%,5.09,0,0,,0,,0,0,0.0,,
55,2006,2006-11-19,10,25.131,HOU,,BUF,L 21-24,*,11,6,76,12.67,0,54.5%,6.91,1,18,18.00,0,,0,0,0.0,,
56,2006,2006-11-26,11,25.138,HOU,@,NYJ,L 11-26,*,15,10,98,9.80,1,66.7%,6.53,0,0,,0,,1,6,0.0,,
57,2006,2006-12-03,12,25.145,HOU,@,OAK,W 23-14,*,3,1,9,9.00,0,33.3%,3.00,2,-4,-2.00,0,,0,0,0.0,,
58,2006,2006-12-10,13,25.152,HOU,,TEN,L 20-26,*,9,7,68,9.71,0,77.8%,7.56,0,0,,0,,0,0,0.0,,
59,2006,2006-12-17,14,25.159,HOU,@,NWE,L 7-40,*,10,5,28,5.60,0,50.0%,2.80,0,0,,0,,0,0,0.0,,
60,2006,2006-12-24,15,25.166,HOU,,IND,W 27-24,*,5,4,48,12.00,0,80.0%,9.60,0,0,,0,,0,0,0.0,,
61,2006,2006-12-31,16,25.173,HOU,,CLE,W 14-6,*,7,2,12,6.00,0,28.6%,1.71,0,0,,0,,0,0,0.0,,
62,2007,2007-09-09,1,26.060,HOU,,KAN,W 20-3,*,10,7,142,20.29,1,70.0%,14.20,0,0,,0,,1,6,0.0,,
63,2007,2007-09-16,2,26.067,HOU,@,CAR,W 34-21,*,10,7,120,17.14,2,70.0%,12.00,0,0,,0,,2,12,0.0,,
64,2007,2007-11-18,10,26.130,HOU,,NOR,W 23-10,*,7,6,120,20.00,1,85.7%,17.14,0,0,,0,,1,6,0.0,,
65,2007,2007-11-25,11,26.137,HOU,@,CLE,L 17-27,*,7,3,37,12.33,0,42.9%,5.29,0,0,,0,,0,0,0.0,,
66,2007,2007-12-02,12,26.144,HOU,@,TEN,L 20-28,*,14,9,116,12.89,1,64.3%,8.29,0,0,,0,,1,6,0.0,,
67,2007,2007-12-09,13,26.151,HOU,,TAM,W 28-14,*,11,9,82,9.11,1,81.8%,7.45,0,0,,0,,1,6,0.0,,
68,2007,2007-12-13,14,26.155,HOU,,DEN,W 31-13,*,9,6,86,14.33,1,66.7%,9.56,0,0,,0,,1,6,0.0,,
69,2007,2007-12-23,15,26.165,HOU,@,IND,L 15-38,*,11,7,74,10.57,1,63.6%,6.73,0,0,,0,,1,6,0.0,,
70,2007,2007-12-30,16,26.172,HOU,,JAX,W 42-28,*,7,6,74,12.33,0,85.7%,10.57,0,0,,0,,0,0,0.0,,
71,2008,2008-09-07,1,27.058,HOU,@,PIT,L 17-38,*,13,10,112,11.20,0,76.9%,8.62,0,0,,0,,0,0,0.0,1,0
72,2008,2008-09-21,2,27.072,HOU,@,TEN,L 12-31,*,12,2,29,14.50,0,16.7%,2.42,0,0,,0,,0,0,0.0,0,0
73,2008,2008-09-28,3,27.079,HOU,@,JAX,L 27-30,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,,0,0,0.0,0,0
74,2008,2008-10-05,4,27.086,HOU,,IND,L 27-31,*,11,9,131,14.56,1,81.8%,11.91,0,0,,0,,1,6,0.0,0,0
75,2008,2008-10-12,5,27.093,HOU,,MIA,W 29-28,*,19,10,178,17.80,1,52.6%,9.37,0,0,,0,,1,6,0.0,0,0
76,2008,2008-10-19,6,27.100,HOU,,DET,W 28-21,*,12,11,141,12.82,0,91.7%,11.75,0,0,,0,,0,0,0.0,0,0
77,2008,2008-10-26,7,27.107,HOU,,CIN,W 35-6,*,12,11,143,13.00,0,91.7%,11.92,0,0,,0,,0,0,0.0,0,0
78,2008,2008-11-02,8,27.114,HOU,@,MIN,L 21-28,*,7,4,62,15.50,1,57.1%,8.86,0,0,,0,,1,6,0.0,0,0
79,2008,2008-11-09,9,27.121,HOU,,BAL,L 13-41,*,12,7,66,9.43,0,58.3%,5.50,0,0,,0,,0,0,0.0,1,0
80,2008,2008-11-16,10,27.128,HOU,@,IND,L 27-33,*,5,4,55,13.75,0,80.0%,11.00,0,0,,0,,0,0,0.0,0,0
81,2008,2008-11-23,11,27.135,HOU,@,CLE,W 16-6,*,12,10,116,11.60,0,83.3%,9.67,0,0,,0,,0,0,0.0,0,0
82,2008,2008-12-01,12,27.143,HOU,,JAX,W 30-17,*,11,7,75,10.71,1,63.6%,6.82,0,0,,0,,1,6,0.0,0,0
83,2008,2008-12-07,13,27.149,HOU,@,GNB,W 24-21,*,8,4,55,13.75,1,50.0%,6.88,0,0,,0,1,1,8,0.0,0,0
84,2008,2008-12-14,14,27.156,HOU,,TEN,W 13-12,*,15,11,207,18.82,1,73.3%,13.80,0,0,,0,,1,6,0.0,0,0
85,2008,2008-12-21,15,27.163,HOU,@,OAK,L 16-27,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,1,0
86,2008,2008-12-28,16,27.170,HOU,,CHI,W 31-24,*,13,10,148,14.80,2,76.9%,11.38,0,0,,0,,2,12,0.0,0,0
87,2009,2009-09-13,1,28.064,HOU,,NYJ,L 7-24,*,7,4,35,8.75,0,57.1%,5.00,0,0,,0,,0,0,0.0,0,0
88,2009,2009-09-20,2,28.071,HOU,@,TEN,W 34-31,*,16,10,149,14.90,2,62.5%,9.31,0,0,,0,,2,12,0.0,0,0
89,2009,2009-09-27,3,28.078,HOU,,JAX,L 24-31,*,7,4,86,21.50,0,57.1%,12.29,0,0,,0,,0,0,0.0,1,0
90,2009,2009-10-04,4,28.085,HOU,,OAK,W 29-6,*,8,2,66,33.00,0,25.0%,8.25,0,0,,0,,0,0,0.0,0,0
91,2009,2009-10-11,5,28.092,HOU,@,ARI,L 21-28,*,14,8,101,12.63,2,57.1%,7.21,0,0,,0,,2,12,0.0,0,0
92,2009,2009-10-18,6,28.099,HOU,@,CIN,W 28-17,*,14,8,135,16.88,0,57.1%,9.64,0,0,,0,,0,0,0.0,0,0
93,2009,2009-10-25,7,28.106,HOU,,SFO,W 24-21,*,4,2,62,31.00,0,50.0%,15.50,0,0,,0,,0,0,0.0,0,0
94,2009,2009-11-01,8,28.113,HOU,@,BUF,W 31-10,*,10,6,63,10.50,0,60.0%,6.30,0,0,,0,1,0,2,0.0,0,0
95,2009,2009-11-08,9,28.120,HOU,@,IND,L 17-20,*,13,10,103,10.30,0,76.9%,7.92,0,0,,0,,0,0,0.0,1,0
96,2009,2009-11-23,10,28.135,HOU,,TEN,L 17-20,*,11,4,78,19.50,1,36.4%,7.09,0,0,,0,,1,6,0.0,0,0
97,2009,2009-11-29,11,28.141,HOU,,IND,L 27-35,*,9,5,67,13.40,0,55.6%,7.44,0,0,,0,,0,0,0.0,1,0
98,2009,2009-12-06,12,28.148,HOU,@,JAX,L 18-23,*,17,7,99,14.14,1,41.2%,5.82,0,0,,0,,1,6,0.0,0,0
99,2009,2009-12-13,13,28.155,HOU,,SEA,W 34-7,*,15,11,193,17.55,2,73.3%,12.87,1,3,3.00,0,,2,12,0.0,1,0
100,2009,2009-12-20,14,28.162,HOU,@,STL,W 16-13,*,10,9,196,21.78,0,90.0%,19.60,0,0,,0,,0,0,0.0,0,0
101,2009,2009-12-27,15,28.169,HOU,@,MIA,W 27-20,*,7,5,71,14.20,1,71.4%,10.14,0,0,,0,,1,6,0.0,0,0
102,2009,2010-01-03,16,28.176,HOU,,NWE,W 34-27,*,9,6,65,10.83,0,66.7%,7.22,1,7,7.00,0,,0,0,0.0,0,0
103,2010,2010-09-12,1,29.063,HOU,,IND,W 34-24,*,5,3,33,11.00,0,60.0%,6.60,0,0,,0,,0,0,0.0,0,0
104,2010,2010-09-19,2,29.070,HOU,@,WAS,W 30-27,*,17,12,158,13.17,1,70.6%,9.29,0,0,,0,,1,6,0.0,0,0
105,2010,2010-09-26,3,29.077,HOU,,DAL,L 13-27,*,7,4,64,16.00,0,57.1%,9.14,0,0,,0,,0,0,0.0,1,0
106,2010,2010-10-10,5,29.091,HOU,,NYG,L 10-34,*,13,5,95,19.00,0,38.5%,7.31,0,0,,0,,0,0,0.0,1,0
107,2010,2010-10-17,6,29.098,HOU,,KAN,W 35-31,*,13,8,138,17.25,1,61.5%,10.62,0,0,,0,,1,6,0.0,0,0
108,2010,2010-11-01,7,29.113,HOU,@,IND,L 17-30,*,10,7,106,15.14,1,70.0%,10.60,0,0,,0,,1,6,0.0,0,0
109,2010,2010-11-07,8,29.119,HOU,,SDG,L 23-29,*,7,4,41,10.25,0,57.1%,5.86,0,0,,0,,0,0,0.0,0,0
110,2010,2010-11-14,9,29.126,HOU,@,JAX,L 24-31,*,11,9,146,16.22,1,81.8%,13.27,0,0,,0,,1,6,0.0,0,0
111,2010,2010-11-21,10,29.133,HOU,@,NYJ,L 27-30,*,9,4,32,8.00,0,44.4%,3.56,0,0,,0,,0,0,0.0,0,0
112,2010,2010-11-28,11,29.140,HOU,,TEN,W 20-0,*,11,9,56,6.22,1,81.8%,5.09,0,0,,0,,1,6,0.0,0,0
113,2010,2010-12-02,12,29.144,HOU,@,PHI,L 24-34,*,9,6,149,24.83,0,66.7%,16.56,2,10,5.00,0,,0,0,0.0,0,0
114,2010,2010-12-13,13,29.155,HOU,,BAL,L 28-34,*,14,9,140,15.56,2,64.3%,10.00,0,0,,0,,2,12,0.0,0,0
115,2010,2010-12-19,14,29.161,HOU,@,TEN,L 17-31,*,12,6,58,9.67,1,50.0%,4.83,0,0,,0,,1,6,0.0,0,0
116,2011,2011-09-11,1,30.062,HOU,,IND,W 34-7,*,11,7,95,13.57,1,63.6%,8.64,0,0,,0,,1,6,0.0,0,0
117,2011,2011-09-18,2,30.069,HOU,@,MIA,W 23-13,*,9,7,93,13.29,1,77.8%,10.33,0,0,,0,,1,6,0.0,0,0
118,2011,2011-09-25,3,30.076,HOU,@,NOR,L 33-40,*,12,7,128,18.29,0,58.3%,10.67,1,8,8.00,0,,0,0,0.0,1,0
119,2011,2011-10-02,4,30.083,HOU,,PIT,W 17-10,*,5,4,36,9.00,0,80.0%,7.20,0,0,,0,,0,0,0.0,0,0
120,2011,2011-11-27,11,30.139,HOU,@,JAX,W 20-13,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,0,0,0.0,0,0
121,2011,2011-12-04,12,30.146,HOU,,ATL,W 17-10,*,9,4,97,24.25,0,44.4%,10.78,0,0,,0,,0,0,0.0,0,0
122,2011,2012-01-01,16,30.174,HOU,,TEN,L 22-23,*,2,2,21,10.50,0,100.0%,10.50,0,0,,0,,0,0,0.0,0,0
123,2012,2012-09-09,1,31.060,HOU,,MIA,W 30-10,*,10,8,119,14.88,1,80.0%,11.90,0,0,,0,,1,6,0.0,0,0
124,2012,2012-09-16,2,31.067,HOU,@,JAX,W 27-7,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,,0,0,0.0,0,0
125,2012,2012-09-23,3,31.074,HOU,@,DEN,W 31-25,*,4,2,72,36.00,1,50.0%,18.00,0,0,,0,,1,6,0.0,0,0
126,2012,2012-09-30,4,31.081,HOU,,TEN,W 38-14,*,6,3,56,18.67,0,50.0%,9.33,0,0,,0,,0,0,0.0,0,0
127,2012,2012-10-08,5,31.089,HOU,@,NYJ,W 23-17,*,6,1,15,15.00,0,16.7%,2.50,0,0,,0,,0,0,0.0,0,0
128,2012,2012-10-14,6,31.095,HOU,,GNB,L 24-42,*,12,8,75,9.38,0,66.7%,6.25,0,0,,0,,0,0,0.0,0,0
129,2012,2012-10-21,7,31.102,HOU,,BAL,W 43-13,*,10,9,86,9.56,0,90.0%,8.60,0,0,,0,,0,0,0.0,0,0
130,2012,2012-11-04,8,31.116,HOU,,BUF,W 21-9,*,10,8,118,14.75,0,80.0%,11.80,0,0,,0,,0,0,0.0,0,0
131,2012,2012-11-11,9,31.123,HOU,@,CHI,W 13-6,*,9,4,35,8.75,0,44.4%,3.89,0,0,,0,,0,0,0.0,0,0
132,2012,2012-11-18,10,31.130,HOU,,JAX,W 43-37,*,19,14,273,19.50,1,73.7%,14.37,0,0,,0,,1,6,0.0,0,0
133,2012,2012-11-22,11,31.134,HOU,@,DET,W 34-31,*,15,9,188,20.89,0,60.0%,12.53,0,0,,0,,0,0,0.0,0,0
134,2012,2012-12-02,12,31.144,HOU,@,TEN,W 24-10,*,7,5,56,11.20,0,71.4%,8.00,0,0,,0,,0,0,0.0,0,0
135,2012,2012-12-10,13,31.152,HOU,@,NWE,L 14-42,*,10,8,95,11.88,0,80.0%,9.50,0,0,,0,,0,0,0.0,0,0
136,2012,2012-12-16,14,31.158,HOU,,IND,W 29-17,*,13,11,151,13.73,1,84.6%,11.62,0,0,,0,,1,6,0.0,0,0
137,2012,2012-12-23,15,31.165,HOU,,MIN,L 6-23,*,10,7,97,13.86,0,70.0%,9.70,0,0,,0,,0,0,0.0,0,0
138,2012,2012-12-30,16,31.172,HOU,@,IND,L 16-28,*,17,12,141,11.75,0,70.6%,8.29,0,0,,0,,0,0,0.0,0,0
139,2013,2013-09-09,1,32.060,HOU,@,SDG,W 31-28,*,16,12,146,12.17,0,75.0%,9.13,0,0,,0,,0,0,0.0,0,0
140,2013,2013-09-15,2,32.066,HOU,,TEN,W 30-24,*,13,8,76,9.50,0,61.5%,5.85,0,0,,0,,0,0,0.0,0,0
141,2013,2013-09-22,3,32.073,HOU,@,BAL,L 9-30,*,6,5,36,7.20,0,83.3%,6.00,0,0,,0,,0,0,0.0,0,0
142,2013,2013-09-29,4,32.080,HOU,,SEA,L 20-23,*,12,9,110,12.22,0,75.0%,9.17,0,0,,0,,0,0,0.0,1,0
143,2013,2013-10-06,5,32.087,HOU,@,SFO,L 3-34,*,10,3,39,13.00,0,30.0%,3.90,0,0,,0,,0,0,0.0,1,0
144,2013,2013-10-13,6,32.094,HOU,,STL,L 13-38,*,8,7,88,12.57,0,87.5%,11.00,0,0,,0,,0,0,0.0,0,0
145,2013,2013-10-20,7,32.101,HOU,@,KAN,L 16-17,*,6,4,89,22.25,0,66.7%,14.83,0,0,,0,,0,0,0.0,0,0
146,2013,2013-11-03,8,32.115,HOU,,IND,L 24-27,*,13,9,229,25.44,3,69.2%,17.62,0,0,,0,,3,18,0.0,0,0
147,2013,2013-11-10,9,32.122,HOU,@,ARI,L 24-27,*,12,5,37,7.40,2,41.7%,3.08,0,0,,0,,2,12,0.0,0,0
148,2013,2013-11-17,10,32.129,HOU,,OAK,L 23-28,*,17,10,116,11.60,0,58.8%,6.82,0,0,,0,,0,0,0.0,1,0
149,2013,2013-11-24,11,32.136,HOU,,JAX,L 6-13,*,6,2,36,18.00,0,33.3%,6.00,0,0,,0,,0,0,0.0,0,0
150,2013,2013-12-01,12,32.143,HOU,,NWE,L 31-34,*,9,8,121,15.13,0,88.9%,13.44,0,0,,0,,0,0,0.0,0,0
151,2013,2013-12-05,13,32.147,HOU,@,JAX,L 20-27,*,21,13,154,11.85,0,61.9%,7.33,0,0,,0,,0,0,0.0,1,0
152,2013,2013-12-15,14,32.157,HOU,@,IND,L 3-25,*,10,4,18,4.50,0,40.0%,1.80,0,0,,0,,0,0,0.0,1,0
153,2013,2013-12-22,15,32.164,HOU,,DEN,L 13-37,*,13,4,63,15.75,0,30.8%,4.85,0,0,,0,,0,0,0.0,1,0
154,2013,2013-12-29,16,32.171,HOU,@,TEN,L 10-16,*,9,6,49,8.17,0,66.7%,5.44,0,0,,0,,0,0,0.0,0,0
155,2014,2014-09-07,1,33.058,HOU,,WAS,W 17-6,*,9,6,93,15.50,0,66.7%,10.33,0,0,,0,,0,0,0.0,0,0
156,2014,2014-09-14,2,33.065,HOU,@,OAK,W 30-14,*,7,6,74,12.33,0,85.7%,10.57,0,0,,0,,0,0,0.0,0,0
157,2014,2014-09-21,3,33.072,HOU,@,NYG,L 17-30,*,11,4,24,6.00,0,36.4%,2.18,0,0,,0,,0,0,0.0,0,0
158,2014,2014-09-28,4,33.079,HOU,,BUF,W 23-17,*,7,6,71,11.83,0,85.7%,10.14,0,0,,0,,0,0,0.0,1,0
159,2014,2014-10-05,5,33.086,HOU,@,DAL,L 17-20,*,8,5,58,11.60,0,62.5%,7.25,0,0,,0,,0,0,0.0,0,0
160,2014,2014-10-09,6,33.090,HOU,,IND,L 28-33,*,12,7,99,14.14,1,58.3%,8.25,0,0,,0,,1,6,0.0,1,0
161,2014,2014-10-20,7,33.101,HOU,@,PIT,L 23-30,*,9,5,77,15.40,0,55.6%,8.56,0,0,,0,,0,0,0.0,1,0
162,2014,2014-10-26,8,33.107,HOU,@,TEN,W 30-16,*,12,7,55,7.86,0,58.3%,4.58,0,0,,0,,0,0,0.0,0,0
163,2014,2014-11-02,9,33.114,HOU,,PHI,L 21-31,*,7,2,12,6.00,0,28.6%,1.71,0,0,,0,,0,0,0.0,0,0
164,2014,2014-11-16,10,33.128,HOU,@,CLE,W 23-7,*,9,7,68,9.71,0,77.8%,7.56,0,0,,0,,0,0,0.0,0,0
165,2014,2014-11-23,11,33.135,HOU,,CIN,L 13-22,*,12,3,36,12.00,0,25.0%,3.00,0,0,,0,,0,0,0.0,0,0
166,2014,2014-11-30,12,33.142,HOU,,TEN,W 45-21,*,11,7,53,7.57,1,63.6%,4.82,0,0,,0,,1,6,0.0,0,0
167,2014,2014-12-07,13,33.149,HOU,@,JAX,W 27-13,*,4,4,17,4.25,0,100.0%,4.25,0,0,,0,,0,0,0.0,0,0
168,2014,2014-12-21,15,33.163,HOU,,BAL,W 25-13,*,13,6,65,10.83,0,46.2%,5.00,0,0,,0,,0,0,0.0,1,0
169,2014,2014-12-28,16,33.170,HOU,,JAX,W 23-17,*,15,10,134,13.40,1,66.7%,8.93,0,0,,0,,1,6,0.0,0,0
170,2015,2015-09-13,1,34.064,IND,@,BUF,L 14-27,*,10,4,24,6.00,0,40.0%,2.40,0,0,,0,,0,0,0.0,0,0
171,2015,2015-09-21,2,34.072,IND,,NYJ,L 7-20,*,7,3,27,9.00,0,42.9%,3.86,0,0,,0,,0,0,0.0,0,0
172,2015,2015-09-27,3,34.078,IND,@,TEN,W 35-33,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
173,2015,2015-10-04,4,34.085,IND,,JAX,W 16-13,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
174,2015,2015-10-08,5,34.089,IND,@,HOU,W 27-20,*,7,6,77,12.83,2,85.7%,11.00,0,0,,0,,2,12,0.0,0,0
175,2015,2015-10-18,6,34.099,IND,,NWE,L 27-34,*,6,3,35,11.67,0,50.0%,5.83,0,0,,0,,0,0,0.0,0,0
176,2015,2015-10-25,7,34.106,IND,,NOR,L 21-27,*,4,4,44,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
177,2015,2015-11-02,8,34.114,IND,@,CAR,L 26-29,,8,4,81,20.25,1,50.0%,10.13,0,0,,0,,1,6,0.0,0,0
178,2015,2015-11-08,9,34.120,IND,,DEN,W 27-24,*,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
179,2015,2015-11-22,10,34.134,IND,@,ATL,W 24-21,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0
180,2015,2015-11-29,11,34.141,IND,,TAM,W 25-12,*,3,1,22,22.00,0,33.3%,7.33,0,0,,0,,0,0,0.0,0,0
