ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-18,2,22.124,CIN,,MIN,W 37-8,,4,4,45,11.25,0,100.0%,11.25,0,0,0.0,,
2,2005,2005-09-25,3,22.131,CIN,@,CHI,W 24-7,,4,4,51,12.75,1,100.0%,12.75,1,6,0.0,,
3,2005,2005-10-02,4,22.138,CIN,,HOU,W 16-10,*,2,2,34,17.00,0,100.0%,17.00,0,0,0.0,,
4,2005,2005-10-09,5,22.145,CIN,@,JAX,L 20-23,*,5,3,85,28.33,1,60.0%,17.00,1,6,0.0,,
5,2005,2005-10-16,6,22.152,CIN,@,TEN,W 31-23,*,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,,
6,2005,2005-10-23,7,22.159,CIN,,PIT,L 13-27,*,3,0,0,,0,0.0%,0.00,0,0,0.0,,
7,2005,2005-10-30,8,22.166,CIN,,GNB,W 21-14,,4,2,22,11.00,0,50.0%,5.50,0,0,0.0,,
8,2005,2005-11-06,9,22.173,CIN,@,BAL,W 21-9,,4,3,17,5.67,1,75.0%,4.25,1,6,0.0,,
9,2005,2005-11-20,10,22.187,CIN,,IND,L 37-45,,5,3,31,10.33,1,60.0%,6.20,1,6,0.0,,
10,2005,2005-11-27,11,22.194,CIN,,BAL,W 42-29,,5,3,53,17.67,1,60.0%,10.60,1,6,0.0,,
11,2005,2005-12-04,12,22.201,CIN,@,PIT,W 38-31,*,7,5,52,10.40,0,71.4%,7.43,0,0,0.0,,
12,2005,2005-12-11,13,22.208,CIN,,CLE,W 23-20,,,0,0,,0,0.0%,,0,0,0.0,,
13,2005,2005-12-24,15,22.221,CIN,,BUF,L 27-37,,1,1,27,27.00,1,100.0%,27.00,1,6,0.0,,
14,2005,2006-01-01,16,22.229,CIN,@,KAN,L 3-37,,4,0,0,,0,0.0%,0.00,0,0,0.0,,
15,2006,2006-09-10,1,23.116,CIN,@,KAN,W 23-10,*,3,1,-5,-5.00,0,33.3%,-1.67,0,0,0.0,,
16,2006,2006-09-17,2,23.123,CIN,,CLE,W 34-17,*,11,5,113,22.60,0,45.5%,10.27,0,0,0.0,,
17,2006,2006-09-24,3,23.130,CIN,@,PIT,W 28-20,,9,5,69,13.80,2,55.6%,7.67,2,12,0.0,,
18,2006,2006-10-29,7,23.165,CIN,,ATL,L 27-29,,7,5,81,16.20,1,71.4%,11.57,1,6,0.0,,
19,2006,2006-11-05,8,23.172,CIN,@,BAL,L 20-26,*,5,2,79,39.50,0,40.0%,15.80,0,0,0.0,,
20,2006,2006-11-12,9,23.179,CIN,,SDG,L 41-49,,5,2,18,9.00,1,40.0%,3.60,1,6,0.0,,
21,2006,2006-11-19,10,23.186,CIN,@,NOR,W 31-16,,3,2,24,12.00,0,66.7%,8.00,0,0,0.0,,
22,2006,2006-11-26,11,23.193,CIN,@,CLE,W 30-0,,6,5,41,8.20,2,83.3%,6.83,2,12,0.0,,
23,2006,2006-11-30,12,23.197,CIN,,BAL,W 13-7,,3,0,0,,0,0.0%,0.00,0,0,0.0,,
24,2006,2006-12-10,13,23.207,CIN,,OAK,W 27-10,,3,2,31,15.50,1,66.7%,10.33,1,6,0.0,,
25,2006,2006-12-18,14,23.215,CIN,@,IND,L 16-34,,4,0,0,,0,0.0%,0.00,0,0,0.0,,
26,2006,2006-12-24,15,23.221,CIN,@,DEN,L 23-24,,9,3,30,10.00,1,33.3%,3.33,1,6,0.0,,
27,2006,2006-12-31,16,23.228,CIN,,PIT,L 17-23,*,7,4,124,31.00,1,57.1%,17.71,1,6,0.0,,
28,2007,2007-11-11,9,24.178,CIN,@,BAL,W 21-7,,7,4,99,24.75,0,57.1%,14.14,0,0,0.0,,
29,2007,2007-11-18,10,24.185,CIN,,ARI,L 27-35,,11,8,81,10.13,1,72.7%,7.36,1,6,0.0,,
30,2007,2007-11-25,11,24.192,CIN,,TEN,W 35-6,,6,3,41,13.67,0,50.0%,6.83,0,0,0.0,,
31,2007,2007-12-02,12,24.199,CIN,@,PIT,L 10-24,,5,2,31,15.50,0,40.0%,6.20,0,0,0.0,,
32,2007,2007-12-09,13,24.206,CIN,,STL,W 19-10,,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,,
33,2007,2007-12-15,14,24.212,CIN,@,SFO,L 13-20,*,4,1,52,52.00,1,25.0%,13.00,1,6,0.0,,
34,2007,2007-12-23,15,24.220,CIN,,CLE,W 19-14,*,1,0,0,,0,0.0%,0.00,0,0,0.0,,
35,2007,2007-12-30,16,24.227,CIN,@,MIA,W 38-25,,3,2,23,11.50,0,66.7%,7.67,0,0,0.0,,
36,2008,2008-10-05,5,25.141,CIN,@,DAL,L 22-31,,,,,,,0.0%,,,,,,
37,2008,2008-10-12,6,25.148,CIN,@,NYJ,L 14-26,,4,1,13,13.00,0,25.0%,3.25,0,0,0.0,0,0
38,2008,2008-10-19,7,25.155,CIN,,PIT,L 10-38,,7,3,44,14.67,0,42.9%,6.29,0,0,0.0,0,0
39,2008,2008-10-26,8,25.162,CIN,@,HOU,L 6-35,*,3,1,3,3.00,0,33.3%,1.00,0,0,0.0,0,0
40,2008,2008-11-02,9,25.169,CIN,,JAX,W 21-19,,4,2,14,7.00,0,50.0%,3.50,0,0,0.0,0,0
41,2008,2008-11-16,10,25.183,CIN,,PHI,T 13-13,,5,1,8,8.00,0,20.0%,1.60,0,0,0.0,0,0
42,2008,2008-11-20,11,25.187,CIN,@,PIT,L 10-27,,2,2,25,12.50,0,100.0%,12.50,0,0,0.0,0,0
43,2008,2008-11-30,12,25.197,CIN,,BAL,L 3-34,,4,,,,,0.0%,,,,,,
44,2008,2008-12-07,13,25.204,CIN,@,IND,L 3-35,,6,2,20,10.00,0,33.3%,3.33,0,0,0.0,1,0
45,2008,2008-12-14,14,25.211,CIN,,WAS,W 20-13,,6,4,54,13.50,1,66.7%,9.00,1,6,0.0,0,0
46,2008,2008-12-21,15,25.218,CIN,@,CLE,W 14-0,,1,1,20,20.00,1,100.0%,20.00,1,6,0.0,0,0
47,2008,2008-12-28,16,25.225,CIN,,KAN,W 16-6,,4,2,19,9.50,0,50.0%,4.75,0,0,0.0,0,0
48,2009,2009-09-13,1,26.119,CIN,,DEN,L 7-12,,2,1,18,18.00,0,50.0%,9.00,0,0,0.0,0,0
49,2009,2009-09-20,2,26.126,CIN,@,GNB,W 31-24,,3,1,5,5.00,1,33.3%,1.67,1,6,0.0,0,0
50,2009,2009-09-27,3,26.133,CIN,,PIT,W 23-20,,3,1,19,19.00,0,33.3%,6.33,0,0,0.0,0,0
51,2009,2009-10-04,4,26.140,CIN,@,CLE,W 23-20,,3,2,36,18.00,0,66.7%,12.00,0,0,0.0,0,0
52,2009,2009-10-11,5,26.147,CIN,@,BAL,W 17-14,,5,3,92,30.67,0,60.0%,18.40,0,0,0.0,0,0
53,2009,2009-10-18,6,26.154,CIN,,HOU,L 17-28,,3,1,20,20.00,0,33.3%,6.67,0,0,0.0,0,0
54,2009,2009-10-25,7,26.161,CIN,,CHI,W 45-10,,3,2,26,13.00,1,66.7%,8.67,1,6,0.0,0,0
55,2009,2009-11-08,8,26.175,CIN,,BAL,W 17-7,,1,1,20,20.00,0,100.0%,20.00,0,0,0.0,0,0
