ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1984,1984-09-03,1,25.222,RAM,,DAL,L 13-20,,,,,,,
2,1984,1984-09-09,2,25.228,RAM,,CLE,W 20-17,,,,,,,
3,1984,1984-09-16,3,25.235,RAM,@,PIT,L 14-24,,,,,,,
4,1984,1984-09-23,4,25.242,RAM,@,CIN,W 24-14,,,,,,,
5,1984,1984-09-30,5,25.249,RAM,,NYG,W 33-12,,,,,,,
6,1984,1984-10-07,6,25.256,RAM,,ATL,L 28-30,,,,,,,
7,1984,1984-10-14,7,25.263,RAM,@,NOR,W 28-10,,,,,,,
8,1984,1984-10-22,8,25.271,RAM,@,ATL,W 24-10,,,,,,,
9,1984,1984-10-28,9,25.277,RAM,,SFO,L 0-33,,,,,,,
10,1984,1984-11-04,10,25.284,RAM,@,STL,W 16-13,,,,,,,
11,1984,1984-11-11,11,25.291,RAM,,CHI,W 29-13,,,,,,,
12,1984,1984-11-18,12,25.298,RAM,@,GNB,L 6-31,,,,,,,
13,1984,1984-11-25,13,25.305,RAM,@,TAM,W 34-33,,,,,,,
14,1984,1984-12-02,14,25.312,RAM,,NOR,W 34-21,,,,,,,
15,1984,1984-12-09,15,25.319,RAM,,HOU,W 27-16,,,,,,,
16,1984,1984-12-14,16,25.324,RAM,@,SFO,L 16-19,,,,,,,
17,1985,1985-09-22,3,26.240,SDG,@,CIN,W 44-41,,,,,,,
18,1985,1985-09-29,4,26.247,SDG,,CLE,L 7-21,,,,,,,
19,1985,1985-10-13,6,26.261,ATL,@,SEA,L 26-30,,,,,,,
20,1985,1985-10-20,7,26.268,ATL,,NOR,W 31-24,,,,,,,
21,1985,1985-10-27,8,26.275,ATL,@,DAL,L 10-24,,,,,,,
22,1985,1985-11-03,9,26.282,ATL,,WAS,L 10-44,,,,,,,
23,1985,1985-11-10,10,26.289,ATL,@,PHI,L 17-23,,,,,,,
24,1985,1985-11-17,11,26.296,ATL,,RAM,W 30-14,,,,,,,
25,1985,1985-11-24,12,26.303,ATL,@,CHI,L 0-36,,,,,,,
26,1985,1985-12-01,13,26.310,ATL,,RAI,L 24-34,,,,,,,
27,1985,1985-12-08,14,26.317,ATL,@,KAN,L 10-38,,,,,,,
28,1985,1985-12-15,15,26.324,ATL,,MIN,W 14-13,,,,,,,
29,1985,1985-12-22,16,26.331,ATL,@,NOR,W 16-10,,,,,,,
30,1986,1986-09-07,1,27.225,ATL,@,NOR,W 31-10,0,0,,0,,,
31,1986,1986-09-14,2,27.232,ATL,,STL,W 33-13,0,0,,0,,,
32,1986,1986-09-21,3,27.239,ATL,@,DAL,W 37-35,0,0,,0,,,
33,1986,1986-09-28,4,27.246,ATL,@,TAM,W 23-20,1,20,20.00,0,0,0,0
34,1986,1986-10-05,5,27.253,ATL,,PHI,L 0-16,0,0,,0,,,
35,1986,1986-10-12,6,27.260,ATL,,RAM,W 26-14,0,0,,0,,,
36,1986,1986-10-19,7,27.267,ATL,,SFO,T 10-10,0,0,,0,,,
37,1986,1986-10-26,8,27.274,ATL,@,RAM,L 7-14,0,0,,0,1,6,0
38,1986,1986-11-02,9,27.281,ATL,@,NWE,L 17-25,0,0,,0,,,
39,1986,1986-11-09,10,27.288,ATL,,NYJ,L 14-28,0,0,,0,,,
40,1986,1986-11-16,11,27.295,ATL,,CHI,L 10-13,0,0,,0,,,
41,1986,1986-11-23,12,27.302,ATL,@,SFO,L 0-20,0,0,,0,,,
42,1986,1986-12-07,14,27.316,ATL,,IND,L 23-28,0,0,,0,,,
43,1986,1986-12-14,15,27.323,ATL,,NOR,L 9-14,0,0,,0,1,29,0
44,1986,1986-12-21,16,27.330,ATL,@,DET,W 20-6,0,0,,0,,,
45,1987,1987-09-13,1,28.231,ATL,@,TAM,L 10-48,0,0,,0,,,
46,1987,1987-09-20,2,28.238,ATL,,WAS,W 21-20,1,18,18.00,0,0,0,0
47,1987,1987-10-25,6,28.273,ATL,@,HOU,L 33-37,0,0,,0,,,
48,1987,1987-11-01,7,28.280,ATL,,NOR,L 0-38,0,0,,0,,,
49,1987,1987-11-08,8,28.287,ATL,@,CLE,L 3-38,0,0,,0,,,
50,1987,1987-11-15,9,28.294,ATL,,CIN,L 10-16,0,0,,0,,,
51,1987,1987-11-22,10,28.301,ATL,@,MIN,L 13-24,0,0,,0,,,
52,1987,1987-11-29,11,28.308,ATL,,STL,L 21-34,0,0,,0,1,40,0
53,1987,1987-12-06,12,28.315,ATL,@,DAL,W 21-10,0,0,,0,,,
54,1987,1987-12-13,13,28.322,ATL,@,RAM,L 0-33,0,0,,0,,,
55,1987,1987-12-20,14,28.329,ATL,@,SFO,L 7-35,0,0,,0,,,
56,1987,1987-12-27,15,28.336,ATL,,DET,L 13-30,0,0,,0,1,0,0
57,1988,1988-09-04,1,29.223,ATL,@,DET,L 17-31,,,,,,,
58,1988,1988-09-11,2,29.230,ATL,,NOR,L 21-29,,,,,,,
59,1988,1988-09-18,3,29.237,ATL,@,SFO,W 34-17,,,,,,,
60,1988,1988-09-25,4,29.244,ATL,@,DAL,L 20-26,,,,,,,
61,1988,1988-10-02,5,29.251,ATL,,SEA,L 20-31,,,,,,,
62,1988,1988-10-09,6,29.258,ATL,,RAM,L 0-33,,,,,,,
