ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1997,1997-10-12,6,23.281,IND,@,PIT,L 22-24,,,,,,,,,
2,1997,1997-10-20,7,23.289,IND,,BUF,L 6-9,,,,,,,,,
3,1997,1997-10-26,8,23.295,IND,@,SDG,L 19-35,,,,,,,,,
4,1997,1997-11-02,9,23.302,IND,,TAM,L 28-31,,,,,,,,,
5,1997,1997-11-09,10,23.309,IND,,CIN,L 13-28,,,,,,,,,
6,1997,1997-11-16,11,23.316,IND,,GNB,W 41-38,,,,,,,,,
7,1997,1997-11-23,12,23.323,IND,@,DET,L 10-32,,,,,,,,,
8,1997,1997-11-30,13,23.330,IND,@,NWE,L 17-20,,,,,,,,,
9,1997,1997-12-07,14,23.337,IND,@,NYJ,W 22-14,,,,,,,,,
10,1997,1997-12-14,15,23.344,IND,,MIA,W 41-0,,,,,,,,,
11,1997,1997-12-21,16,23.351,IND,@,MIN,L 28-39,,,,,,,,,
12,2000,2000-10-08,6,26.278,BAL,@,JAX,W 15-10,,,,,,,,,
13,2000,2000-10-29,9,26.299,BAL,,PIT,L 6-9,,,,,,,,,
14,2001,2001-09-09,1,27.248,CHI,@,BAL,L 6-17,,,,,,,,,
15,2001,2001-09-23,2,27.262,CHI,,MIN,W 17-10,,,,,,,,,
16,2001,2001-10-07,3,27.276,CHI,@,ATL,W 31-3,,,,,,,,,
17,2001,2001-10-14,4,27.283,CHI,,ARI,W 20-13,,,,,,,,,
18,2001,2001-10-21,5,27.290,CHI,@,CIN,W 24-0,,,,,,,,,
19,2001,2001-10-28,6,27.297,CHI,,SFO,W 37-31,,,,,,,,,
20,2001,2001-11-04,7,27.304,CHI,,CLE,W 27-21,,,,,,,,,
21,2001,2001-11-11,8,27.311,CHI,,GNB,L 12-20,,,,,,,,,
22,2001,2001-11-18,9,27.318,CHI,@,TAM,W 27-24,,,,,,,,,
23,2001,2001-11-25,10,27.325,CHI,@,MIN,W 13-6,,,,,,,,,
24,2001,2001-12-02,11,27.332,CHI,,DET,W 13-10,,1,1,1.00,0,0.0,0,0,0
