ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
21,1977,1977-10-23,6,28.204,NOR,@,STL,L 31-49,*,16,35,45.71,285,3,2,78.9,0,0,8.14,7.29,0,0,,0,0,0,0,0,,0
22,1977,1977-10-30,7,28.211,NOR,,RAM,W 27-26,*,8,18,44.44,97,0,0,61.6,0,0,5.39,5.39,1,-1,-1.00,0,0,0,0,0,,0
23,1977,1977-11-06,8,28.218,NOR,@,PHI,L 7-28,*,4,8,50.00,52,0,2,31.2,0,0,6.50,-4.75,1,9,9.00,0,0,0,0,0,,0
24,1977,1977-12-11,13,28.253,NOR,,TAM,L 14-33,,4,12,33.33,36,0,3,2.8,0,0,3.00,-8.25,0,0,,0,0,0,0,0,,0
25,1977,1977-12-18,14,28.260,NOR,@,ATL,L 7-35,,4,9,44.44,46,0,1,20.8,0,0,5.11,0.11,2,3,1.50,0,0,0,3,95,31.67,0
26,1978,1978-11-12,11,29.224,NOR,,ATL,L 17-20,,3,5,60.00,36,0,0,82.1,0,0,7.20,7.20,1,0,0.00,0,0,0,0,0,,0
27,1979,1979-11-25,13,30.237,NOR,@,ATL,W 37-6,,2,2,100.00,12,0,0,91.7,0,0,6.00,6.00,0,0,,0,0,0,0,0,,0
28,1980,1980-11-09,10,31.221,NOR,,PHI,L 21-34,,3,8,37.50,64,0,1,27.1,0,0,8.00,2.38,0,0,,0,0,0,0,0,,0
29,1980,1980-11-16,11,31.228,NOR,@,ATL,L 13-31,,10,16,62.50,103,1,0,101.8,0,0,6.44,7.69,0,0,,0,0,0,0,0,,0
30,1980,1980-11-24,12,31.236,NOR,,RAM,L 7-27,,3,9,33.33,33,1,0,82.2,0,0,3.67,5.89,0,0,,0,0,0,0,0,,0
31,1981,1981-09-06,1,32.157,NOR,@,ATL,L 0-27,,8,12,66.67,71,0,1,47.6,0,0,5.92,2.17,0,0,,0,0,0,0,0,,0
32,1981,1981-09-13,2,32.164,NOR,,RAM,W 23-17,,4,15,26.67,90,1,3,34.7,1,12,6.00,-1.67,3,-4,-1.33,0,0,0,0,0,,0
33,1981,1981-09-20,3,32.171,NOR,@,NYG,L 7-20,*,5,15,33.33,61,0,1,19.0,2,25,4.07,1.07,0,0,,0,0,0,0,0,,0
34,1981,1981-10-04,5,32.185,NOR,,PIT,L 6-20,,3,4,75.00,23,0,0,88.5,4,35,5.75,5.75,0,0,,0,0,0,0,0,,0
