ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-09-20,1,23.107,SDG,,BAL,L 14-16
2,1970,1970-09-27,2,23.114,SDG,,OAK,T 27-27
3,1970,1970-10-04,3,23.121,SDG,@,RAM,L 10-37
4,1970,1970-10-12,4,23.129,SDG,,GNB,L 20-22
5,1970,1970-10-18,5,23.135,SDG,@,CHI,W 20-7
6,1970,1970-10-25,6,23.142,SDG,,HOU,T 31-31
7,1970,1970-11-01,7,23.149,SDG,@,CLE,W 27-10
8,1970,1970-11-08,8,23.156,SDG,,DEN,W 24-21
9,1970,1970-11-15,9,23.163,SDG,@,BOS,W 16-14
10,1970,1970-11-22,10,23.170,SDG,@,OAK,L 17-20
11,1970,1970-11-29,11,23.177,SDG,@,KAN,L 14-26
12,1970,1970-12-06,12,23.184,SDG,,CIN,L 14-17
13,1970,1970-12-13,13,23.191,SDG,@,DEN,T 17-17
14,1970,1970-12-20,14,23.198,SDG,,KAN,W 31-13
15,1971,1971-09-19,1,24.106,HOU,@,CLE,L 0-31
16,1971,1971-09-26,2,24.113,HOU,,KAN,L 16-20
17,1971,1971-10-03,3,24.120,HOU,,NOR,T 13-13
18,1971,1971-10-10,4,24.127,HOU,@,WAS,L 13-22
19,1971,1971-10-17,5,24.134,HOU,,DET,L 7-31
20,1971,1971-10-24,6,24.141,HOU,@,PIT,L 16-23
21,1971,1971-10-31,7,24.148,HOU,,CIN,W 10-6
22,1971,1971-11-07,8,24.155,HOU,@,NWE,L 20-28
23,1971,1971-11-14,9,24.162,HOU,@,OAK,L 21-41
24,1971,1971-11-21,10,24.169,HOU,@,CIN,L 13-28
25,1971,1971-11-28,11,24.176,HOU,,CLE,L 24-37
26,1971,1971-12-05,12,24.183,HOU,,PIT,W 29-3
27,1971,1971-12-12,13,24.190,HOU,@,BUF,W 20-14
28,1971,1971-12-19,14,24.197,HOU,,SDG,W 49-33
29,1972,1972-09-17,1,25.104,HOU,@,DEN,L 17-30
