ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1975,1975-09-21,1,23.280,NOR,@,WAS,L 3-41,1,13,13.00,0,0,0,,0,0,0
2,1975,1975-10-05,3,23.294,NOR,@,ATL,L 7-14,1,44,44.00,0,1,3,3.00,0,0,0
3,1975,1975-10-12,4,23.301,NOR,,GNB,W 20-19,2,32,16.00,0,0,0,,0,0,0
4,1975,1975-10-19,5,23.308,NOR,@,SFO,L 21-35,,,,,,,,,,
5,1975,1975-10-26,6,23.315,NOR,@,RAM,L 14-38,3,17,5.67,1,0,0,,0,1,6
6,1975,1975-11-02,7,23.322,NOR,,ATL,W 23-7,4,159,39.75,1,1,5,5.00,0,1,6
7,1975,1975-11-09,8,23.329,NOR,@,OAK,L 10-48,,,,,,,,,,
8,1975,1975-11-16,9,23.336,NOR,,MIN,L 7-20,1,5,5.00,0,0,0,,0,0,0
9,1975,1975-11-23,10,23.343,NOR,,SFO,L 6-16,2,12,6.00,0,0,0,,0,0,0
10,1975,1975-11-30,11,23.350,NOR,@,CLE,L 16-17,,,,,,,,,,
11,1975,1975-12-07,12,23.357,NOR,,RAM,L 7-14,,,,,,,,,,
12,1975,1975-12-14,13,23.364,NOR,@,NYG,L 14-28,,,,,,,,,,
13,1975,1975-12-21,14,24.006,NOR,,CHI,L 17-42,2,23,11.50,0,0,0,,0,0,0
14,1976,1976-09-12,1,24.272,NOR,,MIN,L 9-40,,,,,,,,,,
15,1976,1976-09-19,2,24.279,NOR,,DAL,L 6-24,1,5,5.00,0,0,0,,0,0,0
16,1976,1976-09-26,3,24.286,NOR,@,KAN,W 27-17,,,,,,,,,,
17,1976,1976-10-03,4,24.293,NOR,,HOU,L 26-31,0,0,,0,1,3,3.00,0,0,0
18,1976,1976-10-10,5,24.300,NOR,,ATL,W 30-0,2,29,14.50,0,0,0,,0,0,0
19,1976,1976-10-17,6,24.307,NOR,@,SFO,L 3-33,3,31,10.33,0,2,-7,-3.50,0,0,0
20,1976,1976-10-24,7,24.314,NOR,,RAM,L 10-16,,,,,,,,,,
21,1976,1976-10-31,8,24.321,NOR,@,ATL,L 20-23,3,47,15.67,1,0,0,,0,1,6
22,1976,1976-11-07,9,24.328,NOR,@,GNB,L 27-32,4,77,19.25,0,0,0,,0,0,0
23,1976,1976-11-14,10,24.335,NOR,,DET,W 17-16,2,81,40.50,1,0,0,,0,1,6
24,1976,1976-11-21,11,24.342,NOR,@,SEA,W 51-27,3,27,9.00,0,0,0,,0,0,0
25,1976,1976-11-28,12,24.349,NOR,@,RAM,L 14-33,,,,,,,,,,
26,1976,1976-12-05,13,24.356,NOR,@,NWE,L 6-27,,,,,,,,,,
27,1976,1976-12-12,14,24.363,NOR,,SFO,L 7-27,,,,,,,,,,
28,1977,1977-09-25,2,25.284,NOR,@,DET,L 19-23,1,13,13.00,0,0,0,,0,0,0
29,1978,1978-12-04,14,26.354,SDG,,CHI,W 40-7,3,59,19.67,2,0,0,,0,2,12
30,1978,1978-12-10,15,26.360,SDG,,SEA,W 37-10,2,68,34.00,1,0,0,,0,1,6
31,1978,1978-12-17,16,27.002,SDG,@,HOU,W 45-24,,,,,,,,,,
32,1979,1979-09-02,1,27.261,SDG,@,SEA,W 33-16,,,,,,,,,,
33,1979,1979-09-09,2,27.268,SDG,,OAK,W 30-10,,,,,,,,,,
34,1979,1979-09-30,5,27.289,SDG,,SFO,W 31-9,,,,,,,,,,
35,1979,1979-10-07,6,27.296,SDG,@,DEN,L 0-7,,,,,,,,,,
36,1979,1979-10-14,7,27.303,SDG,,SEA,W 20-10,,,,,,,,,,
37,1979,1979-10-21,8,27.310,SDG,@,RAM,W 40-16,1,9,9.00,0,0,0,,0,0,0
38,1979,1979-10-25,9,27.314,SDG,@,OAK,L 22-45,1,23,23.00,0,0,0,,0,0,0
39,1979,1979-11-04,10,27.324,SDG,@,KAN,W 20-14,,,,,,,,,,
40,1979,1979-11-11,11,27.331,SDG,@,CIN,W 26-24,,,,,,,,,,
41,1979,1979-11-25,13,27.345,SDG,,KAN,W 28-7,,,,,,,,,,
42,1979,1979-12-09,15,27.359,SDG,@,NOR,W 35-0,,,,,,,,,,
43,1979,1979-12-17,16,28.002,SDG,,DEN,W 17-7,2,30,15.00,0,0,0,,0,0,0
