ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1990,1990-10-28,8,24.177,TAM,@,SDG,L 10-41,,,,
2,1990,1990-11-04,9,24.184,TAM,,CHI,L 6-26,,,,
3,1990,1990-11-11,10,24.191,TAM,@,NOR,L 7-35,,,,
4,1990,1990-11-18,11,24.198,TAM,@,SFO,L 7-31,,,,
5,1990,1990-11-25,12,24.205,TAM,@,GNB,L 10-20,,,,
6,1990,1990-12-02,13,24.212,TAM,,ATL,W 23-17,,,,
7,1990,1990-12-16,14,24.226,TAM,,MIN,W 26-13,,,,
8,1991,1991-09-01,1,25.120,TAM,@,NYJ,L 13-16,0,0,,0
9,1991,1991-09-08,2,25.127,TAM,,CHI,L 20-21,0,0,,0
10,1991,1991-09-15,3,25.134,TAM,@,GNB,L 13-15,0,0,,0
11,1991,1991-09-22,4,25.141,TAM,,BUF,L 10-17,4,55,13.75,0
12,1991,1991-09-29,5,25.148,TAM,@,DET,L 3-31,0,0,,0
13,1991,1991-12-22,16,25.232,TAM,,IND,W 17-3,0,0,,0
