ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1990,1990-11-11,9,24.069,MIN,@,DET,W 17-7,,,,
2,1990,1990-11-18,10,24.076,MIN,@,SEA,W 24-21,,,,
3,1990,1990-11-25,11,24.083,MIN,,CHI,W 41-13,,,,
4,1990,1990-12-02,12,24.090,MIN,,GNB,W 23-7,,,,
5,1990,1990-12-09,13,24.097,MIN,@,NYG,L 15-23,,,,
6,1990,1990-12-16,14,24.104,MIN,@,TAM,L 13-26,,,,
7,1990,1990-12-22,15,24.110,MIN,,RAI,L 24-28,,,,
8,1990,1990-12-30,16,24.118,MIN,,SFO,L 17-20,,,,
9,1991,1991-09-01,1,24.363,MIN,@,CHI,L 6-10,0,0,,0
10,1991,1991-09-08,2,25.005,MIN,@,ATL,W 20-19,1,22,22.00,0
11,1991,1991-09-15,3,25.012,MIN,,SFO,W 17-14,0,0,,0
12,1991,1991-09-22,4,25.019,MIN,@,NOR,L 0-26,0,0,,0
13,1991,1991-09-29,5,25.026,MIN,,DEN,L 6-13,0,0,,0
14,1991,1991-10-06,6,25.033,MIN,@,DET,L 20-24,0,0,,0
15,1991,1991-10-13,7,25.040,MIN,,PHO,W 34-7,0,0,,0
16,1991,1991-10-20,8,25.047,MIN,@,NWE,L 23-26,1,14,14.00,0
17,1991,1991-10-27,9,25.054,MIN,@,PHO,W 28-0,0,0,,0
18,1991,1991-11-03,10,25.061,MIN,,TAM,W 28-13,0,0,,0
19,1991,1991-11-11,11,25.069,MIN,,CHI,L 17-34,1,21,21.00,0
20,1991,1991-11-17,12,25.075,MIN,@,GNB,W 35-21,0,0,,0
21,1991,1991-11-24,13,25.082,MIN,,DET,L 14-34,1,16,16.00,0
22,1991,1991-12-08,14,25.096,MIN,@,TAM,W 26-24,1,26,26.00,0
23,1991,1991-12-15,15,25.103,MIN,,RAM,W 20-14,0,0,,0
24,1991,1991-12-21,16,25.109,MIN,,GNB,L 7-27,0,0,,0
25,1992,1992-12-20,15,26.108,WAS,@,PHI,L 13-17,,,,
26,1993,1993-09-06,1,27.003,WAS,,DAL,W 35-16,,,,
27,1993,1993-09-12,2,27.009,WAS,,PHO,L 10-17,,,,
28,1993,1993-09-19,3,27.016,WAS,@,PHI,L 31-34,,,,
29,1993,1993-10-04,4,27.031,WAS,@,MIA,L 10-17,,,,
30,1993,1993-10-10,5,27.037,WAS,,NYG,L 7-41,,,,
31,1993,1993-10-17,6,27.044,WAS,@,PHO,L 6-36,,,,
32,1993,1993-11-01,7,27.059,WAS,@,BUF,L 10-24,,,,
33,1993,1993-11-07,8,27.065,WAS,,IND,W 30-24,,,,
34,1993,1993-11-14,9,27.072,WAS,@,NYG,L 6-20,,,,
35,1993,1993-11-21,10,27.079,WAS,@,RAM,L 6-10,,,,
36,1993,1993-11-28,11,27.086,WAS,,PHI,L 14-17,,,,
37,1994,1994-09-04,1,28.001,WAS,,SEA,L 7-28,,,,
38,1994,1994-09-11,2,28.008,WAS,@,NOR,W 38-24,,,,
39,1994,1994-09-18,3,28.015,WAS,@,NYG,L 23-31,,,,
40,1994,1994-09-25,4,28.022,WAS,,ATL,L 20-27,,,,
41,1994,1994-10-02,5,28.029,WAS,,DAL,L 7-34,,,,
42,1994,1994-10-09,6,28.036,WAS,@,PHI,L 17-21,,,,
43,1994,1994-10-16,7,28.043,WAS,,ARI,L 16-19,,,,
44,1994,1994-10-23,8,28.050,WAS,@,IND,W 41-27,,,,
45,1994,1994-10-30,9,28.057,WAS,,PHI,L 29-31,,,,
46,1994,1994-11-06,10,28.064,WAS,,SFO,L 22-37,,,,
47,1994,1994-11-20,11,28.078,WAS,@,DAL,L 7-31,,,,
48,1994,1994-11-27,12,28.085,WAS,,NYG,L 19-21,,,,
49,1994,1994-12-04,13,28.092,WAS,@,TAM,L 21-26,,,,
50,1994,1994-12-11,14,28.099,WAS,@,ARI,L 15-17,,,,
51,1994,1994-12-18,15,28.106,WAS,,TAM,L 14-17,,,,
52,1994,1994-12-24,16,28.112,WAS,@,RAM,W 24-21,,,,
53,1995,1995-09-03,1,29.000,CHI,,MIN,W 31-14,,,,
54,1995,1995-09-11,2,29.008,CHI,,GNB,L 24-27,,,,
55,1995,1995-09-17,3,29.014,CHI,@,TAM,W 25-6,,,,
56,1995,1995-09-24,4,29.021,CHI,@,STL,L 28-34,,,,
57,1995,1995-11-26,12,29.084,CHI,@,NYG,W 27-24,,,,
58,1995,1995-12-04,13,29.092,CHI,@,DET,L 7-27,,,,
59,1995,1995-12-10,14,29.098,CHI,@,CIN,L 10-16,,,,
60,1995,1995-12-17,15,29.105,CHI,,TAM,W 31-10,,,,
61,1995,1995-12-24,16,29.112,CHI,,PHI,W 20-14,,,,
