ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1961,1961-09-09,1,22.066,OAK,@,HOU,L 0-55,0,0,,0,1,15,15.00,0,0,0
2,1961,1961-09-17,2,22.074,OAK,@,SDG,L 0-44,2,23,11.50,0,0,0,,0,0,0
3,1961,1961-09-24,3,22.081,OAK,,DTX,L 35-42,1,28,28.00,1,0,0,,0,1,6
4,1961,1961-10-01,4,22.088,OAK,,DEN,W 33-19,2,26,13.00,1,0,0,,0,1,6
5,1961,1961-10-15,5,22.102,OAK,@,DEN,L 24-27,1,46,46.00,0,0,0,,0,0,0
6,1961,1961-10-22,6,22.109,OAK,,SDG,L 10-41,2,32,16.00,1,0,0,,0,1,6
7,1961,1961-10-29,7,22.116,OAK,,NYT,L 6-14,1,3,3.00,0,0,0,,0,0,0
8,1961,1961-11-05,8,22.123,OAK,@,BUF,W 31-22,2,13,6.50,0,0,0,,0,0,0
9,1961,1961-11-17,10,22.135,OAK,@,BOS,L 17-20,2,32,16.00,0,0,0,,0,0,0
10,1961,1961-11-26,11,22.144,OAK,@,DTX,L 11-43,4,54,13.50,0,0,0,,0,0,0
11,1961,1961-12-03,12,22.151,OAK,,BUF,L 21-26,5,73,14.60,0,0,0,,0,0,0
12,1961,1961-12-09,13,22.157,OAK,,BOS,L 21-35,5,63,12.60,1,0,0,,0,1,6
13,1961,1961-12-17,14,22.165,OAK,,HOU,L 16-47,5,42,8.40,0,0,0,,0,0,0
