ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2015,2015-09-13,1,24.298,SDG,,DET,W 33-28,,3,4,75.0,2,2,100.0,0,9
2,2015,2015-09-20,2,24.305,SDG,@,CIN,L 19-24,,1,1,100.0,2,3,66.7,0,7
3,2015,2015-09-27,3,24.312,SDG,@,MIN,L 14-31,,2,2,100.0,,,,0,2
4,2015,2015-10-04,4,24.319,SDG,,CLE,W 30-27,,3,3,100.0,3,3,100.0,0,12
5,2015,2015-10-12,5,24.327,SDG,,PIT,L 20-24,,2,2,100.0,2,3,66.7,0,8
6,2015,2015-10-18,6,24.333,SDG,@,GNB,L 20-27,,2,2,100.0,2,2,100.0,0,8
7,2015,2015-10-25,7,24.340,SDG,,OAK,L 29-37,,1,1,100.0,2,2,100.0,0,7
8,2015,2015-11-01,8,24.347,SDG,@,BAL,L 26-29,,2,3,66.7,2,2,100.0,0,8
9,2015,2015-11-09,9,24.355,SDG,,CHI,L 19-22,,1,2,50.0,2,2,100.0,0,7
10,2015,2015-11-22,10,25.003,SDG,,KAN,L 3-33,,,,,1,1,100.0,0,3
11,2015,2015-11-29,11,25.010,SDG,@,JAX,W 31-25,,4,4,100.0,1,1,100.0,0,7
12,2015,2015-12-06,12,25.017,SDG,,DEN,L 3-17,,,,,1,2,50.0,0,3
13,2015,2015-12-13,13,25.024,SDG,@,KAN,L 3-10,,,,,1,2,50.0,0,3
14,2015,2015-12-20,14,25.031,SDG,,MIA,W 30-14,,3,4,75.0,1,2,50.0,0,6
15,2015,2015-12-24,15,25.035,SDG,@,OAK,L 20-23,,2,2,100.0,2,3,66.7,0,8
16,2015,2016-01-03,16,25.045,SDG,@,DEN,L 20-27,,2,2,100.0,2,2,100.0,0,8
17,2016,2016-09-11,1,25.297,SDG,@,KAN,L 27-33,,3,3,100.0,2,3,66.7,0,9
18,2016,2016-09-18,2,25.304,SDG,,JAX,W 38-14,,5,5,100.0,1,1,100.0,0,8
19,2016,2016-09-25,3,25.311,SDG,@,IND,L 22-26,,1,2,50.0,3,3,100.0,0,10
20,2016,2016-10-02,4,25.318,SDG,,NOR,L 34-35,,4,4,100.0,2,2,100.0,0,10
21,2016,2016-10-09,5,25.325,SDG,@,OAK,L 31-34,,4,4,100.0,1,1,100.0,0,7
22,2016,2016-10-13,6,25.329,SDG,,DEN,W 21-13,,1,1,100.0,4,4,100.0,0,13
23,2016,2016-10-23,7,25.339,SDG,@,ATL,W 33-30,,3,3,100.0,4,4,100.0,0,15
24,2016,2016-10-30,8,25.346,SDG,@,DEN,L 19-27,,1,2,50.0,,1,0.0,0,1
25,2016,2016-11-06,9,25.353,SDG,,TEN,W 43-35,,4,5,80.0,3,3,100.0,0,13
26,2016,2016-11-13,10,25.360,SDG,,MIA,L 24-31,,3,3,100.0,1,1,100.0,0,6
27,2016,2016-11-27,11,26.008,SDG,@,HOU,W 21-13,,3,3,100.0,,1,0.0,0,3
28,2016,2016-12-04,12,26.015,SDG,,TAM,L 21-28,,3,3,100.0,,1,0.0,0,3
29,2016,2016-12-11,13,26.022,SDG,@,CAR,L 16-28,,1,1,100.0,1,1,100.0,0,4
30,2016,2016-12-18,14,26.029,SDG,,OAK,L 16-19,,1,2,50.0,1,1,100.0,0,4
31,2016,2016-12-24,15,26.035,SDG,@,CLE,L 17-20,,2,2,100.0,1,3,33.3,0,5
32,2016,2017-01-01,16,26.043,SDG,,KAN,L 27-37,,3,3,100.0,2,2,100.0,0,9
33,2017,2017-10-22,7,26.337,JAX,@,IND,W 27-0,,3,3,100.0,2,2,100.0,0,9
34,2017,2017-11-05,8,26.351,JAX,,CIN,W 23-7,,2,2,100.0,3,3,100.0,0,11
35,2017,2017-11-12,9,26.358,JAX,,LAC,W 20-17,,,1,0.0,2,2,100.0,0,6
36,2017,2017-11-19,10,27.000,JAX,@,CLE,W 19-7,,1,1,100.0,2,3,66.7,0,7
37,2017,2017-11-26,11,27.007,JAX,@,ARI,L 24-27,,3,3,100.0,1,1,100.0,0,6
38,2017,2017-12-03,12,27.014,JAX,,IND,W 30-10,,1,1,100.0,3,3,100.0,0,10
39,2017,2017-12-10,13,27.021,JAX,,SEA,W 30-24,,3,3,100.0,3,3,100.0,0,12
40,2017,2017-12-17,14,27.028,JAX,,HOU,W 45-7,,6,6,100.0,1,1,100.0,0,9
41,2017,2017-12-24,15,27.035,JAX,@,SFO,L 33-44,,2,3,66.7,1,1,100.0,0,5
42,2017,2017-12-31,16,27.042,JAX,@,TEN,L 10-15,,1,1,100.0,1,1,100.0,0,4
43,2018,2018-09-09,1,27.294,JAX,@,NYG,W 20-15,,2,2,100.0,2,2,100.0,0,8
44,2018,2018-09-16,2,27.301,JAX,,NWE,W 31-20,,4,4,100.0,1,1,100.0,0,7
45,2018,2018-09-23,3,27.308,JAX,,TEN,L 6-9,,,,,2,2,100.0,0,6
