ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-09-24,2,22.110,DTX,@,OAK,W 42-35,2,69,34.50,0,0,0,,0,0,0,0,0,0
2,1961,1961-10-01,3,22.117,DTX,,HOU,W 26-21,2,59,29.50,0,0,0,,0,0,0,1,0,0
3,1961,1961-10-08,4,22.124,DTX,@,DEN,W 19-12,1,29,29.00,0,0,0,,0,0,0,0,0,0
4,1961,1961-10-22,6,22.138,DTX,@,HOU,L 7-38,1,23,23.00,0,0,0,,0,0,0,0,0,0
5,1961,1961-11-03,8,22.150,DTX,@,BOS,L 21-28,1,8,8.00,0,0,0,,0,0,0,0,0,0
6,1961,1961-11-19,10,22.166,DTX,@,SDG,L 14-24,1,17,17.00,0,0,0,,0,0,0,1,0,0
7,1961,1961-11-26,11,22.173,DTX,,OAK,W 43-11,1,73,73.00,0,0,0,,0,0,0,0,0,0
8,1961,1961-12-03,12,22.180,DTX,@,NYT,L 7-28,5,133,26.60,0,0,0,,0,0,0,0,0,0
9,1961,1961-12-10,13,22.187,DTX,,DEN,W 49-21,2,42,21.00,0,0,0,,0,0,0,0,0,0
10,1961,1961-12-17,14,22.194,DTX,,NYT,W 35-24,0,0,,0,0,0,,0,1,6,1,99,1
11,1962,1962-09-08,1,23.094,DTX,,BOS,W 42-28,1,41,41.00,0,0,0,,0,0,0,0,0,0
12,1962,1962-09-23,2,23.109,DTX,@,OAK,W 26-16,1,59,59.00,0,0,0,,0,0,0,0,0,0
13,1962,1962-09-30,3,23.116,DTX,,BUF,W 41-21,1,22,22.00,0,0,0,,0,0,0,1,0,0
14,1962,1962-10-12,5,23.128,DTX,@,BOS,W 27-7,1,18,18.00,0,0,0,,0,0,0,0,0,0
15,1962,1962-10-21,6,23.137,DTX,,NYT,W 20-17,0,0,,0,0,0,,0,0,0,2,6,0
16,1962,1962-10-28,7,23.144,DTX,@,HOU,W 31-7,1,37,37.00,0,0,0,,0,0,0,0,0,0
17,1962,1962-11-04,8,23.151,DTX,,HOU,L 6-14,2,32,16.00,0,0,0,,0,0,0,0,0,0
18,1962,1962-11-11,9,23.158,DTX,@,NYT,W 52-31,2,67,33.50,0,0,0,,0,0,0,0,0,0
19,1962,1962-11-25,11,23.172,DTX,,OAK,W 35-7,2,83,41.50,0,0,0,,0,0,0,0,0,0
20,1962,1962-12-02,12,23.179,DTX,@,BUF,L 14-23,3,73,24.33,0,0,0,,0,0,0,0,0,0
21,1962,1962-12-09,13,23.186,DTX,,DEN,W 17-10,2,53,26.50,0,1,0,0.00,0,0,0,0,0,0
22,1962,1962-12-16,14,23.193,DTX,,SDG,W 26-17,2,50,25.00,0,0,0,,0,0,0,1,0,0
23,1963,1963-09-07,1,24.093,KAN,@,DEN,W 59-7,2,123,61.50,1,0,0,,0,1,6,1,0,0
24,1963,1963-09-22,2,24.108,KAN,@,BUF,T 27-27,6,148,24.67,0,0,0,,0,0,0,0,0,0
25,1963,1963-09-29,3,24.115,KAN,@,SDG,L 10-24,3,72,24.00,0,0,0,,0,0,0,0,0,0
26,1963,1963-10-06,4,24.122,KAN,,HOU,W 28-7,2,46,23.00,0,0,0,,0,0,0,0,0,0
27,1963,1963-10-13,5,24.129,KAN,,BUF,L 26-35,2,51,25.50,0,0,0,,0,0,0,0,0,0
28,1963,1963-11-03,8,24.150,KAN,@,OAK,L 7-10,2,54,27.00,0,0,0,,0,0,0,1,4,0
29,1963,1963-11-08,9,24.155,KAN,,OAK,L 7-22,3,70,23.33,0,0,0,,0,0,0,0,0,0
30,1963,1963-12-08,12,24.185,KAN,,DEN,W 52-21,0,0,,0,1,2,2.00,0,0,0,0,0,0
31,1963,1963-12-14,13,24.191,KAN,,BOS,W 35-3,0,0,,0,0,0,,0,0,0,2,2,0
32,1963,1963-12-22,14,24.199,KAN,,NYJ,W 48-0,0,0,,0,0,0,,0,0,0,1,11,0
33,1964,1964-09-13,1,25.099,KAN,@,BUF,L 17-34,1,19,19.00,0,0,0,,0,0,0,1,0,0
34,1964,1964-10-04,3,25.120,KAN,,HOU,W 28-7,2,36,18.00,0,0,0,,0,0,0,0,0,0
35,1964,1964-10-11,4,25.127,KAN,@,DEN,L 27-33,5,164,32.80,0,0,0,,0,0,0,0,0,0
36,1964,1964-10-18,5,25.134,KAN,,BUF,L 22-35,2,36,18.00,0,0,0,,0,0,0,1,7,0
37,1964,1964-10-23,6,25.139,KAN,@,BOS,L 7-24,1,17,17.00,0,0,0,,0,0,0,1,49,0
38,1964,1964-11-01,7,25.148,KAN,,DEN,W 49-39,3,88,29.33,0,0,0,,0,0,0,2,35,0
39,1964,1964-11-08,8,25.155,KAN,,OAK,W 42-7,2,36,18.00,0,0,0,,0,0,0,1,56,0
40,1964,1964-11-15,9,25.162,KAN,,SDG,L 14-28,2,42,21.00,0,0,0,,0,0,0,0,0,0
41,1964,1964-11-22,10,25.169,KAN,@,HOU,W 28-19,3,70,23.33,0,0,0,,0,0,0,0,0,0
42,1964,1964-11-29,11,25.176,KAN,@,NYJ,L 14-27,4,61,15.25,0,0,0,,0,0,0,0,0,0
43,1964,1964-12-06,12,25.183,KAN,,BOS,L 24-31,3,64,21.33,0,0,0,,0,0,0,0,0,0
44,1964,1964-12-13,13,25.190,KAN,@,SDG,W 49-6,1,19,19.00,0,0,0,,0,0,0,1,40,0
45,1964,1964-12-20,14,25.197,KAN,,NYJ,W 24-7,1,27,27.00,0,0,0,,0,0,0,0,0,0
46,1965,1965-10-16,6,26.132,OAK,@,NYJ,T 24-24,0,0,,0,0,0,,0,1,6,1,79,1
47,1965,1965-11-21,11,26.168,OAK,@,DEN,W 28-20,0,0,,0,0,0,,0,1,6,1,47,1
48,1965,1965-12-12,13,26.189,OAK,,NYJ,W 24-14,0,0,,0,0,0,,0,0,0,1,19,0
49,1965,1965-12-19,14,26.196,OAK,@,SDG,L 14-24,1,34,34.00,0,0,0,,0,0,0,0,0,0
50,1966,1966-09-02,1,27.088,OAK,@,MIA,W 23-14,0,0,,0,0,0,,0,0,0,2,40,0
51,1966,1966-11-06,9,27.153,OAK,,HOU,W 38-23,2,54,27.00,0,0,0,,0,0,0,0,0,0
52,1966,1966-11-20,11,27.167,OAK,@,DEN,W 17-3,0,0,,0,0,0,,0,0,0,1,24,0
53,1966,1966-11-24,12,27.171,OAK,,BUF,L 10-31,2,32,16.00,0,0,0,,0,0,0,0,0,0
54,1966,1966-12-03,13,27.180,OAK,,NYJ,T 28-28,2,42,21.00,0,0,0,,0,0,0,0,0,0
55,1967,1967-09-17,2,28.103,OAK,,BOS,W 35-7,0,0,,0,0,0,,0,0,0,1,22,0
56,1967,1967-10-01,3,28.117,OAK,,KAN,W 23-21,1,26,26.00,0,0,0,,0,0,0,0,0,0
57,1967,1967-10-07,4,28.123,OAK,@,NYJ,L 14-27,2,44,22.00,0,0,0,,0,0,0,0,0,0
58,1967,1967-10-15,5,28.131,OAK,@,BUF,W 24-20,3,66,22.00,0,0,0,,0,0,0,0,0,0
59,1967,1967-10-22,6,28.138,OAK,@,BOS,W 48-14,2,40,20.00,0,0,0,,0,0,0,0,0,0
60,1967,1967-10-29,7,28.145,OAK,,SDG,W 51-10,1,25,25.00,0,0,0,,0,0,0,3,41,0
61,1967,1967-11-19,9,28.166,OAK,,MIA,W 31-17,2,42,21.00,0,1,5,5.00,0,0,0,0,0,0
62,1967,1967-11-23,10,28.170,OAK,@,KAN,W 44-22,2,39,19.50,0,0,0,,0,0,0,0,0,0
63,1967,1967-12-03,11,28.180,OAK,@,SDG,W 41-21,1,22,22.00,0,0,0,,0,0,0,0,0,0
64,1967,1967-12-10,12,28.187,OAK,@,HOU,W 19-7,0,0,,0,1,4,4.00,0,0,0,0,0,0
65,1967,1967-12-17,13,28.194,OAK,,NYJ,W 38-29,2,54,27.00,0,0,0,,0,0,0,0,0,0
66,1967,1967-12-24,14,28.201,OAK,,BUF,W 28-21,3,47,15.67,0,1,2,2.00,0,0,0,0,0,0
67,1968,1968-09-21,2,29.107,OAK,@,MIA,W 47-21,0,0,,0,0,0,,0,0,0,2,45,0
68,1968,1968-09-29,3,29.115,OAK,@,HOU,W 24-15,0,0,,0,0,0,,0,1,6,2,45,1
69,1968,1968-10-06,4,29.122,OAK,,BOS,W 41-10,0,0,,0,0,0,,0,0,0,1,3,0
70,1968,1968-10-27,7,29.143,OAK,,CIN,W 31-10,0,0,,0,0,0,,0,0,0,1,0,0
71,1968,1968-11-10,9,29.157,OAK,@,DEN,W 43-7,0,0,,0,0,0,,0,0,0,1,14,0
72,1968,1968-12-08,13,29.185,OAK,,DEN,W 33-27,0,0,,0,0,0,,0,0,0,2,56,0
73,1968,1968-12-15,14,29.192,OAK,@,SDG,W 34-27,0,0,,0,0,0,,0,0,0,1,32,0
74,1969,1969-09-14,1,30.100,OAK,,HOU,W 21-17,0,0,,0,4,28,7.00,0,0,0,2,43,0
75,1969,1969-09-20,2,30.106,OAK,,MIA,W 20-17,0,0,,0,0,0,,0,1,6,1,76,1
76,1969,1969-10-26,7,30.142,OAK,@,SDG,W 24-12,0,0,,0,0,0,,0,0,0,3,13,0
77,1969,1969-11-23,11,30.170,OAK,@,KAN,W 27-24,0,0,,0,0,0,,0,0,0,2,0,0
78,1970,1970-09-20,1,31.106,OAK,@,CIN,L 21-31,,,,,,,,,,,,,
79,1970,1970-09-27,2,31.113,OAK,@,SDG,T 27-27,,,,,,,,,,,,,
80,1970,1970-10-03,3,31.119,OAK,@,MIA,L 13-20,,,,,,,,,,,,,
81,1970,1970-10-11,4,31.127,OAK,,DEN,W 35-23,,,,,,,,,,,,,
82,1970,1970-10-19,5,31.135,OAK,,WAS,W 34-20,,,,,,,,,,,,,
83,1970,1970-10-25,6,31.141,OAK,,PIT,W 31-14,,,,,,,,,,,,,
84,1970,1970-11-01,7,31.148,OAK,@,KAN,T 17-17,,,,,,,,,,,,,
85,1970,1970-11-08,8,31.155,OAK,,CLE,W 23-20,,,,,,,,,,,,,
86,1970,1970-11-15,9,31.162,OAK,@,DEN,W 24-19,,,,,,,,,,,,,
87,1970,1970-11-22,10,31.169,OAK,,SDG,W 20-17,0,0,,0,0,0,,0,0,0,1,25,0
88,1970,1970-11-26,11,31.173,OAK,@,DET,L 14-28,,,,,,,,,,,,,
89,1970,1970-12-06,12,31.183,OAK,@,NYJ,W 14-13,,,,,,,,,,,,,
90,1970,1970-12-12,13,31.189,OAK,,KAN,W 20-6,,,,,,,,,,,,,
91,1970,1970-12-20,14,31.197,OAK,,SFO,L 7-38,,,,,,,,,,,,,
