ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,23.056,BUF,,MIA,L 0-12,0,0,,0,,,,,,
2,1983,1983-09-11,2,23.063,BUF,@,CIN,W 10-6,0,0,,0,,,,,,
3,1983,1983-09-18,3,23.070,BUF,,BAL,W 28-23,0,0,,0,,,,,,
4,1983,1983-09-25,4,23.077,BUF,,HOU,W 30-13,0,0,,0,,,,,,
5,1983,1983-10-03,5,23.085,BUF,,NYJ,L 10-34,0,0,,0,0,0,1.0,0,0,0
6,1983,1983-10-09,6,23.091,BUF,@,MIA,W 38-35,0,0,,0,0,0,1.0,0,0,0
7,1983,1983-10-16,7,23.098,BUF,@,BAL,W 30-7,0,0,,0,0,0,1.0,0,0,0
8,1983,1983-10-23,8,23.105,BUF,,NWE,L 0-31,0,0,,0,,,,,,
9,1983,1983-10-30,9,23.112,BUF,,NOR,W 27-21,0,0,,0,,,,,,
10,1983,1983-11-06,10,23.119,BUF,@,NWE,L 7-21,0,0,,0,,,,,,
11,1983,1983-11-13,11,23.126,BUF,@,NYJ,W 24-17,0,0,,0,,,,,,
12,1983,1983-11-20,12,23.133,BUF,,RAI,L 24-27,0,0,,0,,,,,,
13,1983,1983-11-27,13,23.140,BUF,@,RAM,L 17-41,2,9,4.50,0,0,0,1.0,0,0,0
14,1983,1983-12-04,14,23.147,BUF,@,KAN,W 14-9,0,0,,0,,,,,,
15,1983,1983-12-11,15,23.154,BUF,,SFO,L 10-23,0,0,,0,0,0,1.0,0,0,0
16,1983,1983-12-18,16,23.161,BUF,@,ATL,L 14-31,0,0,,0,,,,,,
17,1984,1984-09-02,1,24.054,BUF,,NWE,L 17-21,0,0,,0,0,0,1.0,0,0,0
18,1984,1984-09-09,2,24.061,BUF,@,STL,L 7-37,,,,,,,,,,
19,1984,1984-09-17,3,24.069,BUF,,MIA,L 17-21,,,,,,,,,,
20,1984,1984-09-23,4,24.075,BUF,,NYJ,L 26-28,,,,,,,,,,
21,1984,1984-09-30,5,24.082,BUF,@,IND,L 17-31,,,,,,,,,,
22,1984,1984-10-07,6,24.089,BUF,,PHI,L 17-27,,,,,,,,,,
23,1984,1984-10-14,7,24.096,BUF,@,SEA,L 28-31,0,0,,0,0,0,1.0,0,0,0
24,1984,1984-10-21,8,24.103,BUF,,DEN,L 7-37,,,,,,,,,,
25,1984,1984-10-28,9,24.110,BUF,@,MIA,L 7-38,,,,,,,,,,
26,1984,1984-11-04,10,24.117,BUF,,CLE,L 10-13,0,0,,0,0,0,1.0,0,0,0
27,1984,1984-11-11,11,24.124,BUF,@,NWE,L 10-38,,,,,,,,,,
28,1984,1984-11-18,12,24.131,BUF,,DAL,W 14-3,,,,,,,,,,
29,1984,1984-11-25,13,24.138,BUF,@,WAS,L 14-41,0,0,,0,0,0,1.0,1,0,0
30,1984,1984-12-02,14,24.145,BUF,,IND,W 21-15,0,0,,0,0,0,1.0,0,0,0
31,1984,1984-12-08,15,24.151,BUF,@,NYJ,L 17-21,,,,,,,,,,
32,1984,1984-12-16,16,24.159,BUF,@,CIN,L 21-52,,,,,,,,,,
33,1985,1985-09-08,1,25.060,BUF,,SDG,L 9-14,0,0,,0,0,0,1.0,0,0,0
34,1985,1985-09-15,2,25.067,BUF,@,NYJ,L 3-42,,,,,,,,,,
35,1985,1985-09-22,3,25.074,BUF,,NWE,L 14-17,,,,,,,,,,
36,1985,1985-09-29,4,25.081,BUF,,MIN,L 20-27,,,,,,,,,,
37,1985,1985-10-06,5,25.088,BUF,@,IND,L 17-49,,,,,,,,,,
38,1985,1985-10-13,6,25.095,BUF,@,NWE,L 3-14,,,,,,,,,,
39,1985,1985-10-20,7,25.102,BUF,,IND,W 21-9,0,0,,0,0,0,1.0,0,0,0
40,1985,1985-10-27,8,25.109,BUF,@,PHI,L 17-21,,,,,,,,,,
41,1985,1985-11-03,9,25.116,BUF,,CIN,L 17-23,,,,,,,,,,
42,1985,1985-11-10,10,25.123,BUF,,HOU,W 20-0,,,,,,,,,,
43,1985,1985-11-17,11,25.130,BUF,@,CLE,L 7-17,,,,,,,,,,
44,1985,1985-11-24,12,25.137,BUF,,MIA,L 14-23,,,,,,,,,,
45,1985,1985-12-01,13,25.144,BUF,@,SDG,L 7-40,,,,,,,,,,
46,1985,1985-12-08,14,25.151,BUF,,NYJ,L 7-27,,,,,,,,,,
47,1985,1985-12-15,15,25.158,BUF,@,PIT,L 24-30,,,,,,,,,,
48,1985,1985-12-22,16,25.165,BUF,@,MIA,L 0-28,,,,,,,,,,
49,1986,1986-09-07,1,26.059,BUF,,NYJ,L 24-28,,,,,,,,,,
50,1986,1986-09-14,2,26.066,BUF,@,CIN,L 33-36,,,,,,,,,,
51,1986,1986-09-21,3,26.073,BUF,,STL,W 17-10,,,,,,,,,,
52,1986,1986-09-28,4,26.080,BUF,,KAN,L 17-20,,,,,,,,,,
53,1986,1986-10-05,5,26.087,BUF,@,NYJ,L 13-14,,,,,,,,,,
54,1986,1986-10-12,6,26.094,BUF,@,MIA,L 14-27,0,0,,0,0,0,1.0,0,0,0
55,1986,1986-10-19,7,26.101,BUF,,IND,W 24-13,,,,,,,,,,
56,1986,1986-10-26,8,26.108,BUF,,NWE,L 3-23,,,,,,,,,,
57,1986,1986-11-02,9,26.115,BUF,@,TAM,L 28-34,,,,,,,,,,
58,1986,1986-11-09,10,26.122,BUF,,PIT,W 16-12,,,,,,,,,,
59,1986,1986-11-16,11,26.129,BUF,,MIA,L 24-34,,,,,,,,,,
60,1986,1986-11-23,12,26.136,BUF,@,NWE,L 19-22,0,0,,0,0,0,2.0,0,0,0
61,1986,1986-11-30,13,26.143,BUF,@,KAN,W 17-14,,,,,,,,,,
62,1986,1986-12-07,14,26.150,BUF,,CLE,L 17-21,,,,,,,,,,
63,1986,1986-12-14,15,26.157,BUF,@,IND,L 14-24,,,,,,,,,,
64,1986,1986-12-21,16,26.164,BUF,@,HOU,L 7-16,,,,,,,,,,
65,1987,1987-09-13,1,27.065,BUF,,NYJ,L 28-31,,,,,,,,,,
66,1987,1987-09-20,2,27.072,BUF,,HOU,W 34-30,,,,,,,,,,
67,1987,1987-10-25,6,27.107,BUF,@,MIA,W 34-31,,,,,,,,,,
68,1987,1987-11-01,7,27.114,BUF,,WAS,L 7-27,,,,,,,,,,
69,1987,1987-11-08,8,27.121,BUF,,DEN,W 21-14,,,,,,,,,,
70,1987,1987-11-15,9,27.128,BUF,@,CLE,L 21-27,,,,,,,,,,
71,1987,1987-11-22,10,27.135,BUF,@,NYJ,W 17-14,0,0,,0,0,0,1.0,0,0,0
72,1987,1987-11-29,11,27.142,BUF,,MIA,W 27-0,,,,,,,,,,
73,1987,1987-12-06,12,27.149,BUF,@,RAI,L 21-34,,,,,,,,,,
74,1987,1987-12-13,13,27.156,BUF,@,IND,W 27-3,,,,,,,,,,
75,1987,1987-12-20,14,27.163,BUF,,NWE,L 7-13,,,,,,,,,,
76,1987,1987-12-27,15,27.170,BUF,@,PHI,L 7-17,,,,,,,,,,
77,1988,1988-09-04,1,28.056,BUF,,MIN,W 13-10,,,,,,,,,,
78,1988,1988-09-11,2,28.063,BUF,,MIA,W 9-6,,,,,,,,,,
79,1988,1988-09-18,3,28.070,BUF,@,NWE,W 16-14,0,0,,0,0,0,0.5,0,0,0
80,1988,1988-09-25,4,28.077,BUF,,PIT,W 36-28,,,,,,,,,,
81,1988,1988-10-02,5,28.084,BUF,@,CHI,L 3-24,,,,,,,,,,
82,1988,1988-10-09,6,28.091,BUF,,IND,W 34-23,0,0,,0,0,0,1.0,0,0,0
83,1988,1988-10-17,7,28.099,BUF,@,NYJ,W 37-14,,,,,,,,,,
84,1988,1988-10-23,8,28.105,BUF,,NWE,W 23-20,,,,,,,,,,
85,1988,1988-10-30,9,28.112,BUF,,GNB,W 28-0,,,,,,,,,,
86,1988,1988-11-06,10,28.119,BUF,@,SEA,W 13-3,,,,,,,,,,
