ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-11,4,22.082,ATL,,SFO,L 17-25,0,0,,
2,1987,1987-10-18,5,22.089,ATL,,RAM,W 24-20,7,258,36.86,0
