ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1997,1997-08-31,1,22.364,MIA,,IND,W 16-10,,,0,0,1.0,,,0,0,0
2,1997,1997-09-07,2,23.006,MIA,,TEN,W 16-13,,,,,,,,,,
3,1997,1997-09-14,3,23.013,MIA,@,GNB,L 18-23,,,,,,,,,,
4,1997,1997-09-21,4,23.020,MIA,@,TAM,L 21-31,,,,,,,,,,
5,1997,1997-10-05,5,23.034,MIA,,KAN,W 17-14,,,,,,,,,,
6,1997,1997-10-12,6,23.041,MIA,@,NYJ,W 31-20,,,0,0,1.0,,,0,0,0
7,1997,1997-11-09,10,23.069,MIA,,NYJ,W 24-17,,,0,0,1.0,,,0,0,0
8,1997,1997-11-17,11,23.077,MIA,,BUF,W 30-13,,,,,,,,,,
9,1997,1997-11-23,12,23.083,MIA,@,NWE,L 24-27,,,0,0,1.0,,,0,0,0
10,1997,1997-11-30,13,23.090,MIA,@,OAK,W 34-16,,,,,,,,,,
11,1997,1997-12-07,14,23.097,MIA,,DET,W 33-30,,,,,,,,,,
12,1997,1997-12-14,15,23.104,MIA,@,IND,L 0-41,,,0,0,1.0,,,0,0,0
13,1997,1997-12-22,16,23.112,MIA,,NWE,L 12-14,,,,,,,,,,
14,1998,1998-09-06,1,24.005,MIA,@,IND,W 24-15,,,0,0,1.0,,,0,0,0
15,1998,1998-09-13,2,24.012,MIA,,BUF,W 13-7,,,0,0,2.0,,,0,0,0
16,1998,1998-09-20,3,24.019,MIA,,PIT,W 21-0,,,,,,,,,,
17,1998,1998-10-04,4,24.033,MIA,@,NYJ,L 9-20,,,0,0,2.0,,,0,0,0
18,1998,1998-10-12,5,24.041,MIA,@,JAX,L 21-28,,,,,,,,,,
19,1998,1998-10-18,6,24.047,MIA,,STL,W 14-0,,,,,,,,,,
20,1998,1998-10-25,7,24.054,MIA,,NWE,W 12-9,,,,,,,,,,
21,1998,1998-11-01,8,24.061,MIA,@,BUF,L 24-30,,,,,,,,,,
22,1998,1998-11-08,9,24.068,MIA,,IND,W 27-14,,,,,,,,,,
23,1998,1998-11-15,10,24.075,MIA,@,CAR,W 13-9,,,0,0,1.0,,,0,0,0
24,1998,1998-11-23,11,24.083,MIA,@,NWE,L 23-26,,,,,,,,,,
25,1998,1998-11-29,12,24.089,MIA,,NOR,W 30-10,,,,,,,,,,
26,1998,1998-12-06,13,24.096,MIA,@,OAK,W 27-17,,,0,0,2.0,,,0,0,0
27,1998,1998-12-13,14,24.103,MIA,,NYJ,L 16-21,,,,,,,,,,
28,1998,1998-12-21,15,24.111,MIA,,DEN,W 31-21,,,0,0,1.0,,,0,0,0
29,1998,1998-12-27,16,24.117,MIA,@,ATL,L 16-38,,,,,,,,,,
30,1999,1999-09-13,1,25.012,MIA,@,DEN,W 38-21,*,,,,,,,,,
31,1999,1999-09-19,2,25.018,MIA,,ARI,W 19-16,*,,,,,,,,,
32,1999,1999-10-04,3,25.033,MIA,,BUF,L 18-23,*,,,,,,,,,
33,1999,1999-10-10,4,25.039,MIA,@,IND,W 34-31,*,,,,,,,,,
34,1999,1999-10-17,5,25.046,MIA,@,NWE,W 31-30,*,,,,,,,,,
35,1999,1999-10-24,6,25.053,MIA,,PHI,W 16-13,*,,0,0,1.0,,,0,0,0
36,1999,1999-10-31,7,25.060,MIA,@,OAK,W 16-9,*,,0,0,1.0,,,0,0,0
37,1999,1999-11-07,8,25.067,MIA,,TEN,W 17-0,*,,,,,,,,,
38,1999,1999-11-14,9,25.074,MIA,@,BUF,L 3-23,*,,,,,,,,,
39,1999,1999-11-21,10,25.081,MIA,,NWE,W 27-17,*,,0,0,0.5,,,1,0,0
40,1999,1999-11-25,11,25.085,MIA,@,DAL,L 0-20,*,,,,,,,,,
41,1999,1999-12-05,12,25.095,MIA,,IND,L 34-37,*,,,,,,,,,
42,1999,1999-12-12,13,25.102,MIA,@,NYJ,L 20-28,*,,,,,,,,,
43,1999,1999-12-27,15,25.117,MIA,,NYJ,L 31-38,*,,,,,,,,,
44,1999,2000-01-02,16,25.123,MIA,@,WAS,L 10-21,*,,,,,,,,,
45,2000,2000-09-03,1,26.002,MIA,,SEA,W 23-0,,,0,0,0.5,,,0,0,0
46,2000,2000-09-10,2,26.009,MIA,@,MIN,L 7-13,,,,,,,,,,
47,2000,2000-09-17,3,26.016,MIA,,BAL,W 19-6,*,,0,0,2.5,,,0,0,0
48,2000,2000-09-24,4,26.023,MIA,,NWE,W 10-3,,,,,,,,,,
49,2000,2000-10-01,5,26.030,MIA,@,CIN,W 31-16,*,,0,0,1.0,,,0,0,0
50,2000,2000-10-08,6,26.037,MIA,,BUF,W 22-13,,,0,0,1.0,,,0,0,0
51,2000,2000-10-23,7,26.052,MIA,@,NYJ,L 37-40,*,,0,0,1.0,,,0,0,0
52,2000,2000-10-29,8,26.058,MIA,,GNB,W 28-20,*,,0,0,1.0,,,0,0,0
53,2000,2000-11-05,9,26.065,MIA,@,DET,W 23-8,*,,0,0,2.0,,,0,0,0
54,2000,2000-11-12,10,26.072,MIA,@,SDG,W 17-7,*,,0,0,1.0,,,0,0,0
55,2000,2000-11-19,11,26.079,MIA,,NYJ,L 3-20,*,,,,,,,,,
56,2000,2000-11-26,12,26.086,MIA,@,IND,W 17-14,,,,,,,,,,
57,2000,2000-12-03,13,26.093,MIA,@,BUF,W 33-6,,,0,0,3.0,,,0,0,0
58,2000,2000-12-10,14,26.100,MIA,,TAM,L 13-16,,,0,0,0.5,,,0,0,0
59,2000,2000-12-17,15,26.107,MIA,,IND,L 13-20,*,,0,0,1.0,,,0,0,0
60,2000,2000-12-24,16,26.114,MIA,@,NWE,W 27-24,,,0,0,0.0,,,1,2,0
61,2001,2001-09-09,1,27.008,MIA,@,TEN,W 31-23,*,,0,0,1.0,,,0,0,0
62,2001,2001-09-23,2,27.022,MIA,,OAK,W 18-15,*,,,,,,,,,
