ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
29,2015,2015-12-24,15,24.143,OAK,,SDG,W 23-20,*,,0,0,0.0,1,0
30,2015,2016-01-03,16,24.153,OAK,@,KAN,L 17-23,*,,0,0,0.0,1,0
31,2016,2016-09-11,1,25.039,DAL,,NYG,L 19-20,*,,0,0,1.0,1,1
32,2016,2016-09-18,2,25.046,DAL,@,WAS,W 27-23,*,,0,0,0.0,0,0
33,2016,2016-09-25,3,25.053,DAL,,CHI,W 31-17,,,0,0,0.0,0,0
34,2016,2016-10-02,4,25.060,DAL,@,SFO,W 24-17,,,0,0,0.0,1,0
35,2016,2016-10-09,5,25.067,DAL,,CIN,W 28-14,,,0,0,1.0,1,2
36,2016,2016-10-16,6,25.074,DAL,@,GNB,W 30-16,,,0,0,0.0,0,0
37,2016,2016-10-30,7,25.088,DAL,,PHI,W 29-23,,,0,0,0.0,0,1
38,2016,2016-11-06,8,25.095,DAL,@,CLE,W 35-10,,,0,0,0.0,1,0
39,2016,2016-12-01,12,25.120,DAL,@,MIN,W 17-15,,,0,0,1.0,1,1
40,2016,2016-12-11,13,25.130,DAL,@,NYG,L 7-10,*,,0,0,1.0,5,1
41,2016,2016-12-18,14,25.137,DAL,,TAM,W 26-20,*,,0,0,0.5,3,3
42,2016,2016-12-26,15,25.145,DAL,,DET,W 42-21,*,,0,0,1.5,1,1
43,2016,2017-01-01,16,25.151,DAL,@,PHI,L 13-27,*,,0,0,0.0,1,0
44,2017,2017-09-10,1,26.038,DAL,,NYG,W 19-3,*,,0,0,0.0,0,0
45,2017,2017-09-17,2,26.045,DAL,@,DEN,L 17-42,*,,0,0,0.0,2,2
46,2017,2017-09-25,3,26.053,DAL,@,ARI,W 28-17,,,0,0,0.0,1,0
47,2017,2017-10-01,4,26.059,DAL,,LAR,L 30-35,,,0,0,0.0,1,0
48,2017,2017-10-08,5,26.066,DAL,,GNB,L 31-35,,,0,0,0.0,0,0
49,2017,2017-10-29,7,26.087,DAL,@,WAS,W 33-19,,,0,0,0.0,1,0
50,2017,2017-11-05,8,26.094,DAL,,KAN,W 28-17,,,0,0,0.0,0,1
51,2017,2017-11-12,9,26.101,DAL,@,ATL,L 7-27,,,0,0,0.0,2,2
52,2017,2017-11-19,10,26.108,DAL,,PHI,L 9-37,,,0,0,0.0,0,0
53,2017,2017-11-23,11,26.112,DAL,,LAC,L 6-28,,,0,0,0.0,0,1
54,2017,2017-11-30,12,26.119,DAL,,WAS,W 38-14,,,0,0,0.0,1,2
55,2017,2017-12-10,13,26.129,DAL,@,NYG,W 30-10,,,0,0,0.0,3,0
56,2017,2017-12-17,14,26.136,DAL,@,OAK,W 20-17,,,0,0,0.0,0,0
57,2017,2017-12-24,15,26.143,DAL,,SEA,L 12-21,,,0,0,1.0,2,0
58,2018,2018-09-09,1,27.037,ARI,,WAS,L 6-24,*,,0,0,0.0,2,0
59,2018,2018-09-16,2,27.044,ARI,@,LAR,L 0-34,*,,0,0,2.0,6,1
60,2018,2018-09-23,3,27.051,ARI,,CHI,L 14-16,,,0,0,0.0,5,0
