ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.036,SEA,@,CAR,W 12-7,,,0,0,0.0,1,1
2,2013,2013-09-15,2,22.043,SEA,,SFO,W 29-3,,,,,,,
3,2014,2014-09-07,1,23.035,OAK,@,NYJ,L 14-19,,,0,0,0.0,1,0
4,2014,2014-09-14,2,23.042,OAK,,HOU,L 14-30,,,,,,,
5,2014,2014-09-21,3,23.049,OAK,@,NWE,L 9-16,,,,,,,
6,2014,2014-09-28,4,23.056,OAK,,MIA,L 14-38,,,,,,,
7,2014,2014-10-12,5,23.070,OAK,,SDG,L 28-31,,,,,,,
8,2014,2014-10-19,6,23.077,OAK,,ARI,L 13-24,,,0,0,0.0,1,0
9,2014,2014-10-26,7,23.084,OAK,@,CLE,L 13-23,*,,0,0,0.0,2,2
10,2014,2014-11-02,8,23.091,OAK,@,SEA,L 24-30,,,0,0,0.0,0,2
11,2014,2014-11-09,9,23.098,OAK,,DEN,L 17-41,,,0,0,0.0,1,1
12,2014,2014-11-16,10,23.105,OAK,@,SDG,L 6-13,,,0,0,0.0,1,0
13,2014,2014-11-20,11,23.109,OAK,,KAN,W 24-20,,,,,,,
14,2014,2014-11-30,12,23.119,OAK,@,STL,L 0-52,,,,,,,
15,2014,2014-12-07,13,23.126,OAK,,SFO,W 24-13,,,0,0,1.0,1,0
16,2014,2014-12-14,14,23.133,OAK,@,KAN,L 13-31,,,,,,,
17,2014,2014-12-21,15,23.140,OAK,,BUF,W 26-24,,,0,0,0.0,1,0
18,2014,2014-12-28,16,23.147,OAK,@,DEN,L 14-47,,,0,0,0.0,1,0
19,2015,2015-10-11,5,24.069,OAK,,DEN,L 10-16,,,0,0,0.0,0,1
20,2015,2015-10-25,6,24.083,OAK,@,SDG,W 37-29,,,0,0,0.0,1,1
21,2015,2015-11-01,7,24.090,OAK,,NYJ,W 34-20,,,0,0,0.0,0,0
22,2015,2015-11-08,8,24.097,OAK,@,PIT,L 35-38,,,0,0,0.0,2,0
23,2015,2015-11-15,9,24.104,OAK,,MIN,L 14-30,,,0,0,0.0,0,0
24,2015,2015-11-22,10,24.111,OAK,@,DET,L 13-18,,,0,0,1.0,2,0
25,2015,2015-11-29,11,24.118,OAK,@,TEN,W 24-21,,,0,0,0.0,0,0
26,2015,2015-12-06,12,24.125,OAK,,KAN,L 20-34,,,0,0,0.0,0,0
27,2015,2015-12-13,13,24.132,OAK,@,DEN,W 15-12,,1,0,2,0.0,3,0
28,2015,2015-12-20,14,24.139,OAK,,GNB,L 20-30,,,0,0,0.0,4,0
