ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,23.143,KAN,@,HOU,W 20-19,,,,,,,,,,,
2,1996,1996-09-08,2,23.150,KAN,,OAK,W 19-3,,,,,,,,,,,
3,1996,1996-09-15,3,23.157,KAN,@,SEA,W 35-17,,,,,,,,,,,
4,1996,1996-09-22,4,23.164,KAN,,DEN,W 17-14,,,,,,,,,,,
5,1996,1996-09-29,5,23.171,KAN,@,SDG,L 19-22,,,,,,,,,,,
6,1996,1996-10-07,6,23.179,KAN,,PIT,L 7-17,,,,,,,,,,,
7,1996,1996-10-17,7,23.189,KAN,,SEA,W 34-16,,,,,,,,,,,
8,1996,1996-10-27,8,23.199,KAN,@,DEN,L 7-34,,,,,,,,,,,
9,1996,1996-11-03,9,23.206,KAN,@,MIN,W 21-6,,,,,,,,,,,
10,1996,1996-11-10,10,23.213,KAN,,GNB,W 27-20,,,,,,,,,,,
11,1996,1996-11-17,11,23.220,KAN,,CHI,W 14-10,,,,,,,,,,,
12,1996,1996-11-24,12,23.227,KAN,,SDG,L 14-28,,,,,,,,,,,
13,1996,1996-11-28,13,23.231,KAN,@,DET,W 28-24,,,,,,,,,,,
14,1996,1996-12-09,14,23.242,KAN,@,OAK,L 7-26,,,,,,,,,,,
15,1996,1996-12-15,15,23.248,KAN,,IND,L 19-24,,,,,,,,,,,
16,1996,1996-12-22,16,23.255,KAN,@,BUF,L 9-20,,,,,,,,,,,
17,1997,1997-08-31,1,24.142,KAN,@,DEN,L 3-19,,,,,,,,,,,
18,1997,1997-09-08,2,24.150,KAN,@,OAK,W 28-27,,,,,,,,,,,
19,1997,1997-09-14,3,24.156,KAN,,BUF,W 22-16,,0,0,,0,0,0,1.0,1,0,0
20,1997,1997-09-21,4,24.163,KAN,@,CAR,W 35-14,,,,,,,,,,,
21,1997,1997-09-28,5,24.170,KAN,,SEA,W 20-17,,0,0,,0,0,0,0.5,0,0,0
22,1997,1997-10-05,6,24.177,KAN,@,MIA,L 14-17,,,,,,,,,,,
23,1997,1997-10-16,7,24.188,KAN,,SDG,W 31-3,,,,,,,,,,,
24,1997,1997-10-26,8,24.198,KAN,@,STL,W 28-20,,,,,,,,,,,
25,1997,1997-11-03,9,24.206,KAN,,PIT,W 13-10,,,,,,,,,,,
26,1997,1997-11-09,10,24.212,KAN,@,JAX,L 10-24,,,,,,,,,,,
27,1997,1997-11-16,11,24.219,KAN,,DEN,W 24-22,,,,,,,,,,,
28,1997,1997-11-23,12,24.226,KAN,@,SEA,W 19-14,,0,0,,0,0,0,1.0,0,0,0
29,1997,1997-11-30,13,24.233,KAN,,SFO,W 44-9,,,,,,,,,,,
30,1997,1997-12-07,14,24.240,KAN,,OAK,W 30-0,,,,,,,,,,,
31,1997,1997-12-14,15,24.247,KAN,@,SDG,W 29-7,,,,,,,,,,,
32,1997,1997-12-21,16,24.254,KAN,,NOR,W 25-13,,,,,,,,,,,
33,1998,1998-09-06,1,25.148,KAN,,OAK,W 28-8,,,,,,,,,,,
34,1998,1998-09-13,2,25.155,KAN,@,JAX,L 16-21,,0,0,,0,0,0,1.0,0,0,0
35,1998,1998-09-20,3,25.162,KAN,,SDG,W 23-7,,,,,,,,,,,
36,1998,1998-10-04,5,25.176,KAN,,SEA,W 17-6,,,,,,,,,,,
37,1998,1998-10-11,6,25.183,KAN,@,NWE,L 10-40,,,,,,,,,,,
38,1998,1998-10-26,7,25.198,KAN,,PIT,L 13-20,,,,,,,,,,,
39,1998,1998-11-01,8,25.204,KAN,,NYJ,L 17-20,,,,,,,,,,,
40,1998,1998-11-08,9,25.211,KAN,@,SEA,L 12-24,,,,,,,,,,,
41,1998,1998-11-16,10,25.219,KAN,,DEN,L 7-30,,,,,,,,,,,
42,1998,1998-11-22,11,25.225,KAN,@,SDG,L 37-38,,,,,,,,,,,
43,1998,1998-11-29,12,25.232,KAN,,ARI,W 34-24,,0,0,,0,0,0,1.0,0,0,0
44,1998,1998-12-06,13,25.239,KAN,@,DEN,L 31-35,,,,,,,,,,,
45,1998,1998-12-13,14,25.246,KAN,,DAL,W 20-17,,,,,,,,,,,
46,1998,1998-12-20,15,25.253,KAN,@,NYG,L 7-28,,,,,,,,,,,
47,1998,1998-12-26,16,25.259,KAN,@,OAK,W 31-24,,,,,,,,,,,
48,1999,1999-09-12,1,26.154,KAN,@,CHI,L 17-20,*,,,,,,,,,,
