ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,22.338,CHI,,GNB,L 9-16,0,0,,0,0.0,1,22,0
2,1981,1981-09-13,2,22.345,CHI,@,SFO,L 17-28,,,,,,,,
3,1981,1981-09-20,3,22.352,CHI,,TAM,W 28-17,,,,,,,,
4,1981,1981-09-28,4,22.360,CHI,,RAM,L 7-24,,,,,,,,
5,1981,1981-10-04,5,23.001,CHI,@,MIN,L 21-24,,,,,,,,
6,1981,1981-10-11,6,23.008,CHI,,WAS,L 7-24,,,,,,,,
7,1981,1981-10-19,7,23.016,CHI,@,DET,L 17-48,,,,,,,,
8,1981,1981-10-25,8,23.022,CHI,,SDG,W 20-17,0,0,,0,0.0,1,23,0
9,1981,1981-11-01,9,23.029,CHI,@,TAM,L 10-20,,,,,,,,
10,1981,1981-11-08,10,23.036,CHI,@,KAN,W 16-13,,,,,,,,
11,1981,1981-11-15,11,23.043,CHI,@,GNB,L 17-21,,,,,,,,
12,1981,1981-11-22,12,23.050,CHI,,DET,L 7-23,,,,,,,,
13,1981,1981-11-26,13,23.054,CHI,@,DAL,L 9-10,0,0,,0,0.0,1,0,0
14,1981,1981-12-06,14,23.064,CHI,,MIN,W 10-9,0,0,,0,0.0,1,39,0
15,1981,1981-12-13,15,23.071,CHI,@,OAK,W 23-6,,,,,,,,
16,1981,1981-12-20,16,23.078,CHI,,DEN,W 35-24,,,,,,,,
17,1982,1982-09-12,1,23.344,CHI,@,DET,L 10-17,,,,,,,,
18,1982,1982-09-19,2,23.351,CHI,,NOR,L 0-10,,,,,,,,
19,1982,1982-11-21,3,24.049,CHI,,DET,W 20-17,,,,,,,,
20,1982,1983-01-02,9,24.091,CHI,@,TAM,L 23-26,,,,,,,,
21,1983,1983-09-18,3,24.350,SDG,@,SEA,L 31-34,,,,,,,,
22,1983,1983-09-25,4,24.357,SDG,,CLE,L 24-30,,,,,,,,
23,1983,1983-10-02,5,24.364,SDG,@,NYG,W 41-34,,,,,,,,
24,1983,1983-10-09,6,25.006,SDG,,SEA,W 28-21,,,,,,,,
25,1983,1983-10-16,7,25.013,SDG,@,NWE,L 21-37,,,,,,,,
26,1983,1983-10-23,8,25.020,SDG,@,DEN,L 6-14,0,0,,0,1.0,0,0,0
27,1983,1983-10-31,9,25.028,SDG,,WAS,L 24-27,,,,,,,,
28,1983,1983-11-06,10,25.034,SDG,@,PIT,L 3-26,,,,,,,,
29,1983,1983-11-13,11,25.041,SDG,,DAL,W 24-23,,,,,,,,
30,1983,1983-11-20,12,25.048,SDG,@,STL,L 14-44,,,,,,,,
31,1983,1983-11-27,13,25.055,SDG,,DEN,W 31-7,,,,,,,,
32,1983,1983-12-01,14,25.059,SDG,,RAI,L 10-42,,,,,,,,
33,1983,1983-12-11,15,25.069,SDG,,KAN,W 41-38,,,,,,,,
34,1983,1983-12-18,16,25.076,SDG,@,RAI,L 14-30,,,,,,,,
35,1984,1984-09-02,1,25.335,SDG,@,MIN,W 42-13,0,0,,0,,,,
36,1984,1984-09-09,2,25.342,SDG,@,SEA,L 17-31,1,0,0.00,0,0.0,0,0,0
37,1984,1984-09-16,3,25.349,SDG,,HOU,W 31-14,0,0,,0,,,,
38,1984,1984-09-24,4,25.357,SDG,@,RAI,L 30-33,0,0,,0,,,,
39,1984,1984-09-30,5,25.363,SDG,,DET,W 27-24,0,0,,0,,,,
40,1984,1984-10-07,6,26.004,SDG,@,GNB,W 34-28,0,0,,0,,,,
41,1984,1984-10-14,7,26.011,SDG,@,KAN,L 13-31,0,0,,0,,,,
42,1984,1984-10-21,8,26.018,SDG,,RAI,L 37-44,0,0,,0,,,,
43,1984,1984-10-29,9,26.026,SDG,,SEA,L 0-24,0,0,,0,,,,
44,1984,1984-12-03,14,26.061,SDG,,CHI,W 20-7,0,0,,0,,,,
45,1984,1984-12-09,15,26.067,SDG,@,DEN,L 13-16,0,0,,0,,,,
46,1984,1984-12-16,16,26.074,SDG,,KAN,L 21-42,0,0,,0,,,,
