ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,23.239,CIN,@,SEA,W 21-3,,,,,,,
2,1992,1992-09-13,2,23.246,CIN,,RAI,W 24-21,,,,,,,
3,1992,1992-09-20,3,23.253,CIN,@,GNB,L 23-24,,,,,,,
4,1992,1992-10-04,5,23.267,DEN,,KAN,W 20-19,0,0,,0,,,
5,1992,1992-10-12,6,23.275,DEN,@,WAS,L 3-34,0,0,,0,,,
6,1992,1992-10-18,7,23.281,DEN,,HOU,W 27-21,0,0,,0,,,
7,1992,1992-10-25,8,23.288,DEN,@,SDG,L 21-24,0,0,,0,,,
8,1992,1992-11-08,9,23.302,DEN,,NYJ,W 27-16,0,0,,0,,,
9,1992,1992-11-15,10,23.309,DEN,,NYG,W 27-13,0,0,,0,,,
10,1992,1992-11-22,11,23.316,DEN,@,RAI,L 0-24,0,0,,0,,,
11,1992,1992-11-30,12,23.324,DEN,@,SEA,L 13-16,0,0,,0,,,
12,1992,1992-12-06,13,23.330,DEN,,DAL,L 27-31,0,0,,0,,,
13,1992,1992-12-12,14,23.336,DEN,@,BUF,L 17-27,0,0,,0,,,
14,1992,1992-12-20,15,23.344,DEN,,SEA,W 10-6,1,26,26.00,0,0,0,0
15,1992,1992-12-27,16,23.351,DEN,@,KAN,L 20-42,3,63,21.00,0,0,0,0
16,1993,1993-09-05,1,24.237,DEN,@,NYJ,W 26-20,,,,,,,
17,1993,1993-09-12,2,24.244,DEN,,SDG,W 34-17,,,,,,,
18,1993,1993-09-20,3,24.252,DEN,@,KAN,L 7-15,,,,,,,
19,1993,1993-10-03,4,24.265,DEN,,IND,W 35-13,,,,,,,
20,1993,1993-10-10,5,24.272,DEN,@,GNB,L 27-30,,,,,,,
21,1993,1993-10-18,6,24.280,DEN,,RAI,L 20-23,,,,,,,
22,1993,1993-10-31,7,24.293,DEN,,SEA,W 28-17,,,,,,,
23,1993,1993-11-07,8,24.300,DEN,@,CLE,W 29-14,,,,,,,
24,1993,1993-11-14,9,24.307,DEN,,MIN,L 23-26,0,0,,0,1,13,0
25,1993,1993-11-21,10,24.314,DEN,,PIT,W 37-13,,,,,,,
26,1993,1993-11-28,11,24.321,DEN,@,SEA,W 17-9,,,,,,,
27,1993,1993-12-05,12,24.328,DEN,@,SDG,L 10-13,,,,,,,
28,1993,1993-12-12,13,24.335,DEN,,KAN,W 27-21,,,,,,,
29,1993,1993-12-18,14,24.341,DEN,@,CHI,W 13-3,,,,,,,
30,1993,1993-12-26,15,24.349,DEN,,TAM,L 10-17,,,,,,,
31,1993,1994-01-02,16,24.356,DEN,@,RAI,L 30-33,,,,,,,
