ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1981,1981-10-18,7,22.288,NOR,@,CLE,L 17-20,0,0,,0,0,0,,0,0,0,,0
2,1981,1981-10-25,8,22.295,NOR,,CIN,W 17-7,0,0,,0,0,0,,0,0,0,,0
3,1981,1981-11-01,9,22.302,NOR,,ATL,L 10-41,0,0,,0,0,0,,0,2,36,18.00,0
4,1981,1981-11-08,10,22.309,NOR,@,RAM,W 21-13,0,0,,0,0,0,,0,0,0,,0
5,1981,1981-11-15,11,22.316,NOR,@,MIN,L 10-20,0,0,,0,0,0,,0,0,0,,0
6,1981,1981-11-22,12,22.323,NOR,@,HOU,W 27-24,0,0,,0,0,0,,0,0,0,,0
7,1981,1981-11-29,13,22.330,NOR,,TAM,L 14-31,1,1,1.00,0,0,0,,0,1,29,29.00,0
8,1981,1981-12-06,14,22.337,NOR,@,STL,L 3-30,0,0,,0,0,0,,0,0,0,,0
9,1981,1981-12-13,15,22.344,NOR,,GNB,L 7-35,1,5,5.00,0,1,7,7.00,0,0,0,,0
10,1981,1981-12-20,16,22.351,NOR,,SFO,L 17-21,0,0,,0,0,0,,0,0,0,,0
