ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1993,1993-09-12,2,24.189,KAN,@,HOU,L 0-30,,1,3,33.33,2,0,0,42.4,0,0,0.67,0.67
2,1994,1994-10-30,8,25.237,KAN,@,BUF,L 10-44,,1,5,20.00,13,0,1,0.0,0,0,2.60,-6.40
3,1997,1997-11-09,10,28.247,DET,@,WAS,L 7-30,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
