ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.358,RAM,,DET,L 20-41,,,,,,,,,,,,,,
2,1980,1980-09-11,2,22.362,RAM,@,TAM,L 9-10,0,0,,0,5,69,13.80,0,0,0,0.0,0,0,0
3,1980,1980-09-21,3,23.006,RAM,,GNB,W 51-21,1,5,5.00,0,3,22,7.33,0,0,0,0.0,0,0,0
4,1980,1980-09-28,4,23.013,RAM,@,NYG,W 28-7,0,0,,0,4,26,6.50,0,0,0,0.0,0,0,0
5,1980,1980-10-05,5,23.020,RAM,,SFO,W 48-26,0,0,,0,1,13,13.00,0,0,0,0.0,0,0,0
6,1980,1980-10-12,6,23.027,RAM,@,STL,W 21-13,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0
7,1980,1980-10-19,7,23.034,RAM,@,SFO,W 31-17,0,0,,0,3,41,13.67,0,0,0,0.0,0,0,0
8,1980,1980-10-26,8,23.041,RAM,@,ATL,L 10-13,0,0,,0,2,11,5.50,0,0,0,0.0,0,0,0
9,1980,1980-11-02,9,23.048,RAM,,NOR,W 45-31,,,,,,,,,,,,,,
10,1980,1980-11-09,10,23.055,RAM,,MIA,L 14-35,0,0,,0,1,5,5.00,0,0,0,0.0,0,0,0
11,1980,1980-11-16,11,23.062,RAM,@,NWE,W 17-14,0,0,,0,4,25,6.25,0,0,0,0.0,1,80,0
12,1980,1980-11-24,12,23.070,RAM,@,NOR,W 27-7,0,0,,0,7,40,5.71,0,0,0,0.0,0,0,0
13,1980,1980-11-30,13,23.076,RAM,,NYJ,W 38-13,0,0,,0,3,14,4.67,0,0,0,0.0,0,0,0
14,1980,1980-12-07,14,23.083,RAM,@,BUF,L 7-10,0,0,,0,3,10,3.33,0,0,0,0.0,0,0,0
15,1980,1980-12-15,15,23.091,RAM,,DAL,W 38-14,0,0,,0,2,6,3.00,0,0,0,0.0,1,0,0
16,1980,1980-12-21,16,23.097,RAM,,ATL,W 20-17,0,0,,0,2,6,3.00,0,0,0,0.0,0,0,0
17,1981,1981-09-06,1,23.356,RAM,,HOU,L 20-27,0,0,,0,2,47,23.50,0,0,0,0.0,0,0,0
18,1981,1981-09-13,2,23.363,RAM,@,NOR,L 17-23,,,,,0,0,,0,,,,,,
19,1981,1981-09-20,3,24.005,RAM,,GNB,W 35-23,0,0,,0,4,21,5.25,0,0,0,0.0,0,0,0
20,1981,1981-09-28,4,24.013,RAM,@,CHI,W 24-7,0,0,,0,3,69,23.00,1,1,6,0.0,0,0,0
21,1981,1981-10-04,5,24.019,RAM,,CLE,W 27-16,0,0,,0,3,1,0.33,0,0,0,0.0,1,0,0
22,1981,1981-10-11,6,24.026,RAM,@,ATL,W 37-35,0,0,,0,6,207,34.50,2,2,12,0.0,0,0,0
23,1981,1981-10-18,7,24.033,RAM,@,DAL,L 17-29,0,0,,0,3,13,4.33,0,0,0,0.0,0,0,0
24,1981,1981-10-25,8,24.040,RAM,@,SFO,L 17-20,0,0,,0,7,127,18.14,0,0,0,0.0,0,0,0
25,1981,1981-11-01,9,24.047,RAM,,DET,W 20-13,0,0,,0,4,23,5.75,0,0,0,0.0,2,18,0
26,1981,1981-11-08,10,24.054,RAM,,NOR,L 13-21,,,,,0,0,,0,,,,,,
27,1981,1981-11-15,11,24.061,RAM,@,CIN,L 10-24,0,0,,0,2,33,16.50,0,0,0,0.0,0,0,0
28,1981,1981-11-22,12,24.068,RAM,,SFO,L 31-33,0,0,,0,1,5,5.00,0,0,0,0.0,0,0,0
29,1981,1981-11-29,13,24.075,RAM,@,PIT,L 0-24,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0
30,1981,1981-12-06,14,24.082,RAM,@,NYG,L 7-10,0,0,,0,4,16,4.00,0,0,0,0.0,0,0,0
31,1981,1981-12-14,15,24.090,RAM,,ATL,W 21-16,0,0,,0,5,41,8.20,0,0,0,0.0,0,0,0
32,1981,1981-12-20,16,24.096,RAM,,WAS,L 7-30,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0
33,1982,1982-09-12,1,24.362,RAM,@,GNB,L 23-35,0,0,,0,4,82,20.50,0,0,0,0.0,0,0,0
34,1982,1982-09-19,2,25.004,RAM,,DET,L 14-19,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0
35,1982,1982-11-21,3,25.067,RAM,@,ATL,L 17-34,0,0,,0,2,-4,-2.00,0,0,0,0.0,0,0,0
36,1982,1982-11-28,4,25.074,RAM,,KAN,W 20-14,0,0,,0,3,77,25.67,1,1,6,0.0,0,0,0
37,1982,1982-12-02,5,25.078,RAM,,SFO,L 24-30,0,0,,0,1,9,9.00,0,0,0,0.0,0,0,0
38,1982,1982-12-12,6,25.088,RAM,,DEN,L 24-27,0,0,,0,2,17,8.50,0,0,0,0.0,0,0,0
39,1982,1982-12-18,7,25.094,RAM,@,RAI,L 31-37,0,0,,0,2,12,6.00,0,0,0,0.0,0,0,0
40,1982,1982-12-26,8,25.102,RAM,,CHI,L 26-34,0,0,,0,3,17,5.67,0,0,0,0.0,0,0,0
41,1982,1983-01-02,9,25.109,RAM,@,SFO,W 21-20,0,0,,0,4,21,5.25,0,0,0,0.0,0,0,0
42,1983,1983-09-04,1,25.354,RAM,@,NYG,W 16-6,0,0,,0,1,2,2.00,0,0,0,0.0,2,20,0
43,1983,1983-09-11,2,25.361,RAM,,NOR,W 30-27,1,22,22.00,0,3,13,4.33,0,0,0,0.0,0,0,0
44,1983,1983-09-18,3,26.003,RAM,@,GNB,L 24-27,0,0,,0,2,5,2.50,0,0,0,1.0,1,22,0
45,1983,1983-09-25,4,26.010,RAM,@,NYJ,L 24-27,0,0,,0,4,36,9.00,0,0,0,0.0,0,0,0
46,1983,1983-10-02,5,26.017,RAM,,DET,W 21-10,0,0,,0,5,49,9.80,0,0,0,0.0,0,0,0
47,1983,1983-10-09,6,26.024,RAM,@,SFO,W 10-7,0,0,,0,4,35,8.75,0,0,0,0.0,0,0,0
48,1983,1983-10-16,7,26.031,RAM,,ATL,W 27-21,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0
