ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,23.082,ARI,@,IND,L 13-20,,,,,,,
2,1996,1996-09-08,2,23.089,OAK,@,KAN,L 3-19,,,,,,,
3,1996,1996-09-15,3,23.096,OAK,,JAX,W 17-3,,,,,,,
4,1996,1996-09-22,4,23.103,OAK,,SDG,L 34-40,,,,,,,
5,1996,1996-09-29,5,23.110,OAK,@,CHI,L 17-19,,,,,,,
6,1996,1996-10-06,6,23.117,OAK,@,NYJ,W 34-13,,,,,,,
7,1996,1996-10-13,7,23.124,OAK,,DET,W 37-21,,0,0,1.0,0,0,0
8,1996,1996-10-21,8,23.132,OAK,@,SDG,W 23-14,,,,,,,
9,1996,1996-11-04,9,23.146,OAK,,DEN,L 21-22,,,,,,,
10,1996,1996-11-10,10,23.152,OAK,@,TAM,L 17-20,,,,,,,
11,1996,1996-11-17,11,23.159,OAK,,MIN,L 13-16,,,,,,,
12,1996,1996-11-24,12,23.166,OAK,@,SEA,W 27-21,,,,,,,
13,1996,1996-12-01,13,23.173,OAK,,MIA,W 17-7,,,,,,,
14,1996,1996-12-09,14,23.181,OAK,,KAN,W 26-7,,,,,,,
15,1996,1996-12-15,15,23.187,OAK,@,DEN,L 19-24,,,,,,,
16,1996,1996-12-22,16,23.194,OAK,,SEA,L 21-28,,,,,,,
17,1997,1997-08-31,1,24.081,OAK,@,TEN,L 21-24,,0,0,0.5,0,0,0
18,1997,1997-09-08,2,24.089,OAK,,KAN,L 27-28,,,,,,,
19,1997,1997-09-14,3,24.095,OAK,@,ATL,W 36-31,,,,,,,
20,1997,1997-09-21,4,24.102,OAK,@,NYJ,L 22-23,,,,,,,
21,1997,1997-09-28,5,24.109,OAK,,STL,W 35-17,,,,,,,
22,1997,1997-10-05,6,24.116,OAK,,SDG,L 10-25,,,,,,,
23,1997,1997-10-19,7,24.130,OAK,,DEN,W 28-25,,0,0,1.0,0,0,0
24,1997,1997-11-09,10,24.151,OAK,,NOR,L 10-13,,0,0,1.0,0,0,0
25,1997,1997-11-16,11,24.158,OAK,@,SDG,W 38-13,,,,,,,
26,1997,1997-11-24,12,24.166,OAK,@,DEN,L 3-31,,0,0,1.0,0,0,0
27,1997,1997-11-30,13,24.172,OAK,,MIA,L 16-34,,,,,,,
28,1997,1997-12-07,14,24.179,OAK,@,KAN,L 0-30,,,,,,,
29,1997,1997-12-14,15,24.186,OAK,,SEA,L 21-22,,,,,,,
30,1997,1997-12-21,16,24.193,OAK,,JAX,L 9-20,,,,,,,
31,1998,1998-09-06,1,25.087,OAK,@,KAN,L 8-28,,,,,,,
32,1998,1998-09-13,2,25.094,OAK,,NYG,W 20-17,,0,0,1.0,0,0,0
33,1998,1998-09-20,3,25.101,OAK,,DEN,L 17-34,,0,0,2.0,0,0,0
34,1998,1998-09-27,4,25.108,OAK,@,DAL,W 13-12,,,,,,,
35,1998,1998-10-04,5,25.115,OAK,@,ARI,W 23-20,,0,0,1.0,0,0,0
36,1998,1998-10-11,6,25.122,OAK,,SDG,W 7-6,,0,0,1.0,0,0,0
37,1998,1998-10-25,7,25.136,OAK,,CIN,W 27-10,,0,0,1.0,0,0,0
38,1998,1998-11-01,8,25.143,OAK,@,SEA,W 31-18,,0,0,1.0,0,0,0
39,1998,1998-11-08,9,25.150,OAK,@,BAL,L 10-13,,0,0,1.0,0,0,0
40,1998,1998-11-15,10,25.157,OAK,,SEA,W 20-17,,0,0,1.0,0,0,0
41,1998,1998-11-22,11,25.164,OAK,@,DEN,L 14-40,,0,0,1.0,0,0,0
42,1998,1998-11-29,12,25.171,OAK,,WAS,L 19-29,,0,0,1.0,0,0,0
43,1998,1998-12-06,13,25.178,OAK,,MIA,L 17-27,,,,,,,
44,1998,1998-12-13,14,25.185,OAK,@,BUF,L 21-44,,,,,,,
45,1998,1998-12-20,15,25.192,OAK,@,SDG,W 17-10,,,,,,,
46,1998,1998-12-26,16,25.198,OAK,,KAN,L 24-31,,,,,,,
47,1999,1999-09-12,1,26.093,OAK,@,GNB,L 24-28,*,,,,,,
48,1999,1999-09-19,2,26.100,OAK,@,MIN,W 22-17,*,0,0,1.0,0,0,0
49,1999,1999-09-26,3,26.107,OAK,,CHI,W 24-17,*,0,0,2.0,0,0,0
50,1999,1999-10-03,4,26.114,OAK,@,SEA,L 21-22,*,,,,,,
51,1999,1999-10-10,5,26.121,OAK,,DEN,L 13-16,*,0,0,1.0,0,0,0
52,1999,1999-10-17,6,26.128,OAK,@,BUF,W 20-14,*,,,,,,
53,1999,1999-10-24,7,26.135,OAK,,NYJ,W 24-23,*,,,,,,
54,1999,1999-10-31,8,26.142,OAK,,MIA,L 9-16,*,,,,,,
55,1999,1999-11-14,9,26.156,OAK,,SDG,W 28-9,*,,,,,,
56,1999,1999-11-22,10,26.164,OAK,@,DEN,L 21-27,*,0,0,1.0,0,0,0
57,1999,1999-11-28,11,26.170,OAK,,KAN,L 34-37,*,0,0,1.0,0,0,0
58,1999,1999-12-05,12,26.177,OAK,,SEA,W 30-21,*,,,,,,
59,1999,1999-12-09,13,26.181,OAK,@,TEN,L 14-21,*,0,0,1.0,1,0,0
60,1999,1999-12-19,14,26.191,OAK,,TAM,W 45-0,*,,,,,,
61,1999,1999-12-26,15,26.198,OAK,@,SDG,L 20-23,*,0,0,3.0,0,0,0
62,1999,2000-01-02,16,26.205,OAK,@,KAN,W 41-38,*,,,,,,
