ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-10,1,23.011,SFO,,ARI,W 20-17,*,,,,,,0.0%,,,,,,
2,2007,2007-09-16,2,23.017,SFO,@,STL,W 17-16,*,0,,,,,0.0%,,,,,,
3,2007,2007-09-23,3,23.024,SFO,@,PIT,L 16-37,*,,,,,,0.0%,,,,,,
4,2007,2007-09-30,4,23.031,SFO,,SEA,L 3-23,*,0,,,,,0.0%,,,,,,
5,2007,2007-10-07,5,23.038,SFO,,BAL,L 7-9,*,,,,,,0.0%,,,,,,
6,2007,2007-10-21,6,23.052,SFO,@,NYG,L 15-33,*,0,,,,,0.0%,,,,,,
7,2007,2007-10-28,7,23.059,SFO,,NOR,L 10-31,*,,,,,,0.0%,,,,,,
8,2007,2007-11-04,8,23.066,SFO,@,ATL,L 16-20,*,,,,,,0.0%,,,,,,
9,2007,2007-11-12,9,23.074,SFO,@,SEA,L 0-24,*,,,,,,0.0%,,,,,,
10,2007,2007-11-18,10,23.080,SFO,,STL,L 9-13,*,0,,,,,0.0%,,,,,,
11,2007,2007-11-25,11,23.087,SFO,@,ARI,W 37-31,*,0,,,,,0.0%,,,,,,
12,2007,2007-12-02,12,23.094,SFO,@,CAR,L 14-31,*,,,,,,0.0%,,,,,,
13,2007,2007-12-09,13,23.101,SFO,,MIN,L 7-27,*,,,,,,0.0%,,,,,,
14,2007,2007-12-15,14,23.107,SFO,,CIN,W 20-13,*,,,,,,0.0%,,,,,,
15,2007,2007-12-23,15,23.115,SFO,,TAM,W 21-19,*,,,,,,0.0%,,,,,,
16,2007,2007-12-30,16,23.122,SFO,@,CLE,L 7-20,*,,,,,,0.0%,,,,,,
17,2008,2008-09-07,1,24.008,SFO,,ARI,L 13-23,*,,0,0,,0,0.0%,,0,0,0.0,0,1
18,2008,2008-09-14,2,24.015,SFO,@,SEA,W 33-30,*,0,,,,,0.0%,,,,,,
19,2008,2008-09-21,3,24.022,SFO,,DET,W 31-13,*,,,,,,0.0%,,,,,,
20,2008,2008-09-28,4,24.029,SFO,@,NOR,L 17-31,*,,,,,,0.0%,,,,,,
21,2008,2008-10-05,5,24.036,SFO,,NWE,L 21-30,*,,,,,,0.0%,,,,,,
22,2008,2008-10-12,6,24.043,SFO,,PHI,L 26-40,*,,0,0,,0,0.0%,,0,0,0.0,1,0
23,2008,2008-10-19,7,24.050,SFO,@,NYG,L 17-29,*,0,,,,,0.0%,,,,,,
24,2008,2008-10-26,8,24.057,SFO,,SEA,L 13-34,*,,0,0,,0,0.0%,,0,0,0.0,1,0
25,2008,2008-11-10,9,24.072,SFO,@,ARI,L 24-29,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
26,2008,2008-11-16,10,24.078,SFO,,STL,W 35-16,*,,,,,,0.0%,,,,,,
27,2008,2008-11-23,11,24.085,SFO,@,DAL,L 22-35,*,,,,,,0.0%,,,,,,
28,2008,2008-11-30,12,24.092,SFO,@,BUF,W 10-3,*,,,,,,0.0%,,,,,,
29,2008,2008-12-07,13,24.099,SFO,,NYJ,W 24-14,*,0,0,0,,0,0.0%,,1,6,0.0,0,0
30,2008,2008-12-14,14,24.106,SFO,@,MIA,L 9-14,*,,,,,,0.0%,,,,,,
31,2008,2008-12-21,15,24.113,SFO,@,STL,W 17-16,*,,,,,,0.0%,,,,,,
32,2008,2008-12-28,16,24.120,SFO,,WAS,W 27-24,*,,,,,,0.0%,,,,,,
33,2009,2009-09-13,1,25.014,SFO,@,ARI,W 20-16,*,,,,,,0.0%,,,,,,
34,2009,2009-09-20,2,25.021,SFO,,SEA,W 23-10,*,,0,0,,0,0.0%,,0,0,0.0,0,0
35,2009,2009-09-27,3,25.028,SFO,@,MIN,L 24-27,*,,0,0,,0,0.0%,,0,0,0.0,0,0
36,2009,2009-10-04,4,25.035,SFO,,STL,W 35-0,*,,,,,,0.0%,,,,,,
37,2009,2009-10-11,5,25.042,SFO,,ATL,L 10-45,*,,,,,,0.0%,,,,,,
38,2009,2009-10-25,6,25.056,SFO,@,HOU,L 21-24,*,,,,,,0.0%,,,,,,
39,2009,2009-11-01,7,25.063,SFO,@,IND,L 14-18,*,,,,,,0.0%,,,,,,
40,2009,2009-12-20,14,25.112,SFO,@,PHI,L 13-27,*,,,,,,0.0%,,,,,,
41,2009,2009-12-27,15,25.119,SFO,,DET,W 20-6,*,,,,,,0.0%,,,,,,
42,2010,2010-09-12,1,26.013,SFO,@,SEA,L 6-31,*,,,,,,0.0%,,,,,,
43,2010,2010-09-20,2,26.021,SFO,,NOR,L 22-25,*,,,,,,0.0%,,,,,,
44,2010,2010-09-26,3,26.027,SFO,@,KAN,L 10-31,*,,,,,,0.0%,,,,,,
45,2010,2010-10-03,4,26.034,SFO,@,ATL,L 14-16,*,,,,,,0.0%,,,,,,
46,2010,2010-10-10,5,26.041,SFO,,PHI,L 24-27,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
47,2010,2010-10-17,6,26.048,SFO,,OAK,W 17-9,*,0,,,,,0.0%,,,,,,
48,2010,2010-10-24,7,26.055,SFO,@,CAR,L 20-23,*,0,,,,,0.0%,,,,,,
49,2010,2010-10-31,8,26.062,SFO,,DEN,W 24-16,*,,,,,,0.0%,,,,,,
50,2010,2010-11-14,9,26.076,SFO,,STL,W 23-20,*,0,,,,,0.0%,,,,,,
51,2011,2011-09-11,1,27.012,SFO,,SEA,W 33-17,*,0,,,,,0.0%,,,,,,
52,2011,2011-09-18,2,27.019,SFO,,DAL,L 24-27,*,,,,,,0.0%,,,,,,
53,2011,2011-09-25,3,27.026,SFO,@,CIN,W 13-8,*,0,,,,,0.0%,,,,,,
54,2011,2011-10-02,4,27.033,SFO,@,PHI,W 24-23,*,0,,,,,0.0%,,,,,,
55,2011,2011-10-09,5,27.040,SFO,,TAM,W 48-3,*,,,,,,0.0%,,,,,,
56,2011,2011-10-16,6,27.047,SFO,@,DET,W 25-19,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
57,2011,2011-10-30,7,27.061,SFO,,CLE,W 20-10,*,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0
58,2011,2011-11-06,8,27.068,SFO,@,WAS,W 19-11,*,,,,,,0.0%,,,,,,
59,2011,2011-11-13,9,27.075,SFO,,NYG,W 27-20,*,0,,,,,0.0%,,,,,,
60,2011,2011-11-20,10,27.082,SFO,,ARI,W 23-7,*,,,,,,0.0%,,,,,,
61,2011,2011-11-24,11,27.086,SFO,@,BAL,L 6-16,*,,,,,,0.0%,,,,,,
62,2011,2011-12-04,12,27.096,SFO,,STL,W 26-0,*,,,,,,0.0%,,,,,,
63,2011,2011-12-11,13,27.103,SFO,@,ARI,L 19-21,*,,,,,,0.0%,,,,,,
64,2011,2011-12-19,14,27.111,SFO,,PIT,W 20-3,*,,,,,,0.0%,,,,,,
65,2011,2011-12-24,15,27.116,SFO,@,SEA,W 19-17,*,,,,,,0.0%,,,,,,
66,2011,2012-01-01,16,27.124,SFO,@,STL,W 34-27,*,,,,,,0.0%,,,,,,
67,2012,2012-09-09,1,28.010,SFO,@,GNB,W 30-22,*,0,,,,,0.0%,,,,,,
68,2012,2012-09-16,2,28.017,SFO,,DET,W 27-19,*,,,,,,0.0%,,,,,,
69,2012,2012-09-23,3,28.024,SFO,@,MIN,L 13-24,*,,,,,,0.0%,,,,,,
70,2012,2012-09-30,4,28.031,SFO,@,NYJ,W 34-0,*,,,,,,0.0%,,,,,,
71,2012,2012-10-07,5,28.038,SFO,,BUF,W 45-3,*,0,,,,,0.0%,,,,,,
72,2012,2012-10-14,6,28.045,SFO,,NYG,L 3-26,*,,,,,,0.0%,,,,,,
73,2012,2012-10-18,7,28.049,SFO,,SEA,W 13-6,*,0,,,,,0.0%,,,,,,
74,2012,2012-10-29,8,28.060,SFO,@,ARI,W 24-3,*,,,,,,0.0%,,,,,,
75,2012,2012-11-11,9,28.073,SFO,,STL,T 24-24,*,,,,,,0.0%,,,,,,
76,2012,2012-11-19,10,28.081,SFO,,CHI,W 32-7,*,,,,,,0.0%,,,,,,
77,2012,2012-11-25,11,28.087,SFO,@,NOR,W 31-21,*,,,,,,0.0%,,,,,,
78,2012,2012-12-02,12,28.094,SFO,@,STL,L 13-16,*,0,,,,,0.0%,,,,,,
79,2012,2012-12-09,13,28.101,SFO,,MIA,W 27-13,*,,,,,,0.0%,,,,,,
80,2012,2012-12-16,14,28.108,SFO,@,NWE,W 41-34,*,,,,,,0.0%,,,,,,
81,2012,2012-12-23,15,28.115,SFO,@,SEA,L 13-42,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
82,2012,2012-12-30,16,28.122,SFO,,ARI,W 27-13,*,,,,,,0.0%,,,,,,
83,2013,2013-09-08,1,29.009,SFO,,GNB,W 34-28,*,0,,,,,0.0%,,,,,,
84,2013,2013-09-15,2,29.016,SFO,@,SEA,L 3-29,*,,,,,,0.0%,,,,,,
85,2013,2013-09-22,3,29.023,SFO,,IND,L 7-27,*,,,,,,0.0%,,,,,,
86,2013,2013-09-26,4,29.027,SFO,@,STL,W 35-11,*,,,,,,0.0%,,,,,,
87,2013,2013-10-06,5,29.037,SFO,,HOU,W 34-3,*,,,,,,0.0%,,,,,,
88,2013,2013-10-13,6,29.044,SFO,,ARI,W 32-20,*,,,,,,0.0%,,,,,,
89,2013,2013-10-20,7,29.051,SFO,@,TEN,W 31-17,*,,,,,,0.0%,,,,,,
90,2013,2013-10-27,8,29.058,SFO,@,JAX,W 42-10,*,,0,0,,0,0.0%,,0,0,0.0,1,0
91,2013,2013-11-10,9,29.072,SFO,,CAR,L 9-10,*,,,,,,0.0%,,,,,,
92,2013,2013-11-17,10,29.079,SFO,@,NOR,L 20-23,*,,,,,,0.0%,,,,,,
93,2013,2013-11-25,11,29.087,SFO,@,WAS,W 27-6,*,,,,,,0.0%,,,,,,
94,2013,2013-12-01,12,29.093,SFO,,STL,W 23-13,*,,,,,,0.0%,,,,,,
95,2013,2013-12-08,13,29.100,SFO,,SEA,W 19-17,*,,,,,,0.0%,,,,,,
96,2013,2013-12-15,14,29.107,SFO,@,TAM,W 33-14,*,,,,,,0.0%,,,,,,
97,2013,2013-12-23,15,29.115,SFO,,ATL,W 34-24,*,0,,,,,0.0%,,,,,,
98,2013,2013-12-29,16,29.121,SFO,@,ARI,W 23-20,*,1,1,14,14.00,0,100.0%,14.00,0,0,0.0,0,0
99,2014,2014-09-07,1,30.008,SFO,@,DAL,W 28-17,*,0,,,,,0.0%,,,,,,
100,2014,2014-09-14,2,30.015,SFO,,CHI,L 20-28,*,0,,,,,0.0%,,,,,,
101,2014,2014-09-21,3,30.022,SFO,@,ARI,L 14-23,*,,,,,,0.0%,,,,,,
102,2014,2014-09-28,4,30.029,SFO,,PHI,W 26-21,*,,,,,,0.0%,,,,,,
103,2014,2014-10-05,5,30.036,SFO,,KAN,W 22-17,*,,,,,,0.0%,,,,,,
104,2014,2014-10-13,6,30.044,SFO,@,STL,W 31-17,*,0,,,,,0.0%,,,,,,
105,2014,2014-10-19,7,30.050,SFO,@,DEN,L 17-42,*,0,,,,,0.0%,,,,,,
106,2014,2014-11-02,8,30.064,SFO,,STL,L 10-13,*,0,,,,,0.0%,,,,,,
107,2014,2014-11-09,9,30.071,SFO,@,NOR,W 27-24,*,,,,,,0.0%,,,,,,
108,2014,2014-11-16,10,30.078,SFO,@,NYG,W 16-10,*,,0,0,,0,0.0%,,0,0,0.0,1,0
109,2014,2014-11-23,11,30.085,SFO,,WAS,W 17-13,*,,,,,,0.0%,,,,,,
110,2014,2014-11-27,12,30.089,SFO,,SEA,L 3-19,*,0,,,,,0.0%,,,,,,
111,2014,2014-12-07,13,30.099,SFO,@,OAK,L 13-24,*,,,,,,0.0%,,,,,,
112,2014,2014-12-14,14,30.106,SFO,@,SEA,L 7-17,*,,,,,,0.0%,,,,,,
113,2014,2014-12-20,15,30.112,SFO,,SDG,L 35-38,*,0,,,,,0.0%,,,,,,
114,2014,2014-12-28,16,30.120,SFO,,ARI,W 20-17,*,,,,,,0.0%,,,,,,
115,2015,2015-09-14,1,31.015,SFO,,MIN,W 20-3,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
116,2015,2015-09-20,2,31.021,SFO,@,PIT,L 18-43,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
117,2015,2015-09-27,3,31.028,SFO,@,ARI,L 7-47,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
118,2015,2015-10-04,4,31.035,SFO,,GNB,L 3-17,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
119,2015,2015-10-11,5,31.042,SFO,@,NYG,L 27-30,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
120,2015,2015-10-18,6,31.049,SFO,,BAL,W 25-20,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
121,2015,2015-10-22,7,31.053,SFO,,SEA,L 3-20,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
122,2015,2015-11-01,8,31.063,SFO,@,STL,L 6-27,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
123,2015,2015-11-08,9,31.070,SFO,,ATL,W 17-16,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
124,2015,2015-11-22,10,31.084,SFO,@,SEA,L 13-29,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
125,2015,2015-11-29,11,31.091,SFO,,ARI,L 13-19,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
126,2015,2015-12-06,12,31.098,SFO,@,CHI,W 26-20,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
127,2015,2015-12-13,13,31.105,SFO,@,CLE,L 10-24,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
128,2015,2015-12-20,14,31.112,SFO,,CIN,L 14-24,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
129,2015,2015-12-27,15,31.119,SFO,@,DET,L 17-32,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
130,2015,2016-01-03,16,31.126,SFO,,STL,W 19-16,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
131,2016,2016-09-12,1,32.013,SFO,,LAR,W 28-0,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
132,2016,2016-09-18,2,32.019,SFO,@,CAR,L 27-46,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
133,2016,2016-09-25,3,32.026,SFO,@,SEA,L 18-37,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
134,2016,2016-10-02,4,32.033,SFO,,DAL,L 17-24,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
135,2016,2016-10-06,5,32.037,SFO,,ARI,L 21-33,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
136,2016,2016-10-16,6,32.047,SFO,@,BUF,L 16-45,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
137,2016,2016-10-23,7,32.054,SFO,,TAM,L 17-34,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
138,2016,2016-11-06,8,32.068,SFO,,NOR,L 23-41,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
139,2016,2016-11-13,9,32.075,SFO,@,ARI,L 20-23,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
140,2016,2016-11-20,10,32.082,SFO,,NWE,L 17-30,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
141,2016,2016-11-27,11,32.089,SFO,@,MIA,L 24-31,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
142,2016,2016-12-04,12,32.096,SFO,@,CHI,L 6-26,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
143,2016,2017-01-01,16,32.124,SFO,,SEA,L 23-25,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
144,2017,2017-09-10,1,33.011,SFO,,CAR,L 3-23,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
145,2017,2017-09-17,2,33.018,SFO,@,SEA,L 9-12,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
146,2017,2017-09-21,3,33.022,SFO,,LAR,L 39-41,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
147,2017,2017-10-01,4,33.032,SFO,@,ARI,L 15-18,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
148,2017,2017-10-08,5,33.039,SFO,@,IND,L 23-26,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
149,2017,2017-10-15,6,33.046,SFO,@,WAS,L 24-26,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
150,2017,2017-10-22,7,33.053,SFO,,DAL,L 10-40,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
151,2017,2017-10-29,8,33.060,SFO,@,PHI,L 10-33,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
152,2017,2017-11-12,10,33.074,SFO,,NYG,W 31-21,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
153,2017,2017-11-26,11,33.088,SFO,,SEA,L 13-24,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
154,2017,2017-12-03,12,33.095,SFO,@,CHI,W 15-14,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
155,2017,2017-12-10,13,33.102,SFO,@,HOU,W 26-16,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
156,2017,2017-12-17,14,33.109,SFO,,TEN,W 25-23,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
157,2017,2017-12-24,15,33.116,SFO,,JAX,W 44-33,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
158,2017,2017-12-31,16,33.123,SFO,@,LAR,W 34-13,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
159,2018,2018-09-09,1,34.010,SFO,@,MIN,L 16-24,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
160,2018,2018-09-16,2,34.017,SFO,,DET,W 30-27,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
161,2018,2018-09-23,3,34.024,SFO,@,KAN,L 27-38,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
