ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1973,1973-09-16,1,22.207,BAL,@,CLE,L 14-24,,,,,,,,,,,,,,
2,1973,1973-09-23,2,22.214,BAL,,NYJ,L 10-34,1,-3,-3.00,0,1,-1,-1.00,0,0,0,,0,0,0
3,1973,1973-09-30,3,22.221,BAL,,NOR,W 14-10,,,,,,,,,,,,,,
4,1973,1973-10-07,4,22.228,BAL,@,NWE,L 16-24,,,,,,,,,,,,,,
5,1973,1973-10-14,5,22.235,BAL,@,BUF,L 13-31,2,14,7.00,1,1,-3,-3.00,0,0,0,,0,1,6
6,1973,1973-10-21,6,22.242,BAL,@,DET,W 29-27,0,0,,0,0,0,,0,2,4,2.00,0,0,0
7,1973,1973-10-28,7,22.249,BAL,,OAK,L 21-34,,,,,,,,,,,,,,
8,1973,1973-11-04,8,22.256,BAL,,HOU,L 27-31,0,0,,0,0,0,,0,1,10,10.00,0,0,0
9,1973,1973-11-11,9,22.263,BAL,@,MIA,L 0-44,6,9,1.50,0,0,0,,0,0,0,,0,0,0
10,1973,1973-11-18,10,22.270,BAL,@,WAS,L 14-22,,,,,,,,,,,,,,
11,1973,1973-12-02,12,22.284,BAL,@,NYJ,L 17-20,,,,,,,,,,,,,,
12,1973,1973-12-09,13,22.291,BAL,,MIA,W 16-3,11,50,4.55,1,0,0,,0,0,0,,0,1,6
13,1973,1973-12-16,14,22.298,BAL,,NWE,W 18-13,6,30,5.00,0,0,0,,0,0,0,,0,0,0
14,1974,1974-09-15,1,23.206,BAL,@,PIT,L 0-30,14,33,2.36,0,1,2,2.00,0,0,0,,0,0,0
15,1974,1974-09-22,2,23.213,BAL,,GNB,L 13-20,7,43,6.14,0,2,16,8.00,1,0,0,,0,1,6
16,1974,1974-09-29,3,23.220,BAL,@,PHI,L 10-30,6,11,1.83,0,6,42,7.00,0,0,0,,0,0,0
17,1974,1974-10-06,4,23.227,BAL,@,NWE,L 3-42,13,50,3.85,0,0,0,,0,0,0,,0,0,0
18,1974,1974-10-13,5,23.234,BAL,,BUF,L 14-27,18,70,3.89,0,0,0,,0,0,0,,0,0,0
19,1974,1974-10-27,7,23.248,BAL,@,MIA,L 7-17,6,23,3.83,0,1,4,4.00,0,0,0,,0,0,0
20,1974,1974-11-03,8,23.255,BAL,,CIN,L 14-24,6,15,2.50,0,3,33,11.00,0,0,0,,0,0,0
21,1974,1974-11-10,9,23.262,BAL,,DEN,L 6-17,14,56,4.00,0,3,25,8.33,0,0,0,,0,0,0
22,1974,1974-11-17,10,23.269,BAL,@,ATL,W 17-7,18,64,3.56,1,0,0,,0,0,0,,0,1,6
23,1974,1974-11-24,11,23.276,BAL,,NWE,L 17-27,4,7,1.75,0,0,0,,0,0,0,,0,0,0
24,1974,1974-12-01,12,23.283,BAL,@,BUF,L 0-6,8,12,1.50,0,1,5,5.00,0,0,0,,0,0,0
25,1974,1974-12-08,13,23.290,BAL,,MIA,L 16-17,7,60,8.57,0,1,2,2.00,1,0,0,,0,1,6
26,1974,1974-12-15,14,23.297,BAL,,NYJ,L 38-45,8,31,3.88,0,3,24,8.00,0,0,0,,0,0,0
27,1975,1975-09-21,1,24.212,BAL,@,CHI,W 35-7,14,54,3.86,0,0,0,,0,0,0,,0,0,0
28,1975,1975-09-28,2,24.219,BAL,,OAK,L 20-31,5,20,4.00,0,5,53,10.60,0,0,0,,0,0,0
29,1975,1975-10-05,3,24.226,BAL,@,RAM,L 13-24,9,27,3.00,0,2,35,17.50,1,0,0,,0,1,6
30,1975,1975-10-12,4,24.233,BAL,,BUF,L 31-38,10,28,2.80,0,0,0,,0,0,0,,0,0,0
31,1975,1975-10-19,5,24.240,BAL,@,NWE,L 10-21,1,6,6.00,0,0,0,,0,0,0,,0,0,0
32,1975,1975-10-26,6,24.247,BAL,@,NYJ,W 45-28,7,25,3.57,0,0,0,,0,0,0,,0,0,0
33,1975,1975-11-02,7,24.254,BAL,,CLE,W 21-7,8,32,4.00,0,2,-4,-2.00,0,0,0,,0,0,0
34,1975,1975-11-09,8,24.261,BAL,@,BUF,W 42-35,7,17,2.43,0,3,27,9.00,1,0,0,,0,1,6
35,1975,1975-11-16,9,24.268,BAL,,NYJ,W 52-19,6,18,3.00,0,2,-8,-4.00,0,0,0,,0,0,0
36,1975,1975-11-23,10,24.275,BAL,@,MIA,W 33-17,2,4,2.00,0,3,21,7.00,0,0,0,,0,0,0
37,1975,1975-11-30,11,24.282,BAL,,KAN,W 28-14,6,9,1.50,1,4,12,3.00,0,0,0,,0,1,6
38,1975,1975-12-07,12,24.289,BAL,@,NYG,W 21-0,12,18,1.50,1,4,24,6.00,0,0,0,,0,1,6
39,1975,1975-12-14,13,24.296,BAL,,MIA,W 10-7,5,17,3.40,0,2,20,10.00,0,0,0,,0,0,0
40,1975,1975-12-21,14,24.303,BAL,,NWE,W 34-21,2,6,3.00,0,3,14,4.67,0,0,0,,0,0,0
41,1976,1976-09-12,1,25.204,SEA,,STL,L 24-30,2,9,4.50,0,0,0,,0,0,0,,0,0,0
42,1976,1976-10-03,4,25.225,PHI,@,ATL,W 14-13,7,26,3.71,0,0,0,,0,0,0,,0,0,0
43,1976,1976-10-10,5,25.232,PHI,@,STL,L 14-33,8,22,2.75,1,1,14,14.00,0,0,0,,0,1,6
44,1976,1976-10-17,6,25.239,PHI,@,GNB,L 13-28,11,31,2.82,0,5,22,4.40,0,0,0,,0,0,0
45,1976,1976-10-24,7,25.246,PHI,,MIN,L 12-31,0,0,,0,0,0,,0,1,11,11.00,0,0,0
46,1976,1976-10-31,8,25.253,PHI,@,NYG,W 10-0,,,,,,,,,,,,,,
47,1976,1976-11-07,9,25.260,PHI,,STL,L 14-17,,,,,,,,,,,,,,
48,1976,1976-11-14,10,25.267,PHI,@,CLE,L 3-24,5,28,5.60,0,2,-12,-6.00,0,0,0,,0,0,0
49,1976,1976-11-21,11,25.274,PHI,,OAK,L 7-26,,,,,,,,,,,,,,
50,1976,1976-11-28,12,25.281,PHI,@,WAS,L 0-24,,,,,,,,,,,,,,
51,1976,1976-12-05,13,25.288,PHI,,DAL,L 7-26,,,,,,,,,,,,,,
52,1976,1976-12-12,14,25.295,PHI,,SEA,W 27-10,5,13,2.60,0,1,5,5.00,0,0,0,,0,0,0
