ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-27,4,22.290,STL,,ARI,L 17-20,,21,84,4.00,2,3,3,17,5.67,0,100.0%,5.67,0,0,,0,2,12
2,1998,1998-10-11,5,22.304,STL,,NYJ,W 30-10,,15,27,1.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
3,1998,1998-10-18,6,22.311,STL,@,MIA,L 0-14,,13,22,1.69,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
4,1998,1998-10-25,7,22.318,STL,,SFO,L 10-28,,12,18,1.50,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
5,1998,1998-11-01,8,22.325,STL,@,ATL,L 15-37,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
6,1998,1998-11-08,9,22.332,STL,@,CHI,W 20-12,,13,25,1.92,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
7,1998,1998-11-15,10,22.339,STL,@,NOR,L 3-24,,,,,,1,,,,,0.0%,,,,,,,
8,1998,1998-11-22,11,22.346,STL,,CAR,L 20-24,,1,8,8.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
9,1998,1998-11-29,12,22.353,STL,,ATL,L 10-21,,14,38,2.71,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,1998,1998-12-03,13,22.357,STL,@,PHI,L 14-17,,5,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
11,1998,1998-12-13,14,23.002,STL,,NWE,W 32-18,,,,,,,,,,,0.0%,,,,,,,
12,1998,1998-12-20,15,23.009,STL,@,CAR,L 13-20,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
13,1998,1998-12-27,16,23.016,STL,@,SFO,L 19-38,,,,,,,,,,,0.0%,,,,,,,
14,1999,1999-09-12,1,23.275,STL,,BAL,W 27-10,*,4,1,0.25,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
15,1999,1999-09-26,2,23.289,STL,,ATL,W 35-7,,8,24,3.00,1,2,2,42,21.00,0,100.0%,21.00,0,0,,0,1,6
16,1999,1999-10-03,3,23.296,STL,@,CIN,W 38-10,,7,20,2.86,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6
17,1999,1999-10-10,4,23.303,STL,,SFO,W 42-20,*,6,47,7.83,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
18,1999,1999-10-17,5,23.310,STL,@,ATL,W 41-13,,5,2,0.40,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,1,6
19,1999,1999-10-24,6,23.317,STL,,CLE,W 34-3,,,,,,,,,,,0.0%,,,,,,,
20,1999,1999-11-07,8,23.331,STL,@,DET,L 27-31,,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,1999,1999-11-14,9,23.338,STL,,CAR,W 35-10,*,2,4,2.00,0,2,2,46,23.00,0,100.0%,23.00,0,0,,0,0,0
22,1999,1999-11-21,10,23.345,STL,@,SFO,W 23-7,*,5,16,3.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0
23,1999,1999-11-28,11,23.352,STL,,NOR,W 43-12,*,4,24,6.00,1,3,1,10,10.00,0,33.3%,3.33,0,0,,0,1,6
24,1999,1999-12-05,12,23.359,STL,@,CAR,W 34-21,,8,10,1.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
25,1999,1999-12-12,13,24.001,STL,@,NOR,W 30-14,,1,0,0.00,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
26,1999,1999-12-19,14,24.008,STL,,NYG,W 31-10,*,8,20,2.50,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
27,1999,1999-12-26,15,24.015,STL,,CHI,W 34-12,*,3,24,8.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
28,1999,2000-01-02,16,24.022,STL,@,PHI,L 31-38,,15,86,5.73,0,7,2,20,10.00,0,28.6%,2.86,0,0,,0,0,0
29,2000,2000-09-04,1,24.268,STL,,DEN,W 41-36,,1,1,1.00,1,3,2,19,9.50,0,66.7%,6.33,0,0,,0,1,6
30,2000,2000-09-10,2,24.274,STL,@,SEA,W 37-34,*,4,17,4.25,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,1,6
31,2000,2000-09-17,3,24.281,STL,,SFO,W 41-24,*,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
32,2000,2000-09-24,4,24.288,STL,@,ATL,W 41-20,*,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
33,2000,2000-10-01,5,24.295,STL,,SDG,W 57-31,*,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
34,2000,2000-10-15,6,24.309,STL,,ATL,W 45-29,*,3,12,4.00,0,1,1,12,12.00,1,100.0%,12.00,0,0,,0,1,6
35,2000,2000-10-22,7,24.316,STL,@,KAN,L 34-54,,1,1,1.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
36,2000,2000-10-29,8,24.323,STL,@,SFO,W 34-24,,1,0,0.00,0,2,0,11,,0,0.0%,5.50,0,0,,0,0,0
37,2000,2000-11-20,11,24.345,STL,,WAS,L 20-33,,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
38,2000,2000-11-26,12,24.351,STL,,NOR,L 24-31,,1,1,1.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
39,2000,2000-12-03,13,24.358,STL,@,CAR,L 3-16,,0,0,,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
40,2000,2000-12-10,14,24.365,STL,,MIN,W 40-29,*,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
41,2000,2000-12-18,15,25.007,STL,@,TAM,L 35-38,,,,,,,,,,,0.0%,,,,,,,
42,2000,2000-12-24,16,25.013,STL,@,NOR,W 26-21,,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
43,2001,2001-09-09,1,25.272,STL,@,PHI,W 20-17,,,,,,0,,,,,0.0%,,,,,,,
44,2001,2001-09-23,2,25.286,STL,@,SFO,W 30-26,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
45,2001,2001-09-30,3,25.293,STL,,MIA,W 42-10,,,,,,0,,,,,0.0%,,,,,,,
46,2001,2001-10-08,4,25.301,STL,@,DET,W 35-0,,,,,,,,,,,0.0%,,,,,,,
47,2001,2001-10-14,5,25.307,STL,,NYG,W 15-14,,,,,,0,,,,,0.0%,,,,,,,
48,2001,2001-10-21,6,25.314,STL,@,NYJ,W 34-14,,5,30,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
49,2001,2001-10-28,7,25.321,STL,,NOR,L 31-34,,1,7,7.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
50,2001,2001-11-11,8,25.335,STL,,CAR,W 48-14,,5,0,0.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
51,2001,2001-11-18,9,25.342,STL,@,NWE,W 24-17,,,,,,0,,,,,0.0%,,,,,,,
52,2001,2001-11-26,10,25.350,STL,,TAM,L 17-24,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
53,2001,2001-12-02,11,25.356,STL,@,ATL,W 35-6,,,,,,,,,,,0.0%,,,,,,,
54,2001,2001-12-09,12,25.363,STL,,SFO,W 27-14,,,,,,0,,,,,0.0%,,,,,,,
55,2001,2001-12-17,13,26.006,STL,@,NOR,W 34-21,,,,,,0,,,,,0.0%,,,,,,,
56,2001,2001-12-23,14,26.012,STL,@,CAR,W 38-32,,,,,,0,,,,,0.0%,,,,,,,
57,2001,2001-12-30,15,26.019,STL,,IND,W 42-17,,,,,,,,,,,0.0%,,,,,,,
