ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
67,1986,1986-11-09,10,26.345,NWE,@,IND,W 30-21,,0,0,,0,0,0,,,,,,0,0,,0,5,219,43.80,0
68,1986,1986-11-16,11,26.352,NWE,@,RAM,W 30-28,,0,0,,0,0,0,,,,,,0,0,,0,6,235,39.17,0
69,1986,1986-11-23,12,26.359,NWE,,BUF,W 22-19,,0,0,,0,0,0,,,,,,0,0,,0,9,345,38.33,1
70,1986,1986-11-30,13,27.001,NWE,@,NOR,W 21-20,,0,0,,0,0,0,,,,,,0,0,,0,8,357,44.63,0
71,1986,1986-12-07,14,27.008,NWE,,CIN,L 7-31,,0,0,,0,0,0,,,,,,0,0,,0,8,316,39.50,0
72,1986,1986-12-14,15,27.015,NWE,,SFO,L 24-29,,0,0,,0,0,0,,,,,,0,0,,0,6,227,37.83,0
73,1986,1986-12-22,16,27.023,NWE,@,MIA,W 34-27,,0,0,,0,0,0,,,,,,0,0,,0,3,141,47.00,0
74,1987,1987-09-13,1,27.288,NWE,,MIA,W 28-21,,0,0,,0,0,0,,,,,,0,0,,0,4,189,47.25,0
75,1987,1987-09-21,2,27.296,NWE,@,NYJ,L 24-43,,0,0,,0,0,0,,,,,,0,0,,0,6,241,40.17,0
76,1987,1987-10-25,6,27.330,NWE,@,IND,L 16-30,,0,0,,0,0,0,,,,,,0,0,,0,4,180,45.00,1
77,1987,1987-11-01,7,27.337,NWE,,RAI,W 26-23,,0,0,,0,0,0,,,,,,0,0,,0,4,192,48.00,0
78,1987,1987-11-08,8,27.344,NWE,@,NYG,L 10-17,,0,0,,0,0,0,,,,,,0,0,,0,6,251,41.83,0
79,1987,1987-11-15,9,27.351,NWE,,DAL,L 17-23,,0,0,,0,0,0,,,,,,0,0,,0,6,211,35.17,0
80,1987,1987-11-22,10,27.358,NWE,,IND,W 24-0,,0,0,,0,0,0,,,,,,0,0,,0,8,269,33.63,0
81,1987,1987-11-29,11,28.000,NWE,,PHI,L 31-34,,0,0,,0,0,0,,,,,,0,0,,0,3,125,41.67,0
82,1987,1987-12-06,12,28.007,NWE,@,DEN,L 20-31,,0,0,,0,0,0,,,,,,1,0,0.00,0,5,241,48.20,0
83,1987,1987-12-13,13,28.014,NWE,,NYJ,W 42-20,,0,0,,0,0,0,,,,,,0,0,,0,6,249,41.50,0
84,1987,1987-12-20,14,28.021,NWE,@,BUF,W 13-7,,0,0,,0,0,0,,,,,,0,0,,0,6,195,32.50,0
85,1987,1987-12-28,15,28.029,NWE,@,MIA,W 24-10,,0,0,,0,0,0,,,,,,0,0,,0,4,146,36.50,0
86,1988,1988-09-04,1,28.280,RAM,@,GNB,W 34-7,,0,0,,0,0,0,,,,,,0,0,,0,5,182,36.40,0
87,1988,1988-09-11,2,28.287,RAM,,DET,W 17-10,,0,0,,0,0,0,,,,,,0,0,,0,5,180,36.00,0
88,1988,1988-09-18,3,28.294,RAM,@,RAI,W 22-17,,0,0,,0,0,0,,,,,,0,0,,0,7,298,42.57,0
89,1988,1988-09-25,4,28.301,RAM,@,NYG,W 45-31,,0,0,,0,0,0,,,,,,0,0,,0,4,159,39.75,0
90,1988,1988-10-02,5,28.308,RAM,,PHO,L 27-41,,0,0,,0,0,0,,,,,,0,0,,0,3,103,34.33,0
91,1988,1988-10-09,6,28.315,RAM,@,ATL,W 33-0,,0,0,,0,0,0,,,,,,0,0,,0,4,156,39.00,0
92,1988,1988-10-16,7,28.322,RAM,,SFO,L 21-24,,0,0,,0,0,0,,,,,,0,0,,0,7,307,43.86,0
93,1988,1988-10-23,8,28.329,RAM,,SEA,W 31-10,,0,0,,0,0,0,,,,,,0,0,,0,1,37,37.00,0
94,1988,1988-10-30,9,28.336,RAM,@,NOR,W 12-10,,0,0,,0,0,0,,,,,,0,0,,0,4,157,39.25,0
95,1989,1989-09-10,1,29.285,PHO,@,DET,W 16-13,,0,0,,0,0,0,,0,,,,0,0,,0,4,163,40.75,0
96,1989,1989-09-17,2,29.292,PHO,@,SEA,W 34-24,,0,0,,0,0,0,,0,,,,0,0,,0,1,46,46.00,0
97,1989,1989-09-24,3,29.299,PHO,@,NYG,L 7-35,,0,0,,0,0,0,,0,,,,0,0,,0,4,185,46.25,0
98,1989,1989-10-01,4,29.306,PHO,,SDG,L 13-24,,0,0,,0,0,0,,0,,,,0,0,,0,5,215,43.00,0
99,1989,1989-10-08,5,29.313,PHO,@,WAS,L 28-30,,0,0,,0,0,0,,0,,,,0,0,,0,5,205,41.00,0
100,1989,1989-10-15,6,29.320,PHO,,PHI,L 5-17,,0,0,,0,0,0,,0,,,,0,0,,0,6,255,42.50,0
101,1989,1989-10-22,7,29.327,PHO,,ATL,W 34-20,,0,0,,0,0,0,,0,,,,0,0,,0,2,86,43.00,0
102,1989,1989-10-29,8,29.334,PHO,@,DAL,W 19-10,,0,0,,0,0,0,,0,,,,0,0,,0,8,346,43.25,0
103,1989,1989-11-05,9,29.341,PHO,,NYG,L 13-20,,0,0,,0,0,0,,0,,,,0,0,,0,6,278,46.33,0
104,1989,1989-11-12,10,29.348,PHO,,DAL,W 24-20,,0,0,,0,0,0,,0,,,,0,0,,0,6,254,42.33,0
105,1989,1989-11-19,11,29.355,PHO,@,RAM,L 14-37,,0,0,,0,0,0,,0,,,,0,0,,0,7,340,48.57,0
106,1989,1989-11-26,12,29.362,PHO,,TAM,L 13-14,,0,0,,0,0,0,,0,,,,0,0,,0,6,264,44.00,0
107,1989,1989-12-03,13,30.004,PHO,,WAS,L 10-29,,0,0,,0,0,0,,0,,,,0,0,,0,2,90,45.00,0
108,1989,1989-12-16,15,30.017,PHO,,DEN,L 0-37,,1,1,100.00,0,0,0,79.2,0,0,0.00,0.00,0,0,,0,8,332,41.50,0
109,1989,1989-12-24,16,30.025,PHO,@,PHI,L 14-31,,0,0,,0,0,0,,0,,,,0,0,,0,6,239,39.83,0
110,1990,1990-09-09,1,30.284,PHO,@,WAS,L 0-31,,0,0,,0,0,0,,,,,,0,0,,0,4,196,49.00,0
111,1990,1990-09-16,2,30.291,PHO,@,PHI,W 23-21,,0,0,,0,0,0,,,,,,0,0,,0,4,143,35.75,0
112,1990,1990-09-23,3,30.298,PHO,@,NOR,L 7-28,,0,0,,0,0,0,,,,,,0,0,,0,3,139,46.33,0
113,1990,1990-09-30,4,30.305,PHO,,WAS,L 10-38,,0,0,,0,0,0,,,,,,0,0,,0,6,263,43.83,0
114,1990,1990-10-14,5,30.319,PHO,,DAL,W 20-3,,0,0,,0,0,0,,,,,,0,0,,0,3,125,41.67,0
115,1990,1990-10-21,6,30.326,PHO,@,NYG,L 19-20,,0,0,,0,0,0,,,,,,0,0,,0,6,274,45.67,0
116,1990,1990-10-28,7,30.333,PHO,,CHI,L 21-31,,0,0,,0,0,0,,,,,,0,0,,0,4,165,41.25,0
117,1990,1990-11-04,8,30.340,PHO,@,MIA,L 3-23,,0,0,,0,0,0,,,,,,0,0,,0,5,254,50.80,0
118,1990,1990-11-11,9,30.347,PHO,@,BUF,L 14-45,,0,0,,0,0,0,,,,,,1,-11,-11.00,0,4,98,24.50,0
119,1990,1990-11-18,10,30.354,PHO,,GNB,L 21-24,,0,0,,0,0,0,,,,,,0,0,,0,2,96,48.00,0
120,1990,1990-11-25,11,30.361,PHO,,NWE,W 34-14,,0,0,,0,0,0,,,,,,0,0,,0,2,90,45.00,0
121,1990,1990-12-02,12,31.003,PHO,,IND,W 20-17,,0,0,,0,0,0,,,,,,0,0,,0,6,268,44.67,0
122,1990,1990-12-09,13,31.010,PHO,@,ATL,W 24-13,,0,0,,0,0,0,,,,,,0,0,,0,4,145,36.25,0
123,1990,1990-12-16,14,31.017,PHO,@,DAL,L 10-41,,0,0,,0,0,0,,,,,,0,0,,0,7,316,45.14,0
124,1990,1990-12-23,15,31.024,PHO,,NYG,L 21-24,,0,0,,0,0,0,,,,,,0,0,,0,4,172,43.00,0
125,1990,1990-12-29,16,31.030,PHO,,PHI,L 21-23,,0,0,,0,0,0,,,,,,0,0,,0,3,121,40.33,0
126,1991,1991-09-01,1,31.276,PHO,@,RAM,W 24-14,,0,0,,0,0,0,,0,,,,0,0,,0,5,223,44.60,0
127,1991,1991-09-08,2,31.283,PHO,@,PHI,W 26-10,,0,0,,0,0,0,,0,,,,0,0,,0,6,257,42.83,0
128,1991,1991-09-15,3,31.290,PHO,@,WAS,L 0-34,,0,0,,0,0,0,,0,,,,0,0,,0,5,224,44.80,0
129,1991,1991-09-22,4,31.297,PHO,,DAL,L 9-17,,0,0,,0,0,0,,0,,,,0,0,,0,3,140,46.67,0
130,1991,1991-09-29,5,31.304,PHO,,NWE,W 24-10,,0,0,,0,0,0,,0,,,,0,0,,0,2,83,41.50,0
131,1991,1991-10-06,6,31.311,PHO,@,NYG,L 9-20,,0,0,,0,0,0,,0,,,,0,0,,0,1,37,37.00,0
132,1991,1991-10-13,7,31.318,PHO,@,MIN,L 7-34,,0,0,,0,0,0,,0,,,,0,0,,0,6,276,46.00,0
133,1991,1991-10-20,8,31.325,PHO,,ATL,W 16-10,,0,0,,0,0,0,,0,,,,0,0,,0,5,266,53.20,0
134,1991,1991-10-27,9,31.332,PHO,,MIN,L 0-28,,0,0,,0,0,0,,0,,,,0,0,,0,8,372,46.50,0
135,1991,1991-11-03,10,31.339,PHO,@,DAL,L 7-27,,0,0,,0,0,0,,0,,,,0,0,,0,5,159,31.80,1
136,1991,1991-11-10,11,31.346,PHO,,NYG,L 14-21,,0,0,,0,0,0,,0,,,,0,0,,0,6,291,48.50,0
137,1991,1991-11-17,12,31.353,PHO,@,SFO,L 10-14,,0,0,,0,0,0,,0,,,,0,0,,0,5,232,46.40,0
138,1991,1991-11-24,13,31.360,PHO,,PHI,L 14-34,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,4,194,48.50,0
139,1991,1991-12-08,14,32.009,PHO,,WAS,L 14-20,,0,0,,0,0,0,,0,,,,0,0,,0,7,330,47.14,0
140,1991,1991-12-15,15,32.016,PHO,@,DEN,L 19-24,,0,0,,0,0,0,,0,,,,0,0,,0,5,224,44.80,0
141,1991,1991-12-22,16,32.023,PHO,,NOR,L 3-27,,0,0,,0,0,0,,0,,,,0,0,,0,3,137,45.67,0
142,1992,1992-09-13,2,32.289,PHO,,PHI,L 14-31,,,,,,,,,,,,,,,,,,,,
143,1992,1992-09-20,3,32.296,PHO,@,DAL,L 20-31,,,,,,,,,,,,,,,,,,,,
144,1992,1992-10-04,4,32.310,PHO,,WAS,W 27-24,,0,0,,0,0,0,,,,,,0,0,,0,4,190,47.50,0
145,1992,1992-10-11,5,32.317,PHO,@,NYG,L 21-31,,,,,,,,,,,,,,,,,,,,
146,1992,1992-10-18,6,32.324,PHO,,NOR,L 21-30,,,,,,,,,,,,,,,,,,,,
147,1992,1992-10-25,7,32.331,PHO,@,PHI,L 3-7,,,,,,,,,,,,,,,,,,,,
148,1992,1992-11-01,8,32.338,PHO,,SFO,W 24-14,,,,,,,,,,,,,,,,,,,,
149,1992,1992-11-08,9,32.345,PHO,@,RAM,W 20-14,,,,,,,,,,,,,,,,,,,,
150,1992,1992-11-15,10,32.352,PHO,@,ATL,L 17-20,,,,,,,,,,,,,,,,,,,,
151,1992,1992-11-22,11,32.359,PHO,,DAL,L 10-16,,,,,,,,,,,,,,,,,,,,
152,1992,1992-11-29,12,33.000,PHO,@,WAS,L 3-41,,,,,,,,,,,,,,,,,,,,
153,1992,1992-12-06,13,33.007,PHO,,SDG,L 21-27,,,,,,,,,,,,,,,,,,,,
154,1992,1992-12-12,14,33.013,PHO,,NYG,W 19-0,,,,,,,,,,,,,,,,,,,,
155,1992,1992-12-20,15,33.021,PHO,@,IND,L 13-16,,,,,,,,,,,,,,,,,,,,
156,1992,1992-12-27,16,33.028,PHO,,TAM,L 3-7,,,,,,,,,,,,,,,,,,,,
157,1993,1993-09-05,1,33.280,PHO,@,PHI,L 17-23,,0,0,,0,0,0,,,,,,1,0,0.00,0,7,290,41.43,0
158,1993,1993-09-12,2,33.287,PHO,@,WAS,W 17-10,,0,0,,0,0,0,,,,,,0,0,,0,3,134,44.67,0
159,1993,1993-09-19,3,33.294,PHO,,DAL,L 10-17,,0,0,,0,0,0,,,,,,0,0,,0,4,170,42.50,0
160,1993,1993-09-26,4,33.301,PHO,@,DET,L 20-26,,0,0,,0,0,0,,,,,,0,0,,0,5,230,46.00,0
161,1993,1993-10-10,5,33.315,PHO,,NWE,L 21-23,,0,0,,0,0,0,,,,,,0,0,,0,7,314,44.86,0
162,1993,1993-10-17,6,33.322,PHO,,WAS,W 36-6,,0,0,,0,0,0,,,,,,0,0,,0,4,185,46.25,0
163,1993,1993-10-24,7,33.329,PHO,@,SFO,L 14-28,,0,0,,0,0,0,,,,,,0,0,,0,4,175,43.75,0
164,1993,1993-10-31,8,33.336,PHO,,NOR,L 17-20,,0,0,,0,0,0,,,,,,0,0,,0,7,342,48.86,0
165,1993,1993-11-07,9,33.343,PHO,,PHI,W 16-3,,0,0,,0,0,0,,,,,,0,0,,0,2,62,31.00,0
166,1993,1993-11-14,10,33.350,PHO,@,DAL,L 15-20,,0,0,,0,0,0,,,,,,0,0,,0,7,288,41.14,0
167,1993,1993-11-28,11,33.364,PHO,@,NYG,L 17-19,,0,0,,0,0,0,,,,,,0,0,,0,6,272,45.33,0
168,1993,1993-12-05,12,34.006,PHO,,RAM,W 38-10,,0,0,,0,0,0,,,,,,0,0,,0,2,92,46.00,0
169,1993,1993-12-12,13,34.013,PHO,,DET,L 14-21,,0,0,,0,0,0,,,,,,0,0,,0,5,209,41.80,0
170,1993,1993-12-19,14,34.020,PHO,@,SEA,W 30-27,,0,0,,0,0,0,,,,,,0,0,,0,2,96,48.00,0
171,1993,1993-12-26,15,34.027,PHO,,NYG,W 17-6,,0,0,,0,0,0,,,,,,0,0,,0,4,182,45.50,0
172,1993,1994-01-02,16,34.034,PHO,@,ATL,W 27-10,,0,0,,0,0,0,,,,,,0,0,,0,4,148,37.00,0
173,1994,1994-09-04,1,34.279,HOU,@,IND,L 21-45,,0,0,,0,0,0,,0,,,,0,0,,0,5,232,46.40,0
174,1994,1994-09-11,2,34.286,HOU,@,DAL,L 17-20,,0,0,,0,0,0,,0,,,,0,0,,0,6,260,43.33,0
175,1994,1994-09-18,3,34.293,HOU,,BUF,L 7-15,,0,0,,0,0,0,,0,,,,0,0,,0,5,230,46.00,0
176,1994,1994-09-25,4,34.300,HOU,,CIN,W 20-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,7,291,41.57,0
177,1994,1994-10-03,5,34.308,HOU,@,PIT,L 14-30,,0,0,,0,0,0,,0,,,,0,0,,0,8,349,43.63,0
178,1994,1994-10-13,6,34.318,HOU,,CLE,L 8-11,,0,0,,0,0,0,,0,,,,0,0,,0,6,235,39.17,0
179,1994,1994-10-24,7,34.329,HOU,@,PHI,L 6-21,,0,0,,0,0,0,,0,,,,0,0,,0,5,208,41.60,0
180,1994,1994-10-30,8,34.335,HOU,@,RAI,L 14-17,,0,0,,0,0,0,,0,,,,0,0,,0,7,280,40.00,0
181,1994,1994-11-06,9,34.342,HOU,,PIT,L 9-12,,0,0,,0,0,0,,0,,,,0,0,,0,11,502,45.64,0
182,1994,1994-11-13,10,34.349,HOU,@,CIN,L 31-34,,0,0,,0,0,0,,0,,,,0,0,,0,6,250,41.67,0
183,1994,1994-11-21,11,34.357,HOU,,NYG,L 10-13,,0,0,,0,0,0,,0,,,,0,0,,0,4,157,39.25,0
184,1994,1994-11-27,12,34.363,HOU,@,CLE,L 10-34,,0,0,,0,0,0,,0,,,,0,0,,0,7,301,43.00,0
185,1994,1994-12-04,13,35.005,HOU,,ARI,L 12-30,,0,0,,0,0,0,,0,,,,0,0,,0,5,227,45.40,0
186,1994,1994-12-11,14,35.012,HOU,,SEA,L 14-16,,0,0,,0,0,0,,0,,,,0,0,,0,6,250,41.67,0
187,1994,1994-12-18,15,35.019,HOU,@,KAN,L 9-31,,0,0,,0,0,0,,0,,,,0,0,,0,4,167,41.75,0
188,1994,1994-12-24,16,35.025,HOU,,NYJ,W 24-10,,0,0,,0,0,0,,0,,,,0,0,,0,4,176,44.00,0
189,1995,1995-09-03,1,35.278,HOU,@,JAX,W 10-3,,0,0,,0,0,0,,0,,,,0,0,,0,9,400,44.44,0
190,1995,1995-09-10,2,35.285,HOU,,PIT,L 17-34,,0,0,,0,0,0,,0,,,,0,0,,0,5,213,42.60,0
191,1995,1995-09-17,3,35.292,HOU,,CLE,L 7-14,,0,0,,0,0,0,,0,,,,0,0,,0,4,144,36.00,0
192,1995,1995-09-24,4,35.299,HOU,@,CIN,W 38-28,,0,0,,0,0,0,,0,,,,0,0,,0,4,135,33.75,0
193,1995,1995-10-01,5,35.306,HOU,,JAX,L 16-17,,0,0,,0,0,0,,0,,,,0,0,,0,4,179,44.75,0
194,1995,1995-10-08,6,35.313,HOU,@,MIN,L 17-23,,0,0,,0,0,0,,0,,,,0,0,,0,5,199,39.80,0
195,1995,1995-10-22,7,35.327,HOU,@,CHI,L 32-35,,0,0,,0,0,0,,0,,,,0,0,,0,3,135,45.00,0
196,1995,1995-10-29,8,35.334,HOU,,TAM,W 19-7,,0,0,,0,0,0,,0,,,,0,0,,0,2,84,42.00,0
197,1995,1995-11-05,9,35.341,HOU,@,CLE,W 37-10,,0,0,,0,0,0,,0,,,,0,0,,0,2,85,42.50,0
198,1995,1995-11-12,10,35.348,HOU,,CIN,L 25-32,,0,0,,0,0,0,,0,,,,0,0,,0,4,155,38.75,1
199,1995,1995-11-19,11,35.355,HOU,@,KAN,L 13-20,,0,0,,0,0,0,,0,,,,0,0,,0,6,254,42.33,0
200,1995,1995-11-26,12,35.362,HOU,,DEN,W 42-33,,0,0,,0,0,0,,0,,,,0,0,,0,2,81,40.50,0
201,1995,1995-12-03,13,36.004,HOU,@,PIT,L 7-21,,0,0,,0,0,0,,0,,,,0,0,,0,11,409,37.18,0
202,1995,1995-12-10,14,36.011,HOU,,DET,L 17-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,4,157,39.25,0
203,1995,1995-12-17,15,36.018,HOU,,NYJ,W 23-6,,0,0,,0,0,0,,0,,,,0,0,,0,5,238,47.60,0
