ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,22.101,IND,,CLE,W 14-3,,,,,,,,,,,,,,,
2,1992,1992-09-13,2,22.108,IND,,HOU,L 10-20,,,,,,,,,,,,,,,
3,1992,1992-09-20,3,22.115,IND,@,BUF,L 0-38,,,,,,,,,,,,,,,
4,1992,1992-10-04,4,22.129,IND,@,TAM,W 24-14,,,,,,,,,,,,,,,
5,1992,1992-10-11,5,22.136,IND,,NYJ,W 6-3,,,,,,,,,,,,,,,
6,1992,1992-10-18,6,22.143,IND,,SDG,L 14-34,,0,0,,0,0,0,,0,0,0,0.0,1,21,0
7,1992,1992-10-25,7,22.150,IND,@,MIA,W 31-20,,,,,,,,,,,,,,,
8,1992,1992-11-01,8,22.157,IND,@,SDG,L 0-26,,,,,,,,,,,,,,,
9,1992,1992-11-08,9,22.164,IND,,MIA,L 0-28,,,,,,,,,,,,,,,
10,1992,1992-11-15,10,22.171,IND,,NWE,L 34-37,,,,,,,,,,,,,,,
11,1992,1992-11-22,11,22.178,IND,@,PIT,L 14-30,,0,0,,0,0,0,,0,0,0,0.0,1,-1,0
12,1992,1992-11-29,12,22.185,IND,,BUF,W 16-13,,0,0,,0,0,0,,0,0,0,0.0,1,7,0
13,1992,1992-12-06,13,22.192,IND,@,NWE,W 6-0,,,,,,,,,,,,,,,
14,1992,1992-12-13,14,22.199,IND,@,NYJ,W 10-6,,,,,,,,,,,,,,,
15,1992,1992-12-20,15,22.206,IND,,PHO,W 16-13,,,,,,,,,,,,,,,
16,1992,1992-12-27,16,22.213,IND,@,CIN,W 21-17,,,,,,,,,,,,,,,
17,1993,1993-09-05,1,23.100,IND,,MIA,L 20-24,,0,0,,0,0,0,,0,0,0,0.0,1,11,0
18,1993,1993-09-12,2,23.107,IND,@,CIN,W 9-6,,,,,,,,,,,,,,,
19,1993,1993-09-26,3,23.121,IND,,CLE,W 23-10,,,,,,,,,,,,,,,
20,1993,1993-10-03,4,23.128,IND,@,DEN,L 13-35,,,,,,,,,,,,,,,
21,1993,1993-10-10,5,23.135,IND,,DAL,L 3-27,,,,,,,,,,,,,,,
22,1993,1993-10-24,6,23.149,IND,@,MIA,L 27-41,,,,,,,,,,,,,,,
23,1993,1993-10-31,7,23.156,IND,,NWE,W 9-6,,,,,,,,,,,,,,,
24,1993,1993-11-07,8,23.163,IND,@,WAS,L 24-30,,,,,,,,,,,,,,,
25,1993,1993-11-14,9,23.170,IND,,NYJ,L 17-31,,,,,,,,,,,,,,,
26,1993,1993-11-21,10,23.177,IND,@,BUF,L 9-23,,,,,,,,,,,,,,,
27,1993,1993-11-29,11,23.185,IND,,SDG,L 0-31,,,,,,,,,,,,,,,
28,1993,1993-12-05,12,23.191,IND,@,NYJ,W 9-6,,,,,,,,,,,,,,,
29,1993,1993-12-12,13,23.198,IND,@,NYG,L 6-20,,,,,,,,,,,,,,,
30,1993,1993-12-19,14,23.205,IND,,PHI,L 10-20,,,,,,,,,,,,,0,3,0
31,1993,1993-12-26,15,23.212,IND,@,NWE,L 0-38,,,,,,,,,,,,,,,
32,1993,1994-01-02,16,23.219,IND,,BUF,L 10-30,,,,,,,,,,,,,,,
33,1994,1994-09-18,3,24.113,IND,@,PIT,L 21-31,,,,,,,,,,,,,,,
34,1994,1994-09-25,4,24.120,IND,,CLE,L 14-21,,,,,,,,,,,,,,,
35,1994,1994-10-02,5,24.127,IND,,SEA,W 17-15,,,,,,,,,,,,,,,
36,1994,1994-10-09,6,24.134,IND,@,NYJ,L 6-16,,,,,,,,,,,,,,,
37,1994,1994-10-16,7,24.141,IND,@,BUF,W 27-17,,,,,,,,,,,,,,,
38,1994,1994-10-23,8,24.148,IND,,WAS,L 27-41,,,,,,,,,,,,,,,
39,1994,1994-11-06,10,24.162,IND,@,MIA,L 21-22,,,,,,,,,,,,,,,
40,1994,1994-11-20,11,24.176,IND,@,CIN,W 17-13,,,,,,,,,,,,,,,
41,1994,1994-11-27,12,24.183,IND,,NWE,L 10-12,,,,,,,,,,,,,,,
42,1994,1994-12-04,13,24.190,IND,@,SEA,W 31-19,,,,,,,,,,,,,,,
43,1994,1994-12-11,14,24.197,IND,@,NWE,L 13-28,,,,,,,,,,,,,,,
44,1994,1994-12-18,15,24.204,IND,,MIA,W 10-6,,,,,,,,,,,,,,,
45,1994,1994-12-24,16,24.210,IND,,BUF,W 10-9,,0,0,,0,0,0,,0,0,0,0.0,1,31,0
46,1995,1995-09-03,1,25.098,IND,,CIN,L 21-24,,0,0,,0,,,,,,,,,,
47,1995,1995-09-10,2,25.105,IND,@,NYJ,W 27-24,,0,0,,0,,,,,,,,,,
48,1995,1995-09-17,3,25.112,IND,@,BUF,L 14-20,,0,0,,0,,,,,,,,,,
49,1995,1995-10-01,4,25.126,IND,,STL,W 21-18,,0,0,,0,,,,,,,,,,
50,1995,1995-10-08,5,25.133,IND,@,MIA,W 27-24,,0,0,,0,,,,,,,,,,
51,1995,1995-10-15,6,25.140,IND,,SFO,W 18-17,,0,0,,0,,,,,,,,,,
52,1995,1995-10-22,7,25.147,IND,@,OAK,L 17-30,,0,0,,0,,,,,,,,,,
53,1995,1995-10-29,8,25.154,IND,,NYJ,W 17-10,,0,0,,0,,,,,,,,,,
54,1995,1995-11-05,9,25.161,IND,,BUF,L 10-16,,0,0,,0,,,,,,,,,,
55,1995,1995-11-12,10,25.168,IND,@,NOR,L 14-17,,0,0,,0,,,,,,,,,,
56,1995,1995-11-19,11,25.175,IND,@,NWE,W 24-10,,0,0,,0,,,,,,,,,,
57,1995,1995-11-26,12,25.182,IND,,MIA,W 36-28,,0,0,,0,,,,,,,,,,
58,1995,1995-12-03,13,25.189,IND,@,CAR,L 10-13,,0,0,,0,,,,,,,,,,
59,1995,1995-12-10,14,25.196,IND,@,JAX,W 41-31,,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0
60,1995,1995-12-17,15,25.203,IND,,SDG,L 24-27,,0,0,,0,,,,,,,,,,
61,1995,1995-12-23,16,25.209,IND,,NWE,W 10-7,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
62,1996,1996-09-01,1,26.096,IND,,ARI,W 20-13,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
63,1996,1996-09-08,2,26.103,IND,@,NYJ,W 21-7,,,,,,,,,,,,,,,
64,1996,1996-09-15,3,26.110,IND,@,DAL,W 25-24,,,,,,,,,,,,,,,
65,1996,1996-09-23,4,26.118,IND,,MIA,W 10-6,,,,,,,,,,,,,,,
66,1996,1996-10-06,5,26.131,IND,@,BUF,L 13-16,,,,,,,,,,,,,,,
67,1996,1996-10-13,6,26.138,BAL,@,IND,L 21-26,,,,,,,,,,,,,,,
68,1996,1996-10-20,7,26.145,IND,,NWE,L 9-27,,,,,,,,,,,,,,,
69,1996,1996-10-27,8,26.152,IND,@,WAS,L 16-31,,,,,,,,,,,,,,,
70,1996,1996-11-03,9,26.159,IND,,SDG,L 19-26,,,,,,,,,,,,,,,
71,1996,1996-11-10,10,26.166,IND,@,MIA,L 13-37,,,,,,,,,,,,,,,
72,1996,1996-11-17,11,26.173,IND,,NYJ,W 34-29,,0,0,,0,0,0,,0,0,0,0.0,1,15,0
73,1996,1996-11-24,12,26.180,IND,@,NWE,L 13-27,,,,,,,,,,,,,,,
74,1996,1996-12-01,13,26.187,IND,,BUF,W 13-10,,,,,,,,,,,,,,,
75,1996,1996-12-05,14,26.191,IND,,PHI,W 37-10,,0,0,,0,0,0,,0,1,6,0.0,2,45,1
76,1996,1996-12-15,15,26.201,IND,@,KAN,W 24-19,,,,,,,,,,,,,,,
77,1996,1996-12-22,16,26.208,IND,@,CIN,L 24-31,,0,0,,0,0,0,,0,1,6,0.0,1,21,1
78,1997,1997-08-31,1,27.095,IND,@,MIA,L 10-16,,,,,,,,,,,,,,,
79,1997,1997-09-07,2,27.102,IND,,NWE,L 6-31,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
80,1997,1997-09-14,3,27.109,IND,,SEA,L 3-31,,,,,,,,,,,,,,,
81,1997,1997-09-21,4,27.116,IND,@,BUF,L 35-37,,,,,,,,,,,,,,,
82,1997,1997-10-05,5,27.130,IND,,NYJ,L 12-16,,,,,,,,,,,,,,,
83,1997,1997-10-12,6,27.137,IND,@,PIT,L 22-24,,0,0,,0,0,0,,0,0,0,0.0,1,37,0
84,1997,1997-10-20,7,27.145,IND,,BUF,L 6-9,,,,,,,,,,,,,,,
85,1997,1997-10-26,8,27.151,IND,@,SDG,L 19-35,,,,,,,,,,,,,,,
86,1997,1997-11-02,9,27.158,IND,,TAM,L 28-31,,,,,,,,,,,,,,,
87,1997,1997-11-09,10,27.165,IND,,CIN,L 13-28,,,,,,,,,,,,,,,
88,1997,1997-11-16,11,27.172,IND,,GNB,W 41-38,,,,,,,,,,,,,0,50,1
89,1997,1997-11-23,12,27.179,IND,@,DET,L 10-32,,,,,,,,,,,,,,,
90,1997,1997-11-30,13,27.186,IND,@,NWE,L 17-20,,,,,,,,,,,,,,,
91,1997,1997-12-07,14,27.193,IND,@,NYJ,W 22-14,,,,,,,,,,,,,,,
92,1997,1997-12-14,15,27.200,IND,,MIA,W 41-0,,,,,,,,,,,,,,,
93,1997,1997-12-21,16,27.207,IND,@,MIN,L 28-39,,0,0,,0,0,0,,0,0,0,0.0,1,34,0
94,1998,1998-09-06,1,28.101,IND,,MIA,L 15-24,,,,,,,,,,,,,,,
95,1998,1998-09-13,2,28.108,IND,@,NWE,L 6-29,,,,,,,,,,,,,,,
96,1998,1998-09-20,3,28.115,IND,@,NYJ,L 6-44,,,,,,,,,,,,,,,
97,1998,1998-09-27,4,28.122,IND,,NOR,L 13-19,,,,,,,,,,,,,,,
98,1998,1998-10-04,5,28.129,IND,,SDG,W 17-12,,,,,,,,,,,,,,,
99,1998,1998-10-11,6,28.136,IND,,BUF,L 24-31,,,,,,,,,,,,,,,
100,1998,1998-10-18,7,28.143,IND,@,SFO,L 31-34,,0,0,,0,1,53,53.00,0,0,0,0.0,0,0,0
101,1998,1998-11-01,8,28.157,IND,,NWE,L 16-21,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
102,1998,1998-11-08,9,28.164,IND,@,MIA,L 14-27,,,,,,,,,,,,,,,
103,1998,1998-11-15,10,28.171,IND,,NYJ,W 24-23,,0,0,,0,0,0,,0,0,0,0.0,1,19,0
104,1998,1998-11-22,11,28.178,IND,@,BUF,L 11-34,,,,,,,,,,,,,,,
105,1998,1998-12-06,13,28.192,IND,@,ATL,L 21-28,,,,,,,,,,,,,,,
106,1998,1998-12-13,14,28.199,IND,,CIN,W 39-26,,,,,,,,,,,,,,,
107,1998,1998-12-20,15,28.206,IND,@,SEA,L 23-27,,,,,,,,,,,,,,,
108,1998,1998-12-27,16,28.213,IND,,CAR,L 19-27,,,,,,,,,,,,,,,
109,1999,1999-09-12,1,29.107,IND,,BUF,W 31-14,*,,,,,,,,,,,,,,
110,1999,1999-09-19,2,29.114,IND,@,NWE,L 28-31,*,,,,,,,,,,,,,,
111,1999,1999-09-26,3,29.121,IND,@,SDG,W 27-19,*,,,,,,,,,,,,,,
112,1999,1999-10-10,4,29.135,IND,,MIA,L 31-34,*,,,,,,,,,,,,,,
113,1999,1999-10-17,5,29.142,IND,@,NYJ,W 16-13,*,,,,,,,,,,,,,,
114,1999,1999-10-24,6,29.149,IND,,CIN,W 31-10,*,,,,,,,,,,,,,,
115,1999,1999-10-31,7,29.156,IND,,DAL,W 34-24,*,,,,,,,,,,,,,,
116,1999,1999-11-07,8,29.163,IND,,KAN,W 25-17,*,,,,,,,,,,,,,,
117,1999,1999-11-14,9,29.170,IND,@,NYG,W 27-19,*,,,,,,,,,,,,,,
118,1999,1999-11-21,10,29.177,IND,@,PHI,W 44-17,*,0,0,,0,0,0,,0,0,0,1.0,0,0,0
119,1999,1999-11-28,11,29.184,IND,,NYJ,W 13-6,*,,,,,,,,,,,,,,
120,1999,1999-12-05,12,29.191,IND,@,MIA,W 37-34,*,,,,,,,,,,,,,,
121,1999,1999-12-12,13,29.198,IND,,NWE,W 20-15,*,,,,,,,,,,,,,,
122,1999,1999-12-19,14,29.205,IND,,WAS,W 24-21,*,,,,,,,,,,,,,,
123,1999,1999-12-26,15,29.212,IND,@,CLE,W 29-28,*,,,,,,,,,,,,,,
124,1999,2000-01-02,16,29.219,IND,@,BUF,L 6-31,*,,,,,,,,,,,,,,
125,2000,2000-09-03,1,30.098,IND,@,KAN,W 27-14,,,,,,,,,,,,,,,
126,2000,2000-09-10,2,30.105,IND,,OAK,L 31-38,*,,,,,,,,,,,,,,
127,2000,2000-09-25,3,30.120,IND,,JAX,W 43-14,*,0,0,,0,0,0,,0,0,0,1.0,0,0,0
