ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
23,1999,1999-11-14,9,29.235,IND,@,NYG,W 27-19,,3,3,100.0,2,2,100.0,0,9,0,0,,0
24,1999,1999-11-21,10,29.242,IND,@,PHI,W 44-17,,5,5,100.0,3,3,100.0,0,14,0,0,,0
25,1999,1999-11-28,11,29.249,IND,,NYJ,W 13-6,,1,1,100.0,2,2,100.0,0,7,0,0,,0
26,1999,1999-12-05,12,29.256,IND,@,MIA,W 37-34,,4,4,100.0,3,3,100.0,0,13,0,0,,0
27,1999,1999-12-12,13,29.263,IND,,NWE,W 20-15,,2,2,100.0,2,2,100.0,0,8,0,0,,0
28,1999,1999-12-19,14,29.270,IND,,WAS,W 24-21,,3,3,100.0,1,1,100.0,0,6,0,0,,0
29,1999,1999-12-26,15,29.277,IND,@,CLE,W 29-28,,2,2,100.0,3,3,100.0,0,11,0,0,,0
30,1999,2000-01-02,16,29.284,IND,@,BUF,L 6-31,,,,,2,2,100.0,0,6,0,0,,0
31,2000,2000-09-03,1,30.163,IND,@,KAN,W 27-14,,3,3,100.0,2,2,100.0,0,9,0,0,,0
32,2000,2000-09-10,2,30.170,IND,,OAK,L 31-38,,4,4,100.0,1,2,50.0,0,7,0,0,,0
33,2000,2000-09-25,3,30.185,IND,,JAX,W 43-14,,5,5,100.0,2,2,100.0,0,11,0,0,,0
34,2000,2000-10-01,4,30.191,IND,@,BUF,W 18-16,,1,1,100.0,1,1,100.0,0,4,0,0,,0
35,2000,2000-10-08,5,30.198,IND,@,NWE,L 16-24,,1,1,100.0,3,3,100.0,0,10,0,0,,0
36,2000,2000-10-15,6,30.205,IND,@,SEA,W 37-24,,4,4,100.0,3,3,100.0,0,13,0,0,,0
37,2000,2000-10-22,7,30.212,IND,,NWE,W 30-23,,3,3,100.0,1,1,100.0,0,6,0,0,,0
38,2000,2000-10-29,8,30.219,IND,,DET,W 30-18,,4,4,100.0,,,,0,4,,,,
39,2000,2000-11-05,9,30.226,IND,@,CHI,L 24-27,,1,1,100.0,1,1,100.0,0,4,0,0,,0
40,2000,2000-11-12,10,30.233,IND,,NYJ,W 23-15,,2,2,100.0,3,3,100.0,0,11,0,0,,0
41,2000,2000-11-19,11,30.240,IND,@,GNB,L 24-26,,3,3,100.0,1,1,100.0,0,6,0,0,,0
42,2000,2000-11-26,12,30.247,IND,,MIA,L 14-17,,2,2,100.0,,1,0.0,0,2,0,0,,0
43,2000,2000-12-03,13,30.254,IND,@,NYJ,L 17-27,,2,2,100.0,1,1,100.0,0,5,0,0,,0
44,2000,2000-12-11,14,30.262,IND,,BUF,W 44-20,,5,5,100.0,3,3,100.0,0,14,0,0,,0
45,2000,2000-12-17,15,30.268,IND,@,MIA,W 20-13,,2,2,100.0,2,2,100.0,0,8,0,0,,0
46,2000,2000-12-24,16,30.275,IND,,MIN,W 31-10,,4,4,100.0,1,1,100.0,0,7,0,0,,0
47,2001,2001-09-09,1,31.169,IND,@,NYJ,W 45-24,,6,6,100.0,1,1,100.0,0,9,0,0,,0
48,2001,2001-09-23,2,31.183,IND,,BUF,W 42-26,,6,6,100.0,,1,0.0,0,6,0,0,,0
49,2001,2001-09-30,3,31.190,IND,@,NWE,L 13-44,,1,1,100.0,,,,0,1,,,,
50,2001,2001-10-14,4,31.204,IND,,OAK,L 18-23,,,1,0.0,2,2,100.0,0,6,0,0,,0
51,2001,2001-10-21,5,31.211,IND,,NWE,L 17-38,,,,,3,5,60.0,0,9,0,0,,0
52,2001,2001-10-25,6,31.215,IND,@,KAN,W 35-28,,3,3,100.0,2,3,66.7,0,9,0,0,,0
53,2001,2001-11-04,7,31.225,IND,@,BUF,W 30-14,,3,3,100.0,3,3,100.0,0,12,0,0,,0
54,2001,2001-11-11,8,31.232,IND,,MIA,L 24-27,,3,3,100.0,1,1,100.0,0,6,0,0,,0
55,2001,2001-11-18,9,31.239,IND,@,NOR,L 20-34,,2,2,100.0,2,2,100.0,0,8,0,0,,0
56,2001,2001-11-25,10,31.246,IND,,SFO,L 21-40,,3,3,100.0,,1,0.0,0,3,0,0,,0
57,2001,2001-12-02,11,31.253,IND,@,BAL,L 27-39,,3,3,100.0,2,2,100.0,0,9,0,0,,0
58,2001,2001-12-10,12,31.261,IND,@,MIA,L 6-41,,,,,2,2,100.0,0,6,0,0,,0
59,2001,2001-12-16,13,31.267,IND,,ATL,W 41-27,,5,5,100.0,2,2,100.0,0,11,0,0,,0
60,2001,2001-12-23,14,31.274,IND,,NYJ,L 28-29,,2,2,100.0,2,3,66.7,0,8,0,0,,0
61,2001,2001-12-30,15,31.281,IND,@,STL,L 17-42,,2,2,100.0,1,1,100.0,0,5,0,0,,0
62,2001,2002-01-06,16,31.288,IND,,DEN,W 29-10,,2,2,100.0,5,5,100.0,0,17,0,0,,0
63,2002,2002-09-08,1,32.168,IND,@,JAX,W 28-25,,4,4,100.0,,1,0.0,0,4,0,0,,0
64,2002,2002-09-15,2,32.175,IND,,MIA,L 13-21,,1,1,100.0,2,2,100.0,0,7,0,0,,0
65,2002,2002-09-22,3,32.182,IND,@,HOU,W 23-3,,2,2,100.0,3,4,75.0,0,11,0,0,,0
66,2002,2002-10-06,4,32.196,IND,,CIN,W 28-21,,4,4,100.0,,,,0,4,,,,
67,2002,2002-10-13,5,32.203,IND,,BAL,W 22-20,,1,1,100.0,5,5,100.0,0,16,0,0,,0
68,2002,2002-10-21,6,32.211,IND,@,PIT,L 10-28,,1,1,100.0,1,2,50.0,0,4,0,0,,0
69,2002,2002-10-27,7,32.217,IND,@,WAS,L 21-26,,1,1,100.0,,,,0,1,,,,
70,2002,2002-11-03,8,32.224,IND,,TEN,L 15-23,,1,1,100.0,,1,0.0,0,1,0,0,,0
71,2002,2002-11-10,9,32.231,IND,@,PHI,W 35-13,,5,5,100.0,,1,0.0,0,5,0,0,,0
72,2002,2002-11-17,10,32.238,IND,,DAL,W 20-3,,2,2,100.0,2,4,50.0,0,8,0,0,,0
73,2002,2002-11-24,11,32.245,IND,@,DEN,W 23-20,,2,2,100.0,3,3,100.0,0,11,0,0,,0
74,2002,2002-12-01,12,32.252,IND,,HOU,W 19-3,,1,1,100.0,2,2,100.0,0,7,0,0,,0
75,2002,2002-12-08,13,32.259,IND,@,TEN,L 17-27,,2,2,100.0,1,2,50.0,0,5,0,0,,0
76,2002,2002-12-15,14,32.266,IND,@,CLE,W 28-23,,4,4,100.0,,,,0,4,,,,
77,2002,2002-12-22,15,32.273,IND,,NYG,L 27-44,,1,1,100.0,2,2,100.0,0,7,0,0,,0
78,2002,2002-12-29,16,32.280,IND,,JAX,W 20-13,,2,2,100.0,2,2,100.0,0,8,0,0,,0
79,2003,2003-09-07,1,33.167,IND,@,CLE,W 9-6,,,,,3,3,100.0,0,9,0,0,,0
80,2003,2003-09-14,2,33.174,IND,,TEN,W 33-7,,3,3,100.0,4,4,100.0,0,15,0,0,,0
81,2003,2003-09-21,3,33.181,IND,,JAX,W 23-13,,2,2,100.0,3,3,100.0,0,11,0,0,,0
82,2003,2003-09-28,4,33.188,IND,@,NOR,W 55-21,,7,7,100.0,2,2,100.0,0,13,0,0,,0
83,2003,2003-10-06,5,33.196,IND,@,TAM,W 38-35,,5,5,100.0,1,1,100.0,0,8,0,0,,0
84,2003,2003-10-12,6,33.202,IND,,CAR,L 20-23,,2,2,100.0,2,2,100.0,0,8,0,0,,0
85,2003,2003-10-26,7,33.216,IND,,HOU,W 30-21,,3,3,100.0,3,3,100.0,0,12,0,0,,0
86,2003,2003-11-02,8,33.223,IND,@,MIA,W 23-17,,2,2,100.0,3,3,100.0,0,11,0,0,,0
87,2003,2003-11-09,9,33.230,IND,@,JAX,L 23-28,,2,2,100.0,3,3,100.0,0,11,0,0,,0
88,2003,2003-11-16,10,33.237,IND,,NYJ,W 38-31,,5,5,100.0,1,1,100.0,0,8,0,0,,0
89,2003,2003-11-23,11,33.244,IND,@,BUF,W 17-14,,,,,1,1,100.0,0,3,0,0,,0
90,2003,2003-11-30,12,33.251,IND,,NWE,L 34-38,,4,4,100.0,2,2,100.0,0,10,0,0,,0
91,2003,2003-12-07,13,33.258,IND,@,TEN,W 29-27,,2,2,100.0,5,5,100.0,0,17,0,0,,0
92,2003,2003-12-14,14,33.265,IND,,ATL,W 38-7,,5,5,100.0,1,1,100.0,0,8,0,0,,0
93,2003,2003-12-21,15,33.272,IND,,DEN,L 17-31,,2,2,100.0,1,1,100.0,0,5,0,0,,0
94,2003,2003-12-28,16,33.279,IND,@,HOU,W 20-17,,2,2,100.0,2,2,100.0,0,8,1,29,29.00,0
95,2004,2004-09-09,1,34.169,IND,@,NWE,L 24-27,,3,3,100.0,1,2,50.0,0,6,0,0,,0
96,2004,2004-09-19,2,34.179,IND,@,TEN,W 31-17,,4,4,100.0,1,1,100.0,0,7,0,0,,0
97,2004,2004-09-26,3,34.186,IND,,GNB,W 45-31,,6,6,100.0,1,1,100.0,0,9,0,0,,0
98,2004,2004-10-03,4,34.193,IND,@,JAX,W 24-17,,3,3,100.0,1,1,100.0,0,6,0,0,,0
99,2004,2004-10-24,6,34.214,IND,,JAX,L 24-27,,3,3,100.0,1,1,100.0,0,6,0,0,,0
100,2004,2004-10-31,7,34.221,IND,@,KAN,L 35-45,,5,5,100.0,,1,0.0,0,5,0,0,,0
101,2004,2004-11-08,8,34.229,IND,,MIN,W 31-28,,4,4,100.0,1,1,100.0,0,7,0,0,,0
102,2004,2004-11-14,9,34.235,IND,,HOU,W 49-14,,7,7,100.0,,1,0.0,0,7,0,0,,0
103,2004,2004-11-21,10,34.242,IND,@,CHI,W 41-10,,5,5,100.0,2,2,100.0,0,11,0,0,,0
104,2004,2004-11-25,11,34.246,IND,@,DET,W 41-9,,5,6,83.3,,,,0,5,,,,
105,2004,2004-12-05,12,34.256,IND,,TEN,W 51-24,,6,6,100.0,3,3,100.0,0,15,0,0,,0
106,2004,2004-12-12,13,34.263,IND,@,HOU,W 23-14,,2,2,100.0,3,3,100.0,0,11,0,0,,0
107,2004,2004-12-19,14,34.270,IND,,BAL,W 20-10,,2,2,100.0,2,3,66.7,0,8,0,0,,0
108,2004,2004-12-26,15,34.277,IND,,SDG,W 34-31,,2,2,100.0,4,5,80.0,0,14,0,0,,0
109,2004,2005-01-02,16,34.284,IND,@,DEN,L 14-33,,2,2,100.0,,,,0,2,,,,
110,2005,2005-09-11,1,35.171,IND,@,BAL,W 24-7,,3,3,100.0,1,1,100.0,0,6,0,0,,0
111,2005,2005-09-18,2,35.178,IND,,JAX,W 10-3,,1,1,100.0,1,1,100.0,0,4,0,0,,0
112,2005,2005-09-25,3,35.185,IND,,CLE,W 13-6,,1,1,100.0,2,2,100.0,0,7,0,0,,0
113,2005,2005-10-02,4,35.192,IND,@,TEN,W 31-10,,4,4,100.0,1,1,100.0,0,7,0,0,,0
114,2005,2005-10-09,5,35.199,IND,@,SFO,W 28-3,,4,4,100.0,,,,0,4,,,,
115,2005,2005-10-17,6,35.207,IND,,STL,W 45-28,,6,6,100.0,1,2,50.0,0,9,0,0,,0
116,2005,2005-10-23,7,35.213,IND,@,HOU,W 38-20,,5,5,100.0,1,1,100.0,0,8,0,0,,0
117,2005,2005-11-07,8,35.228,IND,@,NWE,W 40-21,,4,4,100.0,2,2,100.0,0,10,0,0,,0
118,2005,2005-11-13,9,35.234,IND,,HOU,W 31-17,,4,4,100.0,1,1,100.0,0,7,0,0,,0
119,2005,2005-11-20,10,35.241,IND,@,CIN,W 45-37,,6,6,100.0,1,1,100.0,0,9,0,0,,0
120,2005,2005-11-28,11,35.249,IND,,PIT,W 26-7,,2,2,100.0,4,4,100.0,0,14,0,0,,0
121,2005,2005-12-04,12,35.255,IND,,TEN,W 35-3,,5,5,100.0,,,,0,5,,,,
122,2005,2005-12-11,13,35.262,IND,@,JAX,W 26-18,,2,2,100.0,4,4,100.0,0,14,0,0,,0
123,2005,2005-12-18,14,35.269,IND,,SDG,L 17-26,,2,2,100.0,1,1,100.0,0,5,0,0,,0
124,2005,2005-12-24,15,35.275,IND,@,SEA,L 13-28,,1,1,100.0,2,3,66.7,0,7,0,0,,0
125,2005,2006-01-01,16,35.283,IND,,ARI,W 17-13,,2,2,100.0,1,1,100.0,0,5,0,0,,0
126,2006,2006-09-17,2,36.177,DAL,,WAS,W 27-10,,3,3,100.0,2,2,100.0,0,9,0,0,,0
127,2006,2006-10-01,3,36.191,DAL,@,TEN,W 45-14,,6,6,100.0,1,2,50.0,0,9,0,0,,0
128,2006,2006-10-08,4,36.198,DAL,@,PHI,L 24-38,,3,3,100.0,1,1,100.0,0,6,0,0,,0
129,2006,2006-10-15,5,36.205,DAL,,HOU,W 34-6,,4,4,100.0,2,2,100.0,0,10,0,0,,0
130,2006,2006-10-23,6,36.213,DAL,,NYG,L 22-36,,2,2,100.0,,,,0,2,,,,
131,2006,2006-10-29,7,36.219,DAL,@,CAR,W 35-14,,3,3,100.0,2,3,66.7,0,9,0,0,,0
132,2006,2006-11-05,8,36.226,DAL,@,WAS,L 19-22,,1,1,100.0,2,3,66.7,0,7,0,0,,0
133,2006,2006-11-12,9,36.233,DAL,@,ARI,W 27-10,,3,3,100.0,2,2,100.0,0,9,0,0,,0
134,2006,2006-11-19,10,36.240,DAL,,IND,W 21-14,,3,3,100.0,,2,0.0,0,3,0,0,,0
135,2006,2006-11-23,11,36.244,DAL,,TAM,W 38-10,,5,5,100.0,1,1,100.0,0,8,0,0,,0
