ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2016,2016-12-24,15,22.187,ARI,@,SEA,W 34-31,*,0.0,1,1,0,0,0
2,2016,2017-01-01,16,22.195,ARI,@,LAR,W 44-6,*,0.0,4,0,1,52,0
3,2017,2017-11-26,11,23.159,ARI,,JAX,W 27-24,,0.0,0,0,0,0,0
4,2017,2017-12-10,13,23.173,ARI,,TEN,W 12-7,,0.0,0,0,0,0,0
5,2017,2017-12-17,14,23.180,ARI,@,WAS,L 15-20,,0.0,0,0,0,0,0
6,2017,2017-12-24,15,23.187,ARI,,NYG,W 23-0,,0.0,0,0,0,0,0
7,2017,2017-12-31,16,23.194,ARI,@,SEA,W 26-24,,0.0,4,2,0,0,0
