ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1961,1961-11-05,8,22.200,RAM,,MIN,W 31-17,1,1,1.00,0
2,1970,1970-09-18,1,31.152,RAM,,STL,W 34-13,,,,
3,1970,1970-09-27,2,31.161,RAM,@,BUF,W 19-0,,,,
4,1970,1970-10-04,3,31.168,RAM,,SDG,W 37-10,,,,
5,1970,1970-10-11,4,31.175,RAM,,SFO,L 6-20,,,,
6,1970,1970-10-18,5,31.182,RAM,@,GNB,W 31-21,,,,
7,1970,1970-10-26,6,31.190,RAM,@,MIN,L 3-13,,,,
8,1970,1970-11-01,7,31.196,RAM,@,NOR,W 30-17,,,,
9,1970,1970-11-08,8,31.203,RAM,,ATL,T 10-10,,,,
10,1970,1970-11-15,9,31.210,RAM,,NYJ,L 20-31,,,,
11,1970,1970-11-22,10,31.217,RAM,@,ATL,W 17-7,,,,
12,1970,1970-11-29,11,31.224,RAM,@,SFO,W 30-13,,,,
13,1970,1970-12-06,12,31.231,RAM,,NOR,W 34-16,,,,
14,1970,1970-12-14,13,31.239,RAM,,DET,L 23-28,,,,
15,1970,1970-12-20,14,31.245,RAM,@,NYG,W 31-3,,,,
16,1971,1971-09-19,1,32.153,RAM,@,NOR,L 20-24,,,,
17,1971,1971-09-26,2,32.160,RAM,,ATL,T 20-20,,,,
18,1971,1971-10-03,3,32.167,RAM,,CHI,W 17-3,,,,
19,1971,1971-10-10,4,32.174,RAM,@,SFO,W 20-13,,,,
20,1971,1971-10-17,5,32.181,RAM,@,ATL,W 24-16,,,,
21,1971,1971-10-24,6,32.188,RAM,,GNB,W 30-13,,,,
22,1971,1971-10-31,7,32.195,RAM,,MIA,L 14-20,,,,
23,1971,1971-11-08,8,32.203,RAM,@,BAL,L 17-24,,,,
24,1971,1971-11-14,9,32.209,RAM,@,DET,W 21-13,,,,
25,1971,1971-11-21,10,32.216,RAM,,SFO,W 17-6,,,,
26,1971,1971-11-25,11,32.220,RAM,@,DAL,L 21-28,,,,
27,1971,1971-12-05,12,32.230,RAM,,NOR,W 45-28,,,,
