ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1991,1991-11-24,12,22.109,PIT,,HOU,W 26-14,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
2,1991,1991-11-28,13,22.113,PIT,@,DAL,L 10-20,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
3,1991,1991-12-08,14,22.123,PIT,@,HOU,L 6-31,,0,0,,0,,,0,0,,0,0,0,,0,1,6,6.00,0,0,0
4,1991,1991-12-15,15,22.130,PIT,,CIN,W 17-10,,4,55,13.75,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
5,1991,1991-12-22,16,22.137,PIT,,CLE,W 17-10,,0,0,,0,,,,,,,,,,,0,0,,0,,
6,1992,1992-09-06,1,23.030,KAN,@,SDG,W 24-10,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0
7,1992,1992-09-13,2,23.037,KAN,,SEA,W 26-7,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
8,1992,1992-09-20,3,23.044,KAN,@,HOU,L 20-23,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
9,1992,1992-09-28,4,23.052,KAN,,RAI,W 27-7,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
10,1992,1992-10-04,5,23.058,KAN,@,DEN,L 19-20,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,0
11,1992,1992-10-11,6,23.065,KAN,,PHI,W 24-17,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,,,,,
12,1992,1992-10-18,7,23.072,KAN,@,DAL,L 10-17,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
13,1992,1992-10-25,8,23.079,KAN,,PIT,L 3-27,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
14,1992,1992-11-08,9,23.093,KAN,,SDG,W 16-14,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
15,1992,1992-11-22,11,23.107,KAN,@,SEA,W 24-14,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,,,,,
16,1992,1992-11-29,12,23.114,KAN,@,NYJ,W 23-7,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,0,0,,0,1,6
17,1992,1992-12-06,13,23.121,KAN,@,RAI,L 7-28,3,3,35,11.67,1,100.0%,11.67,0,0,,0,0,0,,0,0,0,,0,1,6
18,1992,1992-12-13,14,23.128,KAN,,NWE,W 27-20,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0
19,1992,1992-12-19,15,23.134,KAN,@,NYG,L 21-35,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
20,1992,1992-12-27,16,23.142,KAN,,DEN,W 42-20,1,0,0,,0,0.0%,0.00,0,0,,0,1,36,36.00,0,0,0,,0,0,0
21,1993,1993-09-12,2,24.036,KAN,@,HOU,L 0-30,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,0,
22,1993,1993-09-20,3,24.044,KAN,,DEN,W 15-7,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
23,1993,1993-10-03,4,24.057,KAN,,RAI,W 24-9,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,0,
24,1993,1993-10-10,5,24.064,KAN,,CIN,W 17-15,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,0,
25,1993,1993-10-17,6,24.071,KAN,@,SDG,W 17-14,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,0
26,1993,1993-10-31,7,24.085,KAN,@,MIA,L 10-30,4,3,26,8.67,1,75.0%,6.50,1,0,0.00,0,0,0,,0,0,0,,0,1,6
27,1993,1993-11-08,8,24.093,KAN,,GNB,W 23-16,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0
28,1993,1993-11-14,9,24.099,KAN,@,RAI,W 31-20,1,1,4,4.00,1,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,1,6
29,1993,1993-11-21,10,24.106,KAN,,CHI,L 17-19,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,0
30,1993,1993-11-28,11,24.113,KAN,,BUF,W 23-7,5,4,51,12.75,1,80.0%,10.20,0,0,,0,0,0,,0,0,0,,0,1,6
