ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,22.331,BUF,,TEN,W 16-13,,,,
2,2000,2000-09-17,3,22.345,BUF,@,NYJ,L 14-27,,,,
3,2000,2000-10-01,4,22.359,BUF,,IND,L 16-18,,,,
4,2000,2000-10-08,5,23.000,BUF,@,MIA,L 13-22,,,,
5,2000,2000-10-15,6,23.007,BUF,,SDG,W 27-24,,,,
6,2000,2000-10-22,7,23.014,BUF,@,MIN,L 27-31,,,,
7,2000,2000-10-29,8,23.021,BUF,,NYJ,W 23-20,,,,
8,2000,2000-11-05,9,23.028,BUF,@,NWE,W 16-13,,,,
9,2000,2000-11-12,10,23.035,BUF,,CHI,W 20-3,,,,
10,2000,2000-11-19,11,23.042,BUF,@,KAN,W 21-17,,,,
11,2000,2000-11-26,12,23.049,BUF,@,TAM,L 17-31,,,,
12,2000,2000-12-03,13,23.056,BUF,,MIA,L 6-33,,,,
13,2000,2000-12-11,14,23.064,BUF,@,IND,L 20-44,*,,,
14,2000,2000-12-17,15,23.070,BUF,,NWE,L 10-13,*,,,
15,2000,2000-12-23,16,23.076,BUF,@,SEA,W 42-23,,,,
16,2001,2001-09-09,1,23.336,BUF,,NOR,L 6-24,,,,
17,2001,2001-09-23,2,23.350,BUF,@,IND,L 26-42,,,,
18,2001,2001-09-30,3,23.357,BUF,,PIT,L 3-20,,,,
19,2001,2001-10-07,4,23.364,BUF,,NYJ,L 36-42,,,,
20,2001,2001-10-18,5,24.010,BUF,@,JAX,W 13-10,,1,0,0
21,2001,2001-10-28,6,24.020,BUF,@,SDG,L 24-27,,,,
22,2001,2001-11-04,7,24.027,BUF,,IND,L 14-30,,,,
23,2001,2001-11-11,8,24.034,BUF,@,NWE,L 11-21,*,,,
24,2001,2001-11-18,9,24.041,BUF,,SEA,L 20-23,*,,,
25,2001,2001-11-25,10,24.048,BUF,,MIA,L 27-34,*,,,
26,2001,2001-12-02,11,24.055,BUF,@,SFO,L 0-35,*,,,
27,2001,2001-12-09,12,24.062,BUF,,CAR,W 25-24,*,,,
28,2001,2001-12-30,15,24.083,BUF,@,NYJ,W 14-9,*,,,
29,2003,2003-10-26,7,26.018,CAR,@,NOR,W 23-20,,,,
30,2003,2003-11-02,8,26.025,CAR,@,HOU,L 10-14,,,,
31,2003,2003-11-23,11,26.046,CAR,@,DAL,L 20-24,,,,
32,2003,2003-11-30,12,26.053,CAR,,PHI,L 16-25,,,,
33,2003,2003-12-07,13,26.060,CAR,@,ATL,L 14-20,,,,
34,2003,2003-12-14,14,26.067,CAR,@,ARI,W 20-17,,,,
35,2003,2003-12-21,15,26.074,CAR,,DET,W 20-14,,,,
36,2004,2004-09-13,1,26.341,CAR,,GNB,L 14-24,,,,
37,2004,2004-09-19,2,26.347,CAR,@,KAN,W 28-17,,,,
38,2004,2004-10-03,3,26.361,CAR,,ATL,L 10-27,,,,
39,2004,2004-10-10,4,27.002,CAR,@,DEN,L 17-20,,,,
40,2004,2004-10-17,5,27.009,CAR,@,PHI,L 8-30,,,,
41,2004,2004-10-24,6,27.016,CAR,,SDG,L 6-17,*,,,
42,2005,2005-09-11,1,27.338,MIA,,DEN,W 34-10,,,,
43,2005,2005-09-18,2,27.345,MIA,@,NYJ,L 7-17,,,,
44,2005,2005-09-25,3,27.352,MIA,,CAR,W 27-24,,,,
45,2005,2005-10-09,4,28.001,MIA,@,BUF,L 14-20,,,,
46,2005,2005-10-16,5,28.008,MIA,@,TAM,L 13-27,,,,
47,2005,2005-10-21,6,28.013,MIA,,KAN,L 20-30,,,,
48,2005,2005-10-30,7,28.022,MIA,@,NOR,W 21-6,*,,,
49,2005,2005-11-06,8,28.029,MIA,,ATL,L 10-17,*,,,
50,2005,2005-11-13,9,28.036,MIA,,NWE,L 16-23,*,1,22,0
51,2005,2005-11-20,10,28.043,MIA,@,CLE,L 0-22,*,1,16,0
52,2005,2005-11-27,11,28.050,MIA,@,OAK,W 33-21,*,1,0,0
53,2005,2005-12-04,12,28.057,MIA,,BUF,W 24-23,*,,,
54,2005,2005-12-11,13,28.064,MIA,@,SDG,W 23-21,*,,,
55,2005,2005-12-18,14,28.071,MIA,,NYJ,W 24-20,*,,,
56,2005,2005-12-24,15,28.077,MIA,,TEN,W 24-10,*,,,
57,2005,2006-01-01,16,28.085,MIA,@,NWE,W 28-26,*,,,
58,2006,2006-09-07,1,28.334,MIA,@,PIT,L 17-28,*,,,
59,2006,2006-09-17,2,28.344,MIA,,BUF,L 6-16,*,,,
60,2006,2006-09-24,3,28.351,MIA,,TEN,W 13-10,*,,,
61,2006,2006-10-01,4,28.358,MIA,@,HOU,L 15-17,*,,,
62,2006,2006-10-08,5,29.000,MIA,@,NWE,L 10-20,*,,,
63,2006,2006-10-15,6,29.007,MIA,@,NYJ,L 17-20,*,,,
64,2006,2006-10-22,7,29.014,MIA,,GNB,L 24-34,*,,,
65,2006,2006-11-05,8,29.028,MIA,@,CHI,W 31-13,,,,
66,2006,2006-11-12,9,29.035,MIA,,KAN,W 13-10,,,,
67,2006,2006-11-19,10,29.042,MIA,,MIN,W 24-20,,,,
68,2006,2006-12-03,12,29.056,MIA,,JAX,L 10-24,,,,
69,2006,2006-12-10,13,29.063,MIA,,NWE,W 21-0,,,,
70,2006,2006-12-17,14,29.070,MIA,@,BUF,L 0-21,,,,
71,2006,2006-12-25,15,29.078,MIA,,NYJ,L 10-13,,,,
72,2007,2007-09-09,1,29.336,MIA,@,WAS,L 13-16,,,,
73,2007,2007-09-16,2,29.343,MIA,,DAL,L 20-37,*,,,
74,2007,2007-09-23,3,29.350,MIA,@,NYJ,L 28-31,,,,
