ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,24.040,CIN,,SDG,L 6-34,,,,,,,,,,,
2,2002,2002-09-15,2,24.047,CIN,@,CLE,L 7-20,,,,,,,,,,,
3,2002,2002-09-22,3,24.054,CIN,@,ATL,L 3-30,,,,,,,,,,,
4,2002,2002-09-29,4,24.061,CIN,,TAM,L 7-35,,,,,,,,,,,
5,2002,2002-10-06,5,24.068,CIN,@,IND,L 21-28,,,,,,,,,,,
6,2002,2002-10-13,6,24.075,CIN,,PIT,L 7-34,,,,,,,,,,,
7,2002,2002-10-27,7,24.089,CIN,,TEN,L 24-30,,,,,,,,,,,
8,2002,2002-11-03,8,24.096,CIN,@,HOU,W 38-3,,0,0,,0,0,0,0.0,1,4,0
9,2002,2002-11-10,9,24.103,CIN,@,BAL,L 27-38,,,,,,,,,,,
10,2002,2002-11-17,10,24.110,CIN,,CLE,L 20-27,,,,,,,,,,,
11,2002,2002-11-24,11,24.117,CIN,@,PIT,L 21-29,,,,,,,,,,,
12,2002,2002-12-01,12,24.124,CIN,,BAL,L 23-27,,,,,,,,,,,
13,2002,2002-12-08,13,24.131,CIN,@,CAR,L 31-52,,,,,,,,,,,
14,2003,2003-09-07,1,25.039,TEN,,OAK,W 25-20,,,,,,,,,,,
15,2003,2003-09-14,2,25.046,TEN,@,IND,L 7-33,,,,,,,,,,,
16,2003,2003-09-21,3,25.053,TEN,,NOR,W 27-12,,,,,,,,,,,
17,2003,2003-09-28,4,25.060,TEN,@,PIT,W 30-13,,,,,,,,,,,
18,2003,2003-10-05,5,25.067,TEN,@,NWE,L 30-38,,,,,,,,,,,
19,2003,2003-10-12,6,25.074,TEN,,HOU,W 38-17,,,,,,,,,,,
20,2003,2003-10-19,7,25.081,TEN,@,CAR,W 37-17,,,,,,,,,,,
21,2003,2003-10-26,8,25.088,TEN,@,JAX,W 30-17,,,,,,,,,,,
22,2003,2003-11-09,9,25.102,TEN,,MIA,W 31-7,,,,,,,,,,,
23,2003,2003-11-16,10,25.109,TEN,,JAX,W 10-3,,,,,,,,,,,
24,2003,2003-11-23,11,25.116,TEN,@,ATL,W 38-31,,,,,,,,,,,
25,2003,2003-12-01,12,25.124,TEN,@,NYJ,L 17-24,,,,,,,,,,,
26,2003,2003-12-07,13,25.130,TEN,,IND,L 27-29,,,,,,,,,,,
27,2003,2003-12-14,14,25.137,TEN,,BUF,W 28-26,,,,,,,,,,,
28,2003,2003-12-21,15,25.144,TEN,@,HOU,W 27-24,,,,,,,,,,,
29,2003,2003-12-28,16,25.151,TEN,,TAM,W 33-13,,,,,,,,,,,
30,2004,2004-09-11,1,26.043,TEN,@,MIA,W 17-7,,0,0,,0,1,6,0.0,1,37,1
31,2004,2004-09-19,2,26.051,TEN,,IND,L 17-31,,,,,,,,,,,
32,2004,2004-09-26,3,26.058,TEN,,JAX,L 12-15,,,,,,,,,,,
33,2004,2004-10-03,4,26.065,TEN,@,SDG,L 17-38,*,,,,,,,,,,
34,2004,2004-10-11,5,26.073,TEN,@,GNB,W 48-27,*,0,0,,0,0,0,0.0,2,31,0
35,2004,2004-10-17,6,26.079,TEN,,HOU,L 10-20,*,,,,,,,,,,
36,2004,2004-10-24,7,26.086,TEN,@,MIN,L 3-20,*,,,,,,,,,,
37,2004,2004-10-31,8,26.093,TEN,,CIN,W 27-20,*,,,,,,,,,,
38,2004,2004-11-14,9,26.107,TEN,,CHI,L 17-19,*,,,,,,,,,,
39,2004,2004-11-21,10,26.114,TEN,@,JAX,W 18-15,*,,,,,,,,,,
40,2004,2004-11-28,11,26.121,TEN,@,HOU,L 21-31,*,,,,,,,,,,
41,2004,2004-12-05,12,26.128,TEN,@,IND,L 24-51,*,0,0,,0,0,0,0.0,1,9,0
42,2004,2004-12-13,13,26.136,TEN,,KAN,L 38-49,*,,,,,,,,,,
43,2004,2004-12-19,14,26.142,TEN,@,OAK,L 35-40,*,,,,,,,,,,
44,2004,2004-12-25,15,26.148,TEN,,DEN,L 16-37,*,,,,,,,,,,
45,2004,2005-01-02,16,26.156,TEN,,DET,W 24-19,*,,,,,,,,,,
46,2005,2005-09-11,1,27.043,TEN,@,PIT,L 7-34,*,,,,,,,,,,
47,2005,2005-09-18,2,27.050,TEN,,BAL,W 25-10,*,,,,,,,,,,
48,2005,2005-09-25,3,27.057,TEN,@,STL,L 27-31,*,,,,,,,,,,
49,2005,2005-10-02,4,27.064,TEN,,IND,L 10-31,*,,,,,,,,,,
50,2005,2005-10-09,5,27.071,TEN,@,HOU,W 34-20,*,,,,,,,,,,
51,2005,2005-10-16,6,27.078,TEN,,CIN,L 23-31,*,,,,,,,,,,
52,2005,2005-10-23,7,27.085,TEN,@,ARI,L 10-20,*,0,0,,0,0,0,1.0,0,0,0
53,2005,2005-10-30,8,27.092,TEN,,OAK,L 25-34,*,,,,,,,,,,
54,2005,2005-11-06,9,27.099,TEN,@,CLE,L 14-20,*,1,31,31.00,0,0,0,0.0,0,0,0
55,2005,2005-11-20,10,27.113,TEN,,JAX,L 28-31,*,,,,,,,,,,
56,2005,2005-11-27,11,27.120,TEN,,SFO,W 33-22,*,,,,,,,,,,
57,2005,2005-12-04,12,27.127,TEN,@,IND,L 3-35,*,,,,,,,,,,
58,2005,2005-12-11,13,27.134,TEN,,HOU,W 13-10,*,,,,,,,,,,
59,2005,2005-12-18,14,27.141,TEN,,SEA,L 24-28,*,,,,,,,,,,
60,2005,2005-12-24,15,27.147,TEN,@,MIA,L 10-24,*,0,0,,0,0,0,0.0,1,0,0
61,2005,2006-01-01,16,27.155,TEN,@,JAX,L 13-40,*,,,,,,,,,,
62,2006,2006-09-10,1,28.042,TEN,,NYJ,L 16-23,*,,,,,,,,,,
63,2006,2006-09-17,2,28.049,TEN,@,SDG,L 7-40,*,,,,,,,,,,
64,2006,2006-09-24,3,28.056,TEN,@,MIA,L 10-13,*,,,,,,,,,,
65,2006,2006-10-01,4,28.063,TEN,,DAL,L 14-45,*,,,,,,,,,,
66,2006,2006-10-08,5,28.070,TEN,@,IND,L 13-14,*,,,,,,,,,,
67,2006,2006-10-15,6,28.077,TEN,@,WAS,W 25-22,*,0,0,,0,0,0,0.0,1,11,0
68,2006,2006-10-29,7,28.091,TEN,,HOU,W 28-22,*,,,,,,,,,,
69,2006,2006-11-05,8,28.098,TEN,@,JAX,L 7-37,*,,,,,,,,,,
70,2006,2006-11-12,9,28.105,TEN,,BAL,L 26-27,*,0,0,,0,0,0,0.0,2,3,0
71,2006,2006-11-19,10,28.112,TEN,@,PHI,W 31-13,*,,,,,,,,,,
72,2006,2006-11-26,11,28.119,TEN,,NYG,W 24-21,*,,,,,,,,,,
73,2006,2006-12-03,12,28.126,TEN,,IND,W 20-17,*,,,,,,,,,,
74,2006,2006-12-10,13,28.133,TEN,@,HOU,W 26-20,*,,,,,,,,,,
75,2006,2006-12-17,14,28.140,TEN,,JAX,W 24-17,*,,,,,,,,,,
76,2006,2006-12-24,15,28.147,TEN,@,BUF,W 30-29,*,,,,,,,,,,
77,2006,2006-12-31,16,28.154,TEN,,NWE,L 23-40,*,,,,,,,,,,
78,2007,2007-09-23,3,29.055,MIA,@,NYJ,L 28-31,,,,,,,,,,,
79,2007,2007-09-30,4,29.062,MIA,,OAK,L 17-35,,,,,,,,,,,
80,2007,2007-10-07,5,29.069,MIA,@,HOU,L 19-22,,,,,,,,,,,
81,2007,2007-12-16,14,29.139,JAX,@,PIT,W 29-22,,,,,,,,,,,
82,2007,2007-12-23,15,29.146,JAX,,OAK,W 49-11,,,,,,,,,,,
83,2007,2007-12-30,16,29.153,JAX,@,HOU,L 28-42,,,,,,,,,,,
