ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1967,1967-10-08,6,23.077,DEN,,BUF,L 16-17,1,16,0
2,1968,1968-12-08,13,24.138,DEN,@,OAK,L 27-33,1,3,0
3,1969,1969-09-14,1,25.053,DEN,,BOS,W 35-7,1,5,0
4,1969,1969-12-14,14,25.144,DEN,,CIN,W 27-16,1,5,0
5,1970,1970-09-20,1,26.059,DEN,@,BUF,W 25-10,,,
6,1970,1970-09-27,2,26.066,DEN,,PIT,W 16-13,,,
7,1970,1970-10-04,3,26.073,DEN,,KAN,W 26-13,,,
8,1970,1970-10-11,4,26.080,DEN,@,OAK,L 23-35,,,
9,1970,1970-10-18,5,26.087,DEN,,ATL,W 24-10,,,
10,1970,1970-10-25,6,26.094,DEN,@,SFO,L 14-19,,,
11,1970,1970-11-01,7,26.101,DEN,,WAS,L 3-19,,,
12,1970,1970-11-08,8,26.108,DEN,@,SDG,L 21-24,,,
13,1970,1970-11-15,9,26.115,DEN,,OAK,L 19-24,,,
14,1970,1970-11-22,10,26.122,DEN,@,NOR,W 31-6,,,
15,1970,1970-11-29,11,26.129,DEN,@,HOU,L 21-31,,,
16,1970,1970-12-06,12,26.136,DEN,@,KAN,L 0-16,,,
17,1970,1970-12-13,13,26.143,DEN,,SDG,T 17-17,,,
18,1970,1970-12-20,14,26.150,DEN,,CLE,L 13-27,,,
19,1971,1971-09-19,1,27.058,NOR,,RAM,W 24-20,,,
20,1971,1971-09-26,2,27.065,NOR,,SFO,L 20-38,,,
21,1971,1971-10-03,3,27.072,NOR,@,HOU,T 13-13,,,
22,1971,1971-10-10,4,27.079,NOR,@,CHI,L 14-35,,,
23,1971,1971-10-17,5,27.086,NOR,,DAL,W 24-14,,,
24,1971,1971-10-24,6,27.093,NOR,@,ATL,L 6-28,,,
25,1971,1971-10-31,7,27.100,NOR,@,WAS,L 14-24,,,
26,1971,1971-11-07,8,27.107,NOR,,OAK,T 21-21,,,
27,1971,1971-11-14,9,27.114,NOR,@,SFO,W 26-20,,,
28,1971,1971-11-21,10,27.121,NOR,,MIN,L 10-23,,,
29,1971,1971-11-28,11,27.128,NOR,@,GNB,W 29-21,,,
30,1971,1971-12-05,12,27.135,NOR,@,RAM,L 28-45,,,
31,1971,1971-12-12,13,27.142,NOR,,CLE,L 17-21,,,
