ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,23.240,CAR,,JAX,W 24-23,,1,6,6.00,0,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
2,2003,2003-09-14,2,23.247,CAR,@,TAM,W 12-9,,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
3,2003,2003-09-28,3,23.261,CAR,,ATL,W 23-3,,10,46,4.60,0,4,2,4,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
4,2003,2003-10-05,4,23.268,CAR,,NOR,W 19-13,,7,25,3.57,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
5,2003,2003-10-12,5,23.275,CAR,@,IND,W 23-20,,16,85,5.31,0,2,2,54,27.00,0,100.0%,27.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
6,2003,2003-10-19,6,23.282,CAR,,TEN,L 17-37,,2,10,5.00,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
7,2003,2003-10-26,7,23.289,CAR,@,NOR,W 23-20,,3,25,8.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
8,2003,2003-11-02,8,23.296,CAR,@,HOU,L 10-14,,3,13,4.33,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
9,2003,2003-11-09,9,23.303,CAR,,TAM,W 27-24,*,22,56,2.55,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
10,2003,2003-11-16,10,23.310,CAR,,WAS,W 20-17,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
11,2003,2003-12-07,13,23.331,CAR,@,ATL,L 14-20,,3,6,2.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
12,2003,2003-12-14,14,23.338,CAR,@,ARI,W 20-17,,4,16,4.00,0,4,3,50,16.67,1,75.0%,12.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
13,2003,2003-12-21,15,23.345,CAR,,DET,W 20-14,*,21,76,3.62,0,7,6,38,6.33,1,85.7%,5.43,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
14,2003,2003-12-28,16,23.352,CAR,@,NYG,W 37-24,,17,43,2.53,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
15,2004,2004-09-13,1,24.247,CAR,,GNB,L 14-24,,3,12,4.00,0,4,4,22,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,2,16,8.00,0,0,0,0.0,,
16,2004,2004-09-19,2,24.253,CAR,@,KAN,W 28-17,*,32,174,5.44,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
17,2004,2004-10-03,3,24.267,CAR,,ATL,L 10-27,*,19,51,2.68,1,4,3,54,18.00,0,75.0%,13.50,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
18,2004,2004-10-10,4,24.274,CAR,@,DEN,L 17-20,*,5,18,3.60,0,2,2,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
19,2005,2005-09-11,1,25.244,CAR,,NOR,L 20-23,,9,41,4.56,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
