ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1966,1966-10-02,4,22.174,SDG,,MIA,W 44-10,1,25,25.00,0,0,0,0,0,0
2,1966,1966-10-23,7,22.195,SDG,@,BOS,L 17-35,3,39,13.00,0,0,0,0,0,0
3,1966,1966-11-27,11,22.230,SDG,@,DEN,L 17-20,0,0,,0,0,0,2,24,0
4,1967,1967-10-08,4,23.180,SDG,,BOS,T 31-31,0,0,,0,0,0,1,13,0
5,1967,1967-10-15,5,23.187,SDG,,KAN,W 45-31,0,0,,0,0,0,1,28,0
6,1967,1967-10-29,7,23.201,SDG,@,OAK,L 10-51,0,0,,0,0,0,1,3,0
7,1968,1968-09-21,2,24.163,SDG,,HOU,W 30-14,0,0,,0,1,6,1,24,1
8,1968,1968-10-13,5,24.185,SDG,@,OAK,W 23-14,0,0,,0,0,0,1,22,0
9,1968,1968-10-20,6,24.192,SDG,,DEN,W 55-24,0,0,,0,1,6,1,35,1
10,1968,1968-11-03,8,24.206,SDG,,MIA,W 34-28,0,0,,0,0,0,1,31,0
11,1968,1968-12-08,13,24.241,SDG,,KAN,L 3-40,0,0,,0,0,0,1,2,0
12,1970,1970-09-20,1,26.162,SDG,,BAL,L 14-16,,,,,,,,,
13,1970,1970-09-27,2,26.169,SDG,,OAK,T 27-27,,,,,,,,,
14,1970,1970-10-04,3,26.176,SDG,@,RAM,L 10-37,,,,,,,,,
15,1970,1970-10-12,4,26.184,SDG,,GNB,L 20-22,,,,,,,,,
16,1970,1970-10-18,5,26.190,SDG,@,CHI,W 20-7,,,,,,,,,
17,1970,1970-10-25,6,26.197,SDG,,HOU,T 31-31,,,,,,,,,
18,1970,1970-11-08,8,26.211,SDG,,DEN,W 24-21,,,,,,,,,
19,1970,1970-11-15,9,26.218,SDG,@,BOS,W 16-14,,,,,,,,,
20,1970,1970-11-22,10,26.225,SDG,@,OAK,L 17-20,,,,,,,,,
21,1970,1970-11-29,11,26.232,SDG,@,KAN,L 14-26,,,,,,,,,
22,1970,1970-12-06,12,26.239,SDG,,CIN,L 14-17,0,0,,0,0,0,1,25,0
23,1970,1970-12-13,13,26.246,SDG,@,DEN,T 17-17,,,,,,,,,
24,1970,1970-12-20,14,26.253,SDG,,KAN,W 31-13,1,0,0.00,0,0,0,0,0,0
25,1971,1971-09-19,1,27.161,SDG,,KAN,W 21-14,,,,,,,,,
26,1971,1971-10-03,3,27.175,SDG,@,PIT,L 17-21,,,,,,,,,
27,1971,1971-10-10,4,27.182,SDG,@,KAN,L 10-31,,,,,,,,,
28,1971,1971-10-17,5,27.189,SDG,@,DEN,L 16-20,0,0,,0,0,0,1,4,0
29,1971,1971-10-23,6,27.195,SDG,,BUF,W 20-3,,,,,,,,,
30,1971,1971-10-31,7,27.203,SDG,,NYJ,W 49-21,,,,,,,,,
31,1971,1971-11-07,8,27.210,SDG,@,NYG,L 17-35,,,,,,,,,
32,1971,1971-11-15,9,27.218,SDG,,STL,W 20-17,,,,,,,,,
33,1971,1971-11-21,10,27.224,SDG,@,OAK,L 33-34,,,,,,,,,
34,1971,1971-11-28,11,27.231,SDG,@,CIN,L 0-31,0,0,,0,0,0,1,31,0
35,1971,1971-12-05,12,27.238,SDG,,MIN,W 30-14,,,,,,,,,
36,1971,1971-12-12,13,27.245,SDG,,DEN,W 45-17,0,0,,0,0,0,2,60,0
37,1971,1971-12-19,14,27.252,SDG,@,HOU,L 33-49,,,,,,,,,
38,1972,1972-09-17,1,28.159,SDG,@,SFO,L 3-34,0,0,,0,0,0,1,0,0
39,1972,1972-09-24,2,28.166,SDG,,DEN,W 37-14,0,0,,0,1,6,3,95,1
40,1972,1972-10-01,3,28.173,SDG,@,OAK,T 17-17,,,,,,,,,
41,1972,1972-10-08,4,28.180,SDG,@,BAL,W 23-20,,,,,,,,,
42,1972,1972-10-15,5,28.187,SDG,@,MIA,L 10-24,,,,,,,,,
43,1972,1972-10-22,6,28.194,SDG,@,DET,L 20-34,,,,,,,,,
44,1972,1972-10-29,7,28.201,SDG,,KAN,L 14-26,0,0,,0,0,0,1,0,0
45,1972,1972-11-05,8,28.208,SDG,,DAL,L 28-34,,,,,,,,,
46,1972,1972-11-13,9,28.216,SDG,,CLE,L 17-21,,,,,,,,,
47,1972,1972-11-19,10,28.222,SDG,@,KAN,W 27-17,,,,,,,,,
48,1972,1972-11-26,11,28.229,SDG,,HOU,W 34-20,1,0,0.00,0,0,0,0,0,0
49,1972,1972-12-03,12,28.236,SDG,,OAK,L 19-21,,,,,,,,,
50,1972,1972-12-10,13,28.243,SDG,@,DEN,L 13-38,0,0,,0,0,0,1,1,0
51,1972,1972-12-17,14,28.250,SDG,,PIT,L 2-24,,,,,,,,,
52,1973,1973-09-16,1,29.158,SDG,@,WAS,L 0-38,,,,,,,,,
53,1973,1973-09-23,2,29.165,SDG,,BUF,W 34-7,,,,,,,,,
54,1973,1973-09-30,3,29.172,SDG,,CIN,L 13-20,,,,,,,,,
55,1973,1973-10-07,4,29.179,SDG,@,PIT,L 21-38,,,,,,,,,
56,1973,1973-10-14,5,29.186,SDG,,OAK,L 17-27,,,,,,,,,
57,1973,1973-10-21,6,29.193,SDG,,ATL,L 0-41,,,,,,,,,
58,1973,1973-10-28,7,29.200,SDG,@,CLE,T 16-16,,,,,,,,,
