ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1993,1993-10-24,6,25.266,MIA,,IND,W 41-27,,0,0,,0,0,0,,0,,,,0,0,,0
2,1993,1993-10-31,7,25.273,MIA,,KAN,W 30-10,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0
3,1993,1993-11-07,8,25.280,MIA,@,NYJ,L 10-27,,0,0,,0,0,0,,0,,,,0,0,,0
4,1993,1993-11-14,9,25.287,MIA,@,PHI,W 19-14,,3,6,50.00,34,0,0,67.4,0,0,5.67,5.67,1,0,0.00,0
5,1993,1993-11-21,10,25.294,MIA,,NWE,W 17-13,,0,0,,0,0,0,,0,,,,0,0,,0
6,1993,1993-11-25,11,25.298,MIA,@,DAL,W 16-14,,0,0,,0,0,0,,0,,,,0,0,,0
7,1993,1993-12-05,12,25.308,MIA,,NYG,L 14-19,,1,2,50.00,7,0,0,58.3,1,4,3.50,3.50,0,0,,0
8,1996,1996-12-08,14,28.312,GNB,,DEN,W 41-6,,,,,,,,,,,,,,,,
9,1997,1997-12-20,16,29.323,GNB,,BUF,W 31-21,,0,0,,0,0,0,,,,,,3,-4,-1.33,0
10,1998,1998-09-06,1,30.218,GNB,,DET,W 38-19,,,,,,,,,,,,,,,,
11,1998,1998-09-13,2,30.225,GNB,,TAM,W 23-15,,,,,,,,,,,,,,,,
12,1998,1998-09-20,3,30.232,GNB,@,CIN,W 13-6,,,,,,,,,,,,,,,,
13,1998,1998-09-27,4,30.239,GNB,@,CAR,W 37-30,,,,,,,,,,,,,,,,
14,1998,1998-10-05,5,30.247,GNB,,MIN,L 24-37,,10,16,62.50,103,2,0,120.6,0,0,6.44,8.94,0,0,,0
15,1998,1998-11-15,10,30.288,GNB,@,NYG,W 37-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-2,-1.00,0
16,1998,1998-11-22,11,30.295,GNB,@,MIN,L 14-28,,,,,,,,,,,,,,,,
17,1998,1998-11-29,12,30.302,GNB,,PHI,W 24-16,,,,,,,,,,,,,,,,
18,1998,1998-12-07,13,30.310,GNB,@,TAM,L 22-24,,,,,,,,,,,,,,,,
19,1998,1998-12-13,14,30.316,GNB,,CHI,W 26-20,,,,,,,,,,,,,,,,
20,1998,1998-12-20,15,30.323,GNB,,TEN,W 30-22,,1,3,33.33,9,0,0,42.4,1,7,3.00,3.00,2,-2,-1.00,0
21,1998,1998-12-27,16,30.330,GNB,@,CHI,W 16-13,,3,4,75.00,16,0,0,81.2,0,0,4.00,4.00,4,0,0.00,0
22,1999,1999-09-12,1,31.224,PHI,,ARI,L 24-25,*,12,26,46.15,91,2,2,48.7,3,16,3.50,1.58,2,21,10.50,0
23,1999,1999-09-19,2,31.231,PHI,,TAM,L 5-19,*,12,19,63.16,100,0,1,54.7,3,18,5.26,2.89,1,2,2.00,0
24,1999,1999-09-26,3,31.238,PHI,@,BUF,L 0-26,*,14,26,53.85,137,0,0,68.9,2,24,5.27,5.27,1,6,6.00,0
25,1999,1999-10-03,4,31.245,PHI,@,NYG,L 15-16,*,6,15,40.00,75,0,2,16.7,1,1,5.00,-1.00,2,3,1.50,0
26,1999,1999-10-10,5,31.252,PHI,,DAL,W 13-10,*,11,29,37.93,145,1,1,51.7,2,6,5.00,4.14,4,-9,-2.25,0
27,1999,1999-10-17,6,31.259,PHI,@,CHI,W 20-16,*,22,38,57.89,228,2,0,92.9,1,11,6.00,7.05,2,-2,-1.00,0
28,1999,1999-10-24,7,31.266,PHI,@,MIA,L 13-16,*,13,25,52.00,108,0,1,46.7,4,19,4.32,2.52,3,20,6.67,0
29,1999,1999-10-31,8,31.273,PHI,,NYG,L 17-23,*,18,28,64.29,256,1,2,75.9,3,8,9.14,6.64,2,6,3.00,0
30,1999,1999-11-07,9,31.280,PHI,@,CAR,L 7-33,*,3,9,33.33,28,0,0,42.8,1,6,3.11,3.11,1,-1,-1.00,0
31,1999,1999-11-14,10,31.287,PHI,,WAS,W 35-28,,,,,,,,,0,,,,,,,
32,1999,1999-11-21,11,31.294,PHI,,IND,L 17-44,,,,,,,,,0,,,,,,,
33,1999,1999-11-28,12,31.301,PHI,@,WAS,L 17-20,,,,,,,,,0,,,,,,,
34,1999,1999-12-05,13,31.308,PHI,@,ARI,L 17-21,,,,,,,,,0,,,,,,,
35,1999,1999-12-12,14,31.315,PHI,@,DAL,L 10-20,,8,12,66.67,108,1,0,122.9,0,0,9.00,10.67,2,-13,-6.50,0
36,1999,1999-12-19,15,31.322,PHI,,NWE,W 24-9,,,,,,,,,0,,,,,,,
37,1999,2000-01-02,16,31.336,PHI,,STL,W 38-31,,,,,,,,,0,,,,,,,
38,2000,2000-09-24,4,32.237,CLE,@,OAK,L 10-36,,,,,,,,,0,,,,,,,
39,2000,2000-10-01,5,32.244,CLE,,BAL,L 0-12,,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,0,0,,0
40,2000,2000-10-22,8,32.265,CLE,@,PIT,L 0-22,*,9,20,45.00,61,0,3,12.7,1,8,3.05,-3.70,2,4,2.00,0
41,2000,2000-10-29,9,32.272,CLE,,CIN,L 3-12,*,6,16,37.50,65,0,0,50.3,0,0,4.06,4.06,2,10,5.00,0
42,2000,2000-11-05,10,32.279,CLE,,NYG,L 3-24,*,17,29,58.62,176,0,1,61.9,4,24,6.07,4.52,2,14,7.00,0
43,2000,2000-11-12,11,32.286,CLE,,NWE,W 19-11,*,20,37,54.05,138,1,0,71.7,1,5,3.73,4.27,4,18,4.50,0
44,2000,2000-11-19,12,32.293,CLE,@,TEN,L 10-24,*,13,20,65.00,103,0,1,56.9,3,21,5.15,2.90,2,1,0.50,0
45,2000,2000-11-26,13,32.300,CLE,@,BAL,L 7-44,*,8,16,50.00,108,0,1,45.8,2,24,6.75,3.94,2,3,1.50,0
46,2000,2000-12-03,14,32.307,CLE,@,JAX,L 0-48,,1,1,100.00,8,0,0,100.0,1,7,8.00,8.00,0,0,,0
47,2000,2000-12-10,15,32.314,CLE,,PHI,L 24-35,*,29,40,72.50,309,1,2,82.2,3,15,7.73,5.98,3,3,1.00,0
48,2000,2000-12-17,16,32.321,CLE,,TEN,L 0-24,*,13,30,43.33,75,0,0,50.7,2,12,2.50,2.50,1,15,15.00,0
49,2001,2001-09-09,1,33.221,GNB,,DET,W 28-6,,,,,,,,,,,,,,,,
50,2001,2001-09-24,2,33.236,GNB,,WAS,W 37-0,,,,,,,,,,,,,,,,
51,2001,2001-09-30,3,33.242,GNB,@,CAR,W 28-7,,,,,,,,,,,,,,,,
52,2001,2001-10-07,4,33.249,GNB,@,TAM,L 10-14,,,,,,,,,,,,,,,,
53,2001,2001-10-14,5,33.256,GNB,,BAL,W 31-23,,,,,,,,,,,,,,,,
54,2001,2001-10-21,6,33.263,GNB,@,MIN,L 13-35,,,,,,,,,,,,,,,,
55,2001,2001-11-04,7,33.277,GNB,,TAM,W 21-20,,,,,,,,,,,,,,,,
56,2001,2001-11-11,8,33.284,GNB,@,CHI,W 20-12,,,,,,,,,,,,,,,,
57,2001,2001-11-18,9,33.291,GNB,,ATL,L 20-23,,,,,,,,,,,,,,,,
58,2001,2001-11-22,10,33.295,GNB,@,DET,W 29-27,,,,,,,,,,,,,,,,
59,2001,2001-12-03,11,33.306,GNB,@,JAX,W 28-21,,,,,,,,,,,,,,,,
60,2001,2001-12-09,12,33.312,GNB,,CHI,W 17-7,,,,,,,,,,,,,,,,
61,2001,2001-12-16,13,33.319,GNB,@,TEN,L 20-26,,,,,,,,,,,,,,,,
62,2001,2001-12-23,14,33.326,GNB,,CLE,W 30-7,,0,0,,0,0,0,,,,,,1,-1,-1.00,0
63,2001,2001-12-30,15,33.333,GNB,,MIN,W 24-13,,,,,,,,,,,,,,,,
64,2001,2002-01-06,16,33.340,GNB,@,NYG,W 34-25,,,,,,,,,,,,,,,,
65,2002,2002-09-08,1,34.220,GNB,,ATL,W 37-34,,,,,,,,,0,,,,,,,
66,2002,2002-09-15,2,34.227,GNB,@,NOR,L 20-35,,,,,,,,,0,,,,,,,
67,2002,2002-09-22,3,34.234,GNB,@,DET,W 37-31,,,,,,,,,0,,,,,,,
68,2002,2002-09-29,4,34.241,GNB,,CAR,W 17-14,,,,,,,,,0,,,,,,,
69,2002,2002-10-07,5,34.249,GNB,@,CHI,W 34-21,,,,,,,,,0,,,,,,,
70,2002,2002-10-13,6,34.255,GNB,@,NWE,W 28-10,,,,,,,,,0,,,,,,,
71,2002,2002-10-20,7,34.262,GNB,,WAS,W 30-9,,9,15,60.00,78,0,0,73.7,0,0,5.20,5.20,0,0,,0
72,2002,2002-11-04,8,34.277,GNB,,MIA,W 24-10,,1,2,50.00,1,0,0,56.2,1,8,0.50,0.50,0,0,,0
73,2002,2002-11-10,9,34.283,GNB,,DET,W 40-14,,3,3,100.00,12,0,0,83.3,0,0,4.00,4.00,0,0,,0
74,2002,2002-11-17,10,34.290,GNB,@,MIN,L 21-31,,,,,,,,,0,,,,,,,
75,2002,2002-11-24,11,34.297,GNB,@,TAM,L 7-21,,,,,,,,,0,,,,,,,
76,2002,2002-12-01,12,34.304,GNB,,CHI,W 30-20,,,,,,,,,0,,,,,,,
77,2002,2002-12-08,13,34.311,GNB,,MIN,W 26-22,,,,,,,,,0,,,,,,,
78,2002,2002-12-15,14,34.318,GNB,@,SFO,W 20-14,,,,,,,,,0,,,,,,,
