ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2007,2007-09-16,2,24.281,GNB,@,NYG,W 35-13,,0,0,,0,1,1,21,21.00,0,100.0%,21.00,0,0
2,2007,2007-09-23,3,24.288,GNB,,SDG,W 31-24,,3,10,3.33,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0
3,2007,2007-09-30,4,24.295,GNB,@,MIN,W 23-16,,3,17,5.67,0,3,2,1,0.50,0,66.7%,0.33,0,0
4,2007,2007-10-07,5,24.302,GNB,,CHI,L 20-27,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0
5,2007,2007-10-14,6,24.309,GNB,,WAS,W 17-14,,0,0,,0,,0,0,,0,0.0%,,0,0
6,2007,2007-10-29,7,24.324,GNB,@,DEN,W 19-13,,22,104,4.73,0,3,3,7,2.33,0,100.0%,2.33,0,0
7,2007,2007-11-04,8,24.330,GNB,@,KAN,W 33-22,*,19,55,2.89,0,5,4,37,9.25,0,80.0%,7.40,0,0
8,2007,2007-11-11,9,24.337,GNB,,MIN,W 34-0,*,25,119,4.76,1,5,5,20,4.00,0,100.0%,4.00,1,6
9,2007,2007-11-18,10,24.344,GNB,,CAR,W 31-17,*,20,88,4.40,0,2,1,2,2.00,0,50.0%,1.00,0,0
10,2007,2007-11-22,11,24.348,GNB,@,DET,W 37-26,*,15,101,6.73,1,7,6,31,5.17,0,85.7%,4.43,1,6
11,2007,2007-11-29,12,24.355,GNB,@,DAL,L 27-37,,14,94,6.71,2,1,1,4,4.00,0,100.0%,4.00,2,12
12,2007,2007-12-09,13,25.000,GNB,,OAK,W 38-7,*,29,156,5.38,1,3,2,6,3.00,0,66.7%,2.00,1,6
13,2007,2007-12-16,14,25.007,GNB,@,STL,W 33-14,,18,55,3.06,1,3,2,3,1.50,0,66.7%,1.00,1,6
14,2007,2007-12-23,15,25.014,GNB,@,CHI,L 7-35,*,14,100,7.14,1,2,1,9,9.00,0,50.0%,4.50,1,6
15,2007,2007-12-30,16,25.021,GNB,,DET,W 34-13,*,6,57,9.50,1,0,0,0,,0,0.0%,,1,6
16,2008,2008-09-08,1,25.274,GNB,,MIN,W 24-19,*,12,92,7.67,0,0,0,0,,0,0.0%,,0,0
17,2008,2008-09-14,2,25.280,GNB,@,DET,W 48-25,*,15,20,1.33,0,0,0,0,,0,0.0%,,0,0
18,2008,2008-09-21,3,25.287,GNB,,DAL,L 16-27,*,13,54,4.15,0,0,0,0,,0,0.0%,,0,0
19,2008,2008-09-28,4,25.294,GNB,@,TAM,L 21-30,*,15,20,1.33,0,3,2,-4,-2.00,0,66.7%,-1.33,0,0
20,2008,2008-10-05,5,25.301,GNB,,ATL,L 24-27,*,18,83,4.61,0,0,0,0,,0,0.0%,,0,0
21,2008,2008-10-12,6,25.308,GNB,@,SEA,W 27-17,*,33,90,2.73,0,0,0,0,,0,0.0%,,0,0
22,2008,2008-10-19,7,25.315,GNB,,IND,W 34-14,*,31,105,3.39,1,2,2,12,6.00,0,100.0%,6.00,1,6
23,2008,2008-11-02,8,25.329,GNB,@,TEN,L 16-19,,20,86,4.30,0,2,0,0,,0,0.0%,0.00,0,0
24,2008,2008-11-09,9,25.336,GNB,@,MIN,L 27-28,,16,75,4.69,1,0,0,0,,0,0.0%,,1,6
25,2008,2008-11-16,10,25.343,GNB,,CHI,W 37-3,*,25,145,5.80,1,1,1,6,6.00,0,100.0%,6.00,1,6
26,2008,2008-11-24,11,25.351,GNB,@,NOR,L 29-51,*,18,67,3.72,0,3,3,19,6.33,0,100.0%,6.33,0,0
27,2008,2008-11-30,12,25.357,GNB,,CAR,L 31-35,*,12,39,3.25,0,0,0,0,,0,0.0%,,0,0
28,2008,2008-12-07,13,25.364,GNB,,HOU,L 21-24,*,19,104,5.47,1,1,1,8,8.00,0,100.0%,8.00,1,6
29,2008,2008-12-14,14,26.005,GNB,@,JAX,L 16-20,*,21,56,2.67,0,4,3,32,10.67,0,75.0%,8.00,0,0
30,2008,2008-12-22,15,26.013,GNB,@,CHI,L 17-20,*,25,61,2.44,0,3,3,20,6.67,1,100.0%,6.67,1,6
31,2008,2008-12-28,16,26.019,GNB,,DET,W 31-21,*,19,106,5.58,0,3,3,23,7.67,0,100.0%,7.67,0,0
32,2009,2009-09-13,1,26.278,GNB,,CHI,W 21-15,*,16,61,3.81,1,1,1,6,6.00,0,100.0%,6.00,1,6
33,2009,2009-09-20,2,26.285,GNB,,CIN,L 24-31,*,14,46,3.29,1,5,3,22,7.33,0,60.0%,4.40,1,6
34,2009,2009-09-27,3,26.292,GNB,@,STL,W 36-17,*,26,99,3.81,0,1,1,5,5.00,0,100.0%,5.00,0,0
35,2009,2009-10-05,4,26.300,GNB,@,MIN,L 23-30,*,11,51,4.64,0,4,4,50,12.50,0,100.0%,12.50,0,0
36,2009,2009-10-18,5,26.313,GNB,,DET,W 26-0,*,24,90,3.75,0,4,3,17,5.67,0,75.0%,4.25,0,0
37,2009,2009-10-25,6,26.320,GNB,@,CLE,W 31-3,*,27,148,5.48,1,1,1,3,3.00,0,100.0%,3.00,1,6
38,2009,2009-11-01,7,26.327,GNB,,MIN,L 26-38,*,10,30,3.00,0,3,3,21,7.00,0,100.0%,7.00,0,0
39,2009,2009-11-08,8,26.334,GNB,@,TAM,L 28-38,*,21,96,4.57,1,0,0,0,,0,0.0%,,1,6
40,2009,2009-11-15,9,26.341,GNB,,DAL,W 17-7,*,19,79,4.16,0,2,2,8,4.00,0,100.0%,4.00,0,0
41,2009,2009-11-22,10,26.348,GNB,,SFO,W 30-24,*,21,129,6.14,1,3,2,16,8.00,0,66.7%,5.33,1,6
42,2009,2009-11-26,11,26.352,GNB,@,DET,W 34-12,*,20,61,3.05,0,4,3,42,14.00,0,75.0%,10.50,0,0
43,2009,2009-12-07,12,26.363,GNB,,BAL,W 27-14,*,18,41,2.28,0,0,0,0,,0,0.0%,,0,0
44,2009,2009-12-13,13,27.004,GNB,@,CHI,W 21-14,*,20,137,6.85,2,2,2,7,3.50,0,100.0%,3.50,2,12
45,2009,2009-12-20,14,27.011,GNB,@,PIT,L 36-37,*,8,37,4.63,1,0,0,0,,0,0.0%,,1,6
46,2009,2009-12-27,15,27.018,GNB,,SEA,W 48-10,*,16,97,6.06,2,0,0,0,,0,0.0%,,2,12
47,2009,2010-01-03,16,27.025,GNB,@,ARI,W 33-7,*,11,51,4.64,1,0,0,0,,0,0.0%,,1,6
48,2010,2010-09-12,1,27.277,GNB,@,PHI,W 27-20,*,8,45,5.63,0,0,0,0,,0,0.0%,,0,0
49,2011,2011-09-08,1,28.273,GNB,,NOR,W 42-34,*,9,40,4.44,0,1,1,5,5.00,0,100.0%,5.00,0,0
50,2011,2011-09-18,2,28.283,GNB,@,CAR,W 30-23,*,6,25,4.17,0,3,3,14,4.67,0,100.0%,4.67,0,0
51,2011,2011-09-25,3,28.290,GNB,@,CHI,W 27-17,*,17,92,5.41,0,1,0,0,,0,0.0%,0.00,0,0
52,2011,2011-10-09,5,28.304,GNB,@,ATL,W 25-14,*,7,18,2.57,0,1,1,6,6.00,0,100.0%,6.00,0,0
53,2011,2011-10-16,6,28.311,GNB,,STL,W 24-3,*,9,25,2.78,0,2,2,27,13.50,0,100.0%,13.50,0,0
54,2011,2011-10-23,7,28.318,GNB,@,MIN,W 33-27,*,9,29,3.22,0,0,0,0,,0,0.0%,,0,0
55,2011,2011-11-06,8,28.332,GNB,@,SDG,W 45-38,*,4,16,4.00,0,0,0,0,,0,0.0%,,0,0
56,2011,2011-11-14,9,28.340,GNB,,MIN,W 45-7,*,8,6,0.75,0,1,1,17,17.00,0,100.0%,17.00,0,0
57,2011,2011-11-20,10,28.346,GNB,,TAM,W 35-26,*,4,16,4.00,0,0,0,0,,0,0.0%,,0,0
58,2011,2011-11-24,11,28.350,GNB,@,DET,W 27-15,,6,20,3.33,0,3,3,20,6.67,0,100.0%,6.67,0,0
59,2011,2011-12-04,12,28.360,GNB,@,NYG,W 38-35,*,13,29,2.23,0,1,1,17,17.00,0,100.0%,17.00,0,0
60,2011,2011-12-11,13,29.002,GNB,,OAK,W 46-16,*,10,85,8.50,2,1,1,13,13.00,0,100.0%,13.00,2,12
61,2011,2011-12-18,14,29.009,GNB,@,KAN,L 14-19,*,12,66,5.50,0,5,3,35,11.67,0,60.0%,7.00,0,0
