ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2017,2017-12-10,13,26.209,GNB,@,CLE,W 27-21,,0,0,,0
2,2017,2017-12-17,14,26.216,GNB,@,CAR,L 24-31,,0,0,,0
3,2017,2017-12-23,15,26.222,GNB,,MIN,L 0-16,,0,0,,0
4,2017,2017-12-31,16,26.230,GNB,@,DET,L 11-35,,1,0,0.00,0
