ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,21.293,SFO,,GNB,W 34-28,,,,,,,
2,2013,2013-09-15,2,21.300,SFO,@,SEA,L 3-29,,,0,0,0.0,0,1
3,2013,2013-09-22,3,21.307,SFO,,IND,L 7-27,,,,,,,
4,2013,2013-09-26,4,21.311,SFO,@,STL,W 35-11,,,0,0,0.0,3,0
5,2013,2013-10-06,5,21.321,SFO,,HOU,W 34-3,,,0,0,0.0,2,0
6,2013,2013-10-13,6,21.328,SFO,,ARI,W 32-20,,1,0,2,1.0,3,0
7,2013,2013-10-20,7,21.335,SFO,@,TEN,W 31-17,,,0,0,0.0,1,1
8,2013,2013-10-27,8,21.342,SFO,@,JAX,W 42-10,,,0,0,0.0,0,0
9,2013,2013-11-10,9,21.356,SFO,,CAR,L 9-10,,,,,,,
10,2013,2013-11-17,10,21.363,SFO,@,NOR,L 20-23,,,,,,,
11,2013,2013-11-25,11,22.006,SFO,@,WAS,W 27-6,,,,,,,
12,2013,2013-12-01,12,22.012,SFO,,STL,W 23-13,,,0,0,0.0,1,0
13,2013,2013-12-08,13,22.019,SFO,,SEA,W 19-17,,,,,,,
14,2013,2013-12-15,14,22.026,SFO,@,TAM,W 33-14,,,0,0,0.0,1,0
15,2013,2013-12-23,15,22.034,SFO,,ATL,W 34-24,,,0,0,0.0,1,0
16,2013,2013-12-29,16,22.040,SFO,@,ARI,W 23-20,,,0,0,0.0,0,1
17,2014,2014-09-07,1,22.292,SFO,@,DAL,W 28-17,,,0,0,0.0,2,1
18,2014,2014-09-14,2,22.299,SFO,,CHI,L 20-28,,,0,0,0.0,1,0
19,2014,2014-09-21,3,22.306,SFO,@,ARI,L 14-23,,,0,0,0.0,0,0
20,2014,2014-09-28,4,22.313,SFO,,PHI,W 26-21,,,0,0,0.0,1,0
21,2014,2014-10-05,5,22.320,SFO,,KAN,W 22-17,,,,,,,
22,2014,2014-10-13,6,22.328,SFO,@,STL,W 31-17,,,,,,,
23,2014,2014-10-19,7,22.334,SFO,@,DEN,L 17-42,,,,,,,
24,2014,2014-11-02,8,22.348,SFO,,STL,L 10-13,,,0,0,0.0,1,0
25,2014,2014-11-09,9,22.355,SFO,@,NOR,W 27-24,,,0,0,0.0,1,0
26,2014,2014-11-16,10,22.362,SFO,@,NYG,W 16-10,,,,,,,
27,2014,2014-11-23,11,23.004,SFO,,WAS,W 17-13,,,,,,,
28,2014,2014-11-27,12,23.008,SFO,,SEA,L 3-19,,,,,,,
29,2014,2014-12-07,13,23.018,SFO,@,OAK,L 13-24,,,0,0,0.0,1,0
30,2014,2014-12-14,14,23.025,SFO,@,SEA,L 7-17,,,,,,,
31,2014,2014-12-20,15,23.031,SFO,,SDG,L 35-38,,,,,,,
32,2014,2014-12-28,16,23.039,SFO,,ARI,W 20-17,,,0,0,0.0,0,2
33,2015,2015-09-27,3,23.312,SFO,@,ARI,L 7-47,,,0,0,0.0,2,1
34,2015,2015-10-04,4,23.319,SFO,,GNB,L 3-17,,,0,0,0.0,2,0
35,2015,2015-10-11,5,23.326,SFO,@,NYG,L 27-30,*,,0,0,0.0,0,0
36,2015,2015-11-01,8,23.347,SFO,@,STL,L 6-27,,,0,0,0.0,0,1
37,2015,2015-11-08,9,23.354,SFO,,ATL,W 17-16,,,0,0,0.0,0,0
38,2015,2015-11-22,10,24.003,SFO,@,SEA,L 13-29,,,0,0,0.0,1,0
39,2015,2015-11-29,11,24.010,SFO,,ARI,L 13-19,,,0,0,0.0,1,0
40,2015,2015-12-06,12,24.017,SFO,@,CHI,W 26-20,,,0,0,0.0,0,0
41,2015,2015-12-13,13,24.024,SFO,@,CLE,L 10-24,*,,0,0,0.0,1,1
42,2015,2015-12-20,14,24.031,SFO,,CIN,L 14-24,,,0,0,0.0,1,1
43,2016,2016-09-11,1,24.297,CLE,@,PHI,L 10-29,,,0,0,0.0,0,0
44,2016,2016-09-18,2,24.304,CLE,,BAL,L 20-25,,,0,0,0.0,1,0
45,2016,2016-09-25,3,24.311,CLE,@,MIA,L 24-30,,,0,0,1.0,3,0
46,2016,2016-10-02,4,24.318,CLE,@,WAS,L 20-31,*,,0,0,0.0,3,0
47,2016,2016-10-09,5,24.325,CLE,,NWE,L 13-33,,,0,0,0.0,0,0
48,2016,2016-10-16,6,24.332,CLE,@,TEN,L 26-28,,,0,0,0.0,0,1
49,2016,2016-11-27,12,25.008,CLE,,NYG,L 13-27,,,0,0,1.0,1,0
50,2016,2016-12-11,13,25.022,CLE,,CIN,L 10-23,,,0,0,0.0,0,0
51,2016,2017-01-01,16,25.043,NYJ,,BUF,W 30-10,,,0,0,0.0,0,0
