ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1981,1981-10-11,6,23.233,CHI,,WAS,L 7-24,1,1,100.0,,,,0,1
2,1981,1981-10-19,7,23.241,CHI,@,DET,L 17-48,2,2,100.0,1,1,100.0,0,5
3,1981,1981-10-25,8,23.247,CHI,,SDG,W 20-17,2,2,100.0,2,4,50.0,0,8
4,1981,1981-11-01,9,23.254,CHI,@,TAM,L 10-20,1,1,100.0,1,1,100.0,0,4
5,1981,1981-11-08,10,23.261,CHI,@,KAN,W 16-13,1,1,100.0,3,4,75.0,0,10
6,1981,1981-11-15,11,23.268,CHI,@,GNB,L 17-21,2,2,100.0,1,1,100.0,0,5
7,1981,1981-11-22,12,23.275,CHI,,DET,L 7-23,1,1,100.0,,,,0,1
8,1981,1981-11-26,13,23.279,CHI,@,DAL,L 9-10,,1,0.0,1,3,33.3,0,3
9,1981,1981-12-06,14,23.289,CHI,,MIN,W 10-9,1,1,100.0,1,2,50.0,0,4
10,1981,1981-12-13,15,23.296,CHI,@,OAK,W 23-6,3,3,100.0,,1,0.0,0,3
11,1981,1981-12-20,16,23.303,CHI,,DEN,W 35-24,5,5,100.0,,1,0.0,0,5
12,1982,1982-09-12,1,24.204,CHI,@,DET,L 10-17,1,1,100.0,1,1,100.0,0,4
13,1982,1982-09-19,2,24.211,CHI,,NOR,L 0-10,,,,,1,0.0,0,0
14,1982,1982-11-21,3,24.274,CHI,,DET,W 20-17,2,2,100.0,2,4,50.0,0,8
15,1982,1982-11-28,4,24.281,CHI,@,MIN,L 7-35,1,1,100.0,,1,0.0,0,1
16,1982,1982-12-05,5,24.288,CHI,,NWE,W 26-13,3,3,100.0,1,2,50.0,0,6
17,1982,1982-12-12,6,24.295,CHI,@,SEA,L 14-20,2,2,100.0,,1,0.0,0,2
18,1982,1982-12-19,7,24.302,CHI,,STL,L 7-10,1,1,100.0,,3,0.0,0,1
