ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.278,STL,@,DET,L 23-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
2,2012,2012-09-16,2,22.285,STL,,WAS,W 31-28,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2012,2012-09-23,3,22.292,STL,@,CHI,L 6-23,*,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2012,2012-09-30,4,22.299,STL,,SEA,W 19-13,,3,1,52,52.00,0,33.3%,17.33,0,0,,0,0,-2,,0,,0,0,0.0,0,0
5,2012,2012-10-04,5,22.303,STL,,ARI,W 17-3,*,5,1,51,51.00,1,20.0%,10.20,0,0,,0,1,36,36.00,0,,1,6,0.0,0,0
6,2012,2012-10-14,6,22.313,STL,@,MIA,L 14-17,*,7,3,85,28.33,0,42.9%,12.14,0,0,,0,1,20,20.00,0,,0,0,0.0,0,0
7,2012,2012-10-21,7,22.320,STL,,GNB,L 20-30,*,5,3,73,24.33,0,60.0%,14.60,1,14,14.00,0,2,50,25.00,0,,0,0,0.0,0,0
8,2012,2012-10-28,8,22.327,STL,,NWE,L 7-45,*,4,3,63,21.00,1,75.0%,15.75,0,0,,0,2,48,24.00,0,,1,6,0.0,0,0
9,2012,2012-11-18,10,22.348,STL,,NYJ,L 13-27,*,7,4,19,4.75,0,57.1%,2.71,0,0,,0,5,127,25.40,0,,0,0,0.0,0,0
10,2012,2012-11-25,11,22.355,STL,@,ARI,W 31-17,*,6,5,115,23.00,1,83.3%,19.17,1,1,1.00,0,1,31,31.00,0,,1,6,0.0,0,0
11,2012,2012-12-02,12,22.362,STL,,SFO,W 16-13,*,14,11,92,8.36,0,78.6%,6.57,0,0,,0,1,22,22.00,0,,0,0,0.0,0,0
12,2012,2012-12-09,13,23.003,STL,@,BUF,W 15-12,*,10,3,25,8.33,0,30.0%,2.50,1,-3,-3.00,0,4,88,22.00,0,1,0,2,0.0,0,0
13,2012,2012-12-16,14,23.010,STL,,MIN,L 22-36,*,4,1,22,22.00,0,25.0%,5.50,0,0,,0,2,29,14.50,0,,0,0,0.0,0,0
14,2012,2012-12-23,15,23.017,STL,@,TAM,W 28-13,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,2,39,19.50,0,,0,0,0.0,0,0
15,2012,2012-12-30,16,23.024,STL,@,SEA,L 13-20,*,3,2,54,27.00,0,66.7%,18.00,0,0,,0,2,51,25.50,0,,0,0,0.0,0,0
16,2013,2013-09-08,1,23.276,STL,,ARI,W 27-24,*,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2013,2013-09-15,2,23.283,STL,@,ATL,L 24-31,*,8,5,105,21.00,0,62.5%,13.13,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2013,2013-09-22,3,23.290,STL,@,DAL,L 7-31,*,8,2,54,27.00,0,25.0%,6.75,1,-4,-4.00,0,0,0,,0,,0,0,0.0,0,0
19,2013,2013-09-26,4,23.294,STL,,SFO,L 11-35,*,8,4,49,12.25,0,50.0%,6.13,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2013,2013-10-06,5,23.304,STL,,JAX,W 34-20,*,7,2,16,8.00,0,28.6%,2.29,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2013,2013-10-13,6,23.311,STL,@,HOU,W 38-13,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2013,2013-10-20,7,23.318,STL,@,CAR,L 15-30,*,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2013,2013-10-28,8,23.326,STL,,SEA,L 9-14,*,5,4,59,14.75,0,80.0%,11.80,1,16,16.00,0,0,0,,0,,0,0,0.0,0,0
24,2013,2013-11-03,9,23.332,STL,,TEN,L 21-28,*,8,4,55,13.75,0,50.0%,6.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2013,2013-11-10,10,23.339,STL,@,IND,W 38-8,*,4,2,54,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2013,2013-11-24,11,23.353,STL,,CHI,W 42-21,*,6,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2013,2013-12-01,12,23.360,STL,@,SFO,L 13-23,,9,2,30,15.00,0,22.2%,3.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2013,2013-12-08,13,24.002,STL,@,ARI,L 10-30,*,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2013,2013-12-15,14,24.009,STL,,NOR,W 27-16,,2,1,31,31.00,0,50.0%,15.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2013,2013-12-22,15,24.016,STL,,TAM,W 23-13,*,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2013,2013-12-29,16,24.023,STL,@,SEA,L 9-27,,4,0,0,,0,0.0%,0.00,1,-4,-4.00,0,0,0,,0,,0,0,0.0,1,0
