ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
32,2014,2014-09-07,1,24.275,STL,,MIN,L 6-34,,3,2,30,15.00,0,66.7%,10.00,1,4,4.00,0,1,26,26.00,0,,0,0,0.0,0,0
33,2014,2014-09-14,2,24.282,STL,@,TAM,W 19-17,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,2,22,11.00,0,,0,0,0.0,0,0
34,2014,2014-09-21,3,24.289,STL,,DAL,L 31-34,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,2,53,26.50,0,,0,0,0.0,0,0
35,2014,2014-10-19,6,24.317,STL,,SEA,W 28-26,,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
36,2014,2014-10-26,7,24.324,STL,@,KAN,L 7-34,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2014,2014-11-02,8,24.331,STL,@,SFO,W 13-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2014,2014-11-09,9,24.338,STL,@,ARI,L 14-31,,4,2,2,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,,0,0,0.0,1,0
39,2014,2014-11-16,10,24.345,STL,,DEN,W 22-7,,,,,,,0.0%,,,,,,,,,,,,,,,
40,2014,2014-11-23,11,24.352,STL,@,SDG,L 24-27,,,,,,,0.0%,,,,,,,,,,,,,,,
41,2014,2014-11-30,12,24.359,STL,,OAK,W 52-0,,,,,,,0.0%,,,,,,,,,,,,,,,
42,2014,2014-12-07,13,25.001,STL,@,WAS,W 24-0,,,,,,,0.0%,,,,,,,,,,,,,,,
43,2014,2014-12-11,14,25.005,STL,,ARI,L 6-12,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2014,2014-12-21,15,25.015,STL,,NYG,L 27-37,,1,1,47,47.00,1,100.0%,47.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
45,2014,2014-12-28,16,25.022,STL,@,SEA,L 6-20,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2015,2015-09-13,1,25.281,STL,,SEA,W 34-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2015,2015-09-20,2,25.288,STL,@,WAS,L 10-24,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2015,2015-09-27,3,25.295,STL,,PIT,L 6-12,,0,0,0,,0,0.0%,,1,24,24.00,0,0,0,,0,,0,0,0.0,0,0
49,2015,2015-10-11,5,25.309,BAL,,CLE,L 30-33,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2015,2015-10-18,6,25.316,BAL,@,SFO,L 20-25,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2015,2015-10-26,7,25.324,BAL,@,ARI,L 18-26,,2,1,31,31.00,0,50.0%,15.50,1,-6,-6.00,0,0,0,,0,,0,0,0.0,0,0
52,2015,2015-11-01,8,25.330,BAL,,SDG,W 29-26,,4,3,57,19.00,0,75.0%,14.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2015,2015-11-15,9,25.344,BAL,,JAX,L 20-22,*,7,4,37,9.25,1,57.1%,5.29,0,0,,0,0,0,,0,,1,6,0.0,0,0
54,2015,2015-11-22,10,25.351,BAL,,STL,W 16-13,,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2015,2015-11-30,11,25.359,BAL,@,CLE,W 33-27,*,3,1,48,48.00,0,33.3%,16.00,1,2,2.00,0,0,0,,0,,0,0,0.0,0,0
56,2015,2015-12-06,12,26.000,BAL,@,MIA,L 13-15,*,8,3,68,22.67,0,37.5%,8.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2015,2015-12-13,13,26.007,BAL,,SEA,L 6-35,*,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2015,2015-12-20,14,26.014,BAL,,KAN,L 14-34,*,5,1,17,17.00,0,20.0%,3.40,1,-2,-2.00,0,0,0,,0,,0,0,0.0,0,0
59,2015,2015-12-27,15,26.021,BAL,,PIT,W 20-17,,4,2,45,22.50,0,50.0%,11.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2015,2016-01-03,16,26.028,BAL,@,CIN,L 16-24,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
