ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-10-20,8,23.105,JAX,@,STL,L 14-17,,,,,,,
2,1996,1996-10-27,9,23.112,JAX,@,CIN,L 21-28,,,,,,,
3,1996,1996-11-10,10,23.126,MIA,,IND,W 37-13,,,,,,,
4,1996,1996-11-17,11,23.133,JAX,@,PIT,L 3-28,,,,,,,
5,1996,1996-11-24,12,23.140,NWE,,IND,W 27-13,,,,,,,
6,1996,1996-12-01,13,23.147,JAX,,CIN,W 30-27,,0,0,0.0,1,0,0
7,1996,1996-12-08,14,23.154,JAX,@,HOU,W 23-17,,,,,,,
8,1996,1996-12-15,15,23.161,JAX,,SEA,W 20-13,,,,,,,
9,1996,1996-12-22,16,23.168,JAX,,ATL,W 19-17,,0,0,1.0,0,0,0
10,1997,1997-08-31,1,24.055,MIA,,IND,W 16-10,,,,,,,
11,1997,1997-09-07,2,24.062,JAX,,NYG,W 40-13,,,,,,,
12,1997,1997-09-22,3,24.077,JAX,,PIT,W 30-21,,0,0,0.0,1,5,0
13,1997,1997-09-28,4,24.083,JAX,@,WAS,L 12-24,,,,,,,
14,1997,1997-10-05,5,24.090,JAX,,CIN,W 21-13,,,,,,,
15,1997,1997-11-30,13,24.146,NWE,,IND,W 20-17,,,,,,,
16,1997,1997-12-07,14,24.153,JAX,,NWE,L 20-26,,,,,,,
17,1997,1997-12-14,15,24.160,JAX,@,BUF,W 20-14,,,,,,,
18,1997,1997-12-21,16,24.167,JAX,@,OAK,W 20-9,,,,,,,
19,1998,1998-09-06,1,25.061,JAX,@,CHI,W 24-23,,,,,,,
20,1998,1998-09-13,2,25.068,JAX,,KAN,W 21-16,,,,,,,
21,1998,1998-09-27,4,25.082,JAX,@,TEN,W 27-22,,,,,,,
22,1998,1998-10-12,5,25.097,JAX,,MIA,W 28-21,,0,0,0.0,1,34,0
23,1998,1998-10-18,6,25.103,JAX,@,BUF,L 16-17,,,,,,,
24,1998,1998-10-25,7,25.110,JAX,@,DEN,L 24-37,,,,,,,
25,1998,1998-11-08,9,25.124,JAX,,CIN,W 24-11,,,,,,,
26,1998,1998-11-15,10,25.131,JAX,,TAM,W 29-24,,0,0,0.0,1,1,0
27,1998,1998-11-22,11,25.138,JAX,@,PIT,L 15-30,,,,,,,
28,1998,1998-11-29,12,25.145,JAX,@,CIN,W 34-17,,,,,,,
29,1998,1998-12-06,13,25.152,JAX,,DET,W 37-22,,,,,,,
30,1998,1998-12-13,14,25.159,JAX,,TEN,L 13-16,,0,0,0.0,1,0,0
31,1998,1998-12-20,15,25.166,JAX,@,MIN,L 10-50,,,,,,,
32,1998,1998-12-28,16,25.174,JAX,,PIT,W 21-3,,,,,,,
