ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1994,1994-09-04,1,21.350,SDG,@,DEN,W 37-34,0,0,0,,0,0.0%,,0,0,,0,4,92,23.00,0,0,0,,0,0,0
2,1994,1994-09-25,4,22.006,SDG,@,RAI,W 26-24,0,0,0,,0,0.0%,,0,0,,0,4,106,26.50,0,0,0,,0,0,0
3,1994,1994-10-16,6,22.027,SDG,@,NOR,W 36-22,0,0,0,,0,0.0%,,0,0,,0,3,90,30.00,0,0,0,,0,0,0
4,1994,1994-10-23,7,22.034,SDG,,DEN,L 15-20,0,0,0,,0,0.0%,,0,0,,0,3,71,23.67,0,0,0,,0,0,0
5,1994,1994-10-30,8,22.041,SDG,,SEA,W 35-15,0,0,0,,0,0.0%,,0,0,,0,2,60,30.00,0,0,0,,0,0,0
6,1994,1994-11-06,9,22.048,SDG,@,ATL,L 9-10,0,0,0,,0,0.0%,,0,0,,0,3,55,18.33,0,0,0,,0,0,0
7,1994,1994-11-13,10,22.055,SDG,@,KAN,W 14-13,0,0,0,,0,0.0%,,0,0,,0,2,40,20.00,0,0,0,,0,0,0
8,1994,1994-11-20,11,22.062,SDG,@,NWE,L 17-23,0,0,0,,0,0.0%,,0,0,,0,4,137,34.25,1,0,0,,0,1,6
9,1994,1994-11-27,12,22.069,SDG,,RAM,W 31-17,0,0,0,,0,0.0%,,0,0,,0,4,104,26.00,0,0,0,,0,0,0
10,1994,1994-12-05,13,22.077,SDG,,RAI,L 17-24,0,0,0,,0,0.0%,,0,0,,0,4,111,27.75,0,0,0,,0,0,0
11,1994,1994-12-11,14,22.083,SDG,,SFO,L 15-38,0,0,0,,0,0.0%,,0,0,,0,7,174,24.86,0,0,0,,0,0,0
12,1994,1994-12-18,15,22.090,SDG,@,NYJ,W 21-6,0,0,0,,0,0.0%,,0,0,,0,3,58,19.33,0,0,0,,0,0,0
13,1994,1994-12-24,16,22.096,SDG,,PIT,W 37-34,0,0,0,,0,0.0%,,0,0,,0,6,195,32.50,1,0,0,,0,1,6
14,1995,1995-09-03,1,22.349,SDG,@,OAK,L 7-17,0,0,0,,0,0.0%,,0,0,,0,4,83,20.75,0,2,4,2.00,0,0,0
15,1995,1995-09-10,2,22.356,SDG,,SEA,W 14-10,0,0,0,,0,0.0%,,0,0,,0,3,60,20.00,0,3,23,7.67,0,0,0
16,1995,1995-09-17,3,22.363,SDG,@,PHI,W 27-21,0,0,0,,0,0.0%,,0,0,,0,3,75,25.00,0,4,133,33.25,1,1,6
17,1995,1995-09-24,4,23.005,SDG,,DEN,W 17-6,0,0,0,,0,0.0%,,0,0,,0,3,51,17.00,0,3,16,5.33,0,0,0
18,1995,1995-10-01,5,23.012,SDG,@,PIT,L 16-31,0,0,0,,0,0.0%,,0,0,,0,5,79,15.80,0,0,0,,0,0,0
19,1995,1995-10-09,6,23.020,SDG,@,KAN,L 23-29,0,0,0,,0,0.0%,,0,0,,0,7,172,24.57,0,1,1,1.00,0,0,0
20,1995,1995-10-15,7,23.026,SDG,,DAL,L 9-23,3,3,67,22.33,0,100.0%,22.33,0,0,,0,6,83,13.83,0,2,24,12.00,0,0,0
21,1995,1995-10-22,8,23.033,SDG,@,SEA,W 35-25,0,0,0,,0,0.0%,,0,0,,0,4,93,23.25,0,1,39,39.00,0,0,0
22,1995,1995-11-05,9,23.047,SDG,,MIA,L 14-24,0,0,0,,0,0.0%,,0,0,,0,5,110,22.00,0,1,0,0.00,0,0,0
23,1995,1995-11-12,10,23.054,SDG,,KAN,L 7-22,1,0,0,,0,0.0%,0.00,0,0,,0,3,61,20.33,0,4,16,4.00,0,0,0
