ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.061,NYY,@,SFO,W 21-17,5,55,11.00,0
2,1950,1950-09-22,2,24.066,NYY,@,RAM,L 28-45,7,165,23.57,2
3,1950,1950-09-29,3,24.073,NYY,,DET,W 44-21,5,107,21.40,0
4,1950,1950-10-08,4,24.082,NYY,@,GNB,W 44-31,3,85,28.33,1
5,1950,1950-10-12,5,24.086,NYY,,SFO,W 29-24,7,50,7.14,0
6,1950,1950-10-19,6,24.093,NYY,,GNB,W 35-17,3,31,10.33,0
7,1950,1950-10-29,7,24.103,NYY,,CHI,W 38-27,1,1,1.00,0
8,1950,1950-11-12,8,24.117,NYY,@,CHI,L 20-28,3,58,19.33,1
9,1950,1950-11-19,9,24.124,NYY,,RAM,L 35-43,6,97,16.17,1
10,1950,1950-11-23,10,24.128,NYY,@,DET,L 14-49,5,60,12.00,0
11,1950,1950-12-03,11,24.138,NYY,@,NYG,L 7-51,6,52,8.67,1
12,1950,1950-12-10,12,24.145,NYY,,BAL,W 51-14,1,14,14.00,0
13,1951,1951-09-28,1,25.072,NYY,@,RAM,L 14-54,3,25,8.33,0
14,1951,1951-10-08,2,25.082,NYY,@,DET,L 10-37,6,30,5.00,0
15,1951,1951-10-21,4,25.095,NYY,@,DET,T 24-24,2,16,8.00,0
16,1951,1951-10-28,5,25.102,NYY,,GNB,L 27-29,5,43,8.60,0
17,1951,1951-11-04,6,25.109,NYY,@,NYG,L 31-37,8,105,13.13,0
18,1951,1951-11-11,7,25.116,NYY,@,SFO,L 14-19,2,28,14.00,1
19,1951,1951-11-18,8,25.123,NYY,@,RAM,L 21-48,3,55,18.33,0
20,1951,1951-11-25,9,25.130,NYY,,SFO,T 10-10,2,34,17.00,0
21,1951,1951-12-02,10,25.137,NYY,@,GNB,W 31-28,6,124,20.67,2
22,1951,1951-12-16,12,25.151,NYY,,NYG,L 17-27,2,49,24.50,0
23,1952,1952-09-28,1,26.072,DTX,,NYG,L 6-24,3,22,7.33,0
24,1953,1953-09-27,1,27.071,BAL,,CHI,W 13-9,2,17,8.50,0
25,1953,1953-10-03,2,27.077,BAL,,DET,L 17-27,3,27,9.00,0
26,1953,1953-10-11,3,27.085,BAL,@,CHI,W 16-14,4,31,7.75,1
27,1953,1953-10-18,4,27.092,BAL,@,GNB,L 14-37,5,35,7.00,0
28,1953,1953-10-25,5,27.099,BAL,,WAS,W 27-17,2,22,11.00,0
29,1953,1953-10-31,6,27.105,BAL,,GNB,L 24-35,2,22,11.00,0
30,1953,1953-11-15,8,27.120,BAL,@,PHI,L 14-45,6,57,9.50,0
31,1953,1953-11-22,9,27.127,BAL,,RAM,L 13-21,2,8,4.00,0
32,1953,1953-11-29,10,27.134,BAL,,SFO,L 21-38,4,58,14.50,1
33,1953,1953-12-05,11,27.140,BAL,@,RAM,L 2-45,3,25,8.33,0
34,1953,1953-12-13,12,27.148,BAL,@,SFO,L 14-45,2,10,5.00,1
35,1954,1954-09-26,1,28.070,BAL,,RAM,L 0-48,5,72,14.40,0
36,1954,1954-10-02,2,28.076,BAL,,NYG,W 20-14,4,77,19.25,0
37,1954,1954-10-10,3,28.084,BAL,@,CHI,L 9-28,3,12,4.00,0
38,1954,1954-10-16,4,28.090,BAL,@,DET,L 0-35,3,40,13.33,0
39,1954,1954-10-24,5,28.098,BAL,,GNB,L 6-7,1,23,23.00,0
40,1954,1954-10-31,6,28.105,BAL,@,WAS,L 21-24,8,105,13.13,1
41,1954,1954-11-06,7,28.111,BAL,,DET,L 3-27,2,39,19.50,0
42,1954,1954-11-13,8,28.118,BAL,@,GNB,L 13-24,2,24,12.00,0
43,1954,1954-11-21,9,28.126,BAL,,CHI,L 13-28,3,35,11.67,0
44,1954,1954-11-28,10,28.133,BAL,,SFO,W 17-13,1,12,12.00,0
45,1954,1954-12-04,11,28.139,BAL,@,RAM,W 22-21,4,48,12.00,0
46,1954,1954-12-11,12,28.146,BAL,@,SFO,L 7-10,4,44,11.00,0
