ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1977,1977-09-18,1,23.105,HOU,,NYJ,W 20-0,4,27,6.75,0,0,0,,0
2,1977,1977-09-25,2,23.112,HOU,@,GNB,W 16-10,2,12,6.00,0,0,0,,0
3,1977,1977-10-02,3,23.119,HOU,@,MIA,L 7-27,1,13,13.00,0,0,0,,0
4,1977,1977-10-09,4,23.126,HOU,,PIT,W 27-10,1,15,15.00,0,0,0,,0
5,1977,1977-10-16,5,23.133,HOU,,CLE,L 23-24,,,,,,,,
6,1977,1977-10-23,6,23.140,HOU,@,PIT,L 10-27,,,,,,,,
7,1977,1977-10-30,7,23.147,HOU,@,CIN,L 10-13,1,17,17.00,0,0,0,,0
8,1977,1977-11-06,8,23.154,HOU,,CHI,W 47-0,1,29,29.00,0,0,0,,0
9,1977,1977-11-13,9,23.161,HOU,@,OAK,L 29-34,1,10,10.00,0,0,0,,0
10,1977,1977-11-20,10,23.168,HOU,@,SEA,W 22-10,3,29,9.67,0,1,31,31.00,0
11,1977,1977-11-27,11,23.175,HOU,,KAN,W 34-20,,,,,,,,
12,1977,1977-12-04,12,23.182,HOU,,DEN,L 14-24,,,,,,,,
13,1977,1977-12-11,13,23.189,HOU,@,CLE,W 19-15,1,56,56.00,0,0,0,,0
14,1977,1977-12-18,14,23.196,HOU,,CIN,W 21-16,,,,,,,,
15,1979,1979-09-02,1,25.089,HOU,@,WAS,W 29-27,,,,,,,,
