ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2011,2011-10-16,6,24.197,ATL,,CAR,W 31-17,,,,,,,0.0%,,,
2,2011,2011-10-23,7,24.204,ATL,@,DET,W 23-16,,0,,,,,0.0%,,,
3,2012,2012-09-09,1,25.160,ATL,@,KAN,W 40-24,,,,,,,0.0%,,,
4,2012,2012-09-17,2,25.168,ATL,,DEN,W 27-21,*,,,,,,0.0%,,,
5,2012,2012-09-23,3,25.174,ATL,@,SDG,W 27-3,,,,,,,0.0%,,,
6,2012,2012-09-30,4,25.181,ATL,,CAR,W 30-28,,,,,,,0.0%,,,
7,2012,2012-10-07,5,25.188,ATL,@,WAS,W 24-17,,,,,,,0.0%,,,
8,2012,2012-10-14,6,25.195,ATL,,OAK,W 23-20,,,,,,,0.0%,,,
9,2012,2012-10-28,7,25.209,ATL,@,PHI,W 30-17,,,,,,,0.0%,,,
10,2012,2012-11-04,8,25.216,ATL,,DAL,W 19-13,,,,,,,0.0%,,,
11,2012,2012-11-11,9,25.223,ATL,@,NOR,L 27-31,,1,1,1,1.00,1,100.0%,1.00,1,6
12,2012,2012-11-18,10,25.230,ATL,,ARI,W 23-19,,,,,,,0.0%,,,
13,2012,2012-11-25,11,25.237,ATL,@,TAM,W 24-23,,,,,,,0.0%,,,
14,2012,2012-11-29,12,25.241,ATL,,NOR,W 23-13,,,0,0,,0,0.0%,,0,0
15,2012,2012-12-09,13,25.251,ATL,@,CAR,L 20-30,,,,,,,0.0%,,,
16,2012,2012-12-16,14,25.258,ATL,,NYG,W 34-0,,,,,,,0.0%,,,
17,2012,2012-12-22,15,25.264,ATL,@,DET,W 31-18,,,,,,,0.0%,,,
18,2012,2012-12-30,16,25.272,ATL,,TAM,L 17-22,,,,,,,0.0%,,,
