ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1993,1993-09-05,1,23.162,NYJ,,DEN,L 20-26,0,0,,0,,,,
2,1993,1993-09-12,2,23.169,NYJ,@,MIA,W 24-14,0,0,,0,,,,
3,1993,1993-09-26,3,23.183,NYJ,,NWE,W 45-7,0,0,,0,,,,
4,1993,1993-10-03,4,23.190,NYJ,,PHI,L 30-35,0,0,,0,,,,
5,1993,1993-10-10,5,23.197,NYJ,@,RAI,L 20-24,0,0,,0,,,,
6,1993,1993-10-24,6,23.211,NYJ,,BUF,L 10-19,0,0,,0,,,,
7,1993,1993-10-31,7,23.218,NYJ,@,NYG,W 10-6,0,0,,0,,,,
8,1993,1993-11-07,8,23.225,NYJ,,MIA,W 27-10,0,0,,0,,,,
9,1993,1993-11-14,9,23.232,NYJ,@,IND,W 31-17,0,0,,0,,,,
10,1993,1993-11-21,10,23.239,NYJ,,CIN,W 17-12,0,0,,0,,,,
11,1993,1993-11-28,11,23.246,NYJ,@,NWE,W 6-0,2,47,23.50,0,0,0,,0
12,1993,1993-12-05,12,23.253,NYJ,,IND,L 6-9,2,25,12.50,0,0,0,,0
13,1993,1993-12-11,13,23.259,NYJ,@,WAS,W 3-0,1,12,12.00,0,0,0,,0
14,1993,1993-12-18,14,23.266,NYJ,,DAL,L 7-28,1,19,19.00,0,0,0,,0
15,1993,1993-12-26,15,23.274,NYJ,@,BUF,L 14-16,3,23,7.67,0,0,0,,0
16,1993,1994-01-02,16,23.281,NYJ,@,HOU,L 0-24,0,0,,0,,,,
17,1994,1994-09-11,2,24.168,NYJ,,DEN,W 25-22,0,0,,0,,,,
18,1994,1994-10-02,5,24.189,NYJ,@,CLE,L 7-27,5,101,20.20,0,0,0,,0
19,1994,1994-10-09,6,24.196,NYJ,,IND,W 16-6,2,44,22.00,0,0,0,,0
20,1994,1994-10-16,7,24.203,NYJ,,NWE,W 24-17,2,44,22.00,0,0,0,,0
21,1994,1994-10-30,8,24.217,NYJ,@,IND,L 25-28,2,35,17.50,0,0,0,,0
22,1994,1994-11-06,9,24.224,NYJ,,BUF,W 22-17,1,21,21.00,0,0,0,,0
23,1994,1994-11-13,10,24.231,NYJ,@,GNB,L 10-17,3,55,18.33,0,0,0,,0
24,1994,1994-11-20,11,24.238,NYJ,@,MIN,W 31-21,0,0,,0,,,,
25,1994,1994-11-27,12,24.245,NYJ,,MIA,L 24-28,0,0,,0,,,,
26,1994,1994-12-04,13,24.252,NYJ,@,NWE,L 13-24,1,16,16.00,0,0,0,,0
27,1994,1994-12-10,14,24.258,NYJ,,DET,L 7-18,0,0,,0,,,,
28,1994,1994-12-18,15,24.266,NYJ,,SDG,L 6-21,0,0,,0,,,,
29,1994,1994-12-24,16,24.272,NYJ,@,HOU,L 10-24,0,0,,0,,,,
30,1995,1995-09-03,1,25.160,NYJ,@,MIA,L 14-52,,,,,,,,
31,1995,1995-09-17,3,25.174,NYJ,,JAX,W 27-10,,,,,,,,
32,1995,1995-09-24,4,25.181,NYJ,@,ATL,L 3-13,,,,,,,,
33,1995,1995-10-01,5,25.188,NYJ,,OAK,L 10-47,,,,,,,,
34,1995,1995-10-15,7,25.202,NYJ,@,CAR,L 15-26,,,,,,,,
35,1995,1995-10-22,8,25.209,NYJ,,MIA,W 17-16,,,,,,,,
36,1995,1995-10-29,9,25.216,NYJ,@,IND,L 10-17,,,,,,,,
37,1995,1995-11-05,10,25.223,NYJ,,NWE,L 7-20,,,,,,,,
38,1995,1995-12-10,14,25.258,NYJ,@,NWE,L 28-31,,,,,,,,
39,1995,1995-12-17,15,25.265,NYJ,@,HOU,L 6-23,,,,,,,,
40,1995,1995-12-24,16,25.272,NYJ,,NOR,L 0-12,,,,,,,,
41,1996,1996-12-08,14,26.256,MIN,@,DET,W 24-22,,,,,,,,
42,1996,1996-12-15,15,26.263,MIN,,TAM,W 21-10,,,,,,,,
43,1996,1996-12-22,16,26.270,MIN,@,GNB,L 10-38,,,,,,,,
44,1997,1997-08-31,1,27.157,MIN,@,BUF,W 34-13,,,,,,,,
45,1997,1997-09-07,2,27.164,MIN,@,CHI,W 27-24,,,,,,,,
46,1997,1997-09-14,3,27.171,MIN,,TAM,L 14-28,,,,,,,,
47,1997,1997-09-21,4,27.178,MIN,@,GNB,L 32-38,,,,,,,,
48,1997,1997-09-28,5,27.185,MIN,,PHI,W 28-19,,,,,,,,
49,1997,1997-10-05,6,27.192,MIN,@,ARI,W 20-19,,,,,,,,
50,1997,1997-10-12,7,27.199,MIN,,CAR,W 21-14,,,,,,,,
51,1997,1997-10-26,8,27.213,MIN,@,TAM,W 10-6,,,,,,,,
52,1997,1997-11-02,9,27.220,MIN,,NWE,W 23-18,,,,,,,,
53,1997,1997-11-09,10,27.227,MIN,,CHI,W 29-22,,,,,,,,
54,1997,1997-11-16,11,27.234,MIN,@,DET,L 15-38,,,,,,,,
55,1997,1997-11-23,12,27.241,MIN,@,NYJ,L 21-23,,,,,,,,
56,1998,1998-11-08,9,28.226,OAK,@,BAL,L 10-13,0,0,,0,1,0,0.00,0
57,1998,1998-11-15,10,28.233,OAK,,SEA,W 20-17,,,,,,,,
58,1998,1998-11-22,11,28.240,OAK,@,DEN,L 14-40,,,,,,,,
59,1998,1998-11-29,12,28.247,OAK,,WAS,L 19-29,,,,,,,,
