ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
16,1983,1983-12-18,16,22.335,ATL,,BUF,W 31-14,0,0,,0,0,0,,0,0,0,,0,,,,5,206,41.20,0
17,1984,1984-09-02,1,23.229,ATL,@,NOR,W 36-28,0,0,,0,0,0,,0,0,0,,,,,,3,136,45.33,0
18,1984,1984-09-09,2,23.236,ATL,,DET,L 24-27,0,0,,0,0,0,,0,0,0,,,,,,4,160,40.00,0
19,1984,1984-09-16,3,23.243,ATL,@,MIN,L 20-27,0,0,,0,0,0,,0,0,0,,,,,,5,220,44.00,0
20,1984,1984-09-23,4,23.250,ATL,,HOU,W 42-10,0,0,,0,0,0,,0,0,0,,,,,,3,131,43.67,0
21,1984,1984-09-30,5,23.257,ATL,@,SFO,L 5-14,1,0,0.00,0,0,0,,0,0,0,,,,,,4,155,38.75,0
22,1984,1984-10-07,6,23.264,ATL,@,RAM,W 30-28,0,0,,0,0,0,,0,0,0,,,,,,3,154,51.33,0
23,1984,1984-10-14,7,23.271,ATL,,NYG,L 7-19,0,0,,0,0,0,,0,0,0,,,,,,5,191,38.20,0
24,1984,1984-10-22,8,23.279,ATL,,RAM,L 10-24,0,0,,0,0,0,,0,0,0,,,,,,6,291,48.50,0
25,1984,1984-10-28,9,23.285,ATL,@,PIT,L 10-35,0,0,,0,0,0,,0,0,0,,,,,,8,328,41.00,0
26,1984,1984-11-05,10,23.293,ATL,@,WAS,L 14-27,0,0,,0,0,0,,0,0,0,,,,,,5,208,41.60,0
27,1984,1984-11-11,11,23.299,ATL,,NOR,L 13-17,0,0,,0,0,0,,0,0,0,,,,,,5,199,39.80,0
28,1984,1984-11-18,12,23.306,ATL,,CLE,L 7-23,0,0,,0,0,0,,0,0,0,,,,,,5,205,41.00,0
29,1984,1984-11-25,13,23.313,ATL,@,CIN,L 14-35,0,0,,0,0,0,,0,0,0,,,,,,3,124,41.33,0
30,1984,1984-12-02,14,23.320,ATL,,SFO,L 17-35,0,0,,0,0,0,,0,0,0,,,,,,4,163,40.75,1
31,1984,1984-12-09,15,23.327,ATL,@,TAM,L 6-23,0,0,,0,0,0,,0,0,0,,,,,,3,111,37.00,0
32,1984,1984-12-16,16,23.334,ATL,,PHI,W 26-10,0,0,,0,0,0,,0,0,0,,,,,,2,79,39.50,1
33,1985,1985-11-24,12,24.311,ATL,@,CHI,L 0-36,0,0,,0,0,0,,0,0,0,,,,,,7,269,38.43,0
34,1985,1985-12-01,13,24.318,ATL,,RAI,L 24-34,0,0,,0,0,0,,0,0,0,,,,,,7,295,42.14,0
35,1985,1985-12-08,14,24.325,ATL,@,KAN,L 10-38,0,0,,0,0,0,,0,0,0,,,,,,4,154,38.50,0
36,1985,1985-12-15,15,24.332,ATL,,MIN,W 14-13,0,0,,0,0,0,,0,0,0,,,,,,6,255,42.50,0
37,1985,1985-12-22,16,24.339,ATL,@,NOR,W 16-10,0,0,,0,0,0,,0,0,0,,,,,,5,184,36.80,0
38,1987,1987-10-04,3,26.260,DEN,,HOU,L 10-40,0,0,,0,0,0,,0,0,0,,,,,,8,326,40.75,0
39,1987,1987-10-12,4,26.268,DEN,,RAI,W 30-14,0,0,,0,0,0,,0,0,0,,,,,,6,248,41.33,0
40,1987,1987-10-18,5,26.274,DEN,@,KAN,W 26-17,0,0,,0,0,0,,0,0,0,,,,,,4,183,45.75,0
