ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2016,2016-09-18,2,24.161,NOR,@,NYG,L 13-16,*,0,0,0,,0,0.0%,
2,2016,2016-09-26,3,24.169,NOR,,ATL,L 32-45,*,0,0,0,,0,0.0%,
3,2016,2016-10-02,4,24.175,NOR,@,SDG,W 35-34,,0,0,0,,0,0.0%,
4,2016,2016-11-17,10,24.221,CAR,,NOR,W 23-20,,0,0,0,,0,0.0%,
5,2016,2016-11-27,11,24.231,CAR,@,OAK,L 32-35,,0,0,0,,0,0.0%,
6,2016,2016-12-24,15,24.258,CAR,,ATL,L 16-33,,1,1,10,10.00,0,100.0%,10.00
7,2016,2017-01-01,16,24.266,CAR,@,TAM,L 16-17,,0,0,0,,0,0.0%,
8,2017,2017-09-10,1,25.153,CAR,@,SFO,W 23-3,,0,0,0,,0,0.0%,
9,2017,2017-09-17,2,25.160,CAR,,BUF,W 9-3,,0,0,0,,0,0.0%,
10,2017,2017-09-24,3,25.167,CAR,,NOR,L 13-34,,0,0,0,,0,0.0%,
11,2017,2017-10-01,4,25.174,CAR,@,NWE,W 33-30,*,0,0,0,,0,0.0%,
12,2017,2017-10-08,5,25.181,CAR,@,DET,W 27-24,,0,0,0,,0,0.0%,
13,2017,2017-10-12,6,25.185,CAR,,PHI,L 23-28,,0,0,0,,0,0.0%,
14,2017,2017-10-22,7,25.195,CAR,@,CHI,L 3-17,,2,1,11,11.00,0,50.0%,5.50
15,2017,2017-10-29,8,25.202,CAR,@,TAM,W 17-3,*,0,0,0,,0,0.0%,
16,2017,2017-11-05,9,25.209,CAR,,ATL,W 20-17,,0,0,0,,0,0.0%,
17,2017,2017-11-13,10,25.217,CAR,,MIA,W 45-21,,0,0,0,,0,0.0%,
18,2017,2017-11-26,11,25.230,CAR,@,NYJ,W 35-27,*,0,0,0,,0,0.0%,
19,2017,2017-12-03,12,25.237,CAR,@,NOR,L 21-31,*,1,0,0,,0,0.0%,0.00
20,2017,2017-12-10,13,25.244,CAR,,MIN,W 31-24,,1,1,6,6.00,0,100.0%,6.00
21,2017,2017-12-17,14,25.251,CAR,,GNB,W 31-24,,0,0,0,,0,0.0%,
22,2017,2017-12-24,15,25.258,CAR,,TAM,W 22-19,,0,0,0,,0,0.0%,
23,2017,2017-12-31,16,25.265,CAR,@,ATL,L 10-22,,0,0,0,,0,0.0%,
24,2018,2018-09-09,1,26.152,CAR,,DAL,W 16-8,,0,0,0,,0,0.0%,
25,2018,2018-09-16,2,26.159,CAR,@,ATL,L 24-31,,0,0,0,,0,0.0%,
26,2018,2018-09-23,3,26.166,CAR,,CIN,W 31-21,,0,0,0,,0,0.0%,
