ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1970,1970-09-20,1,23.259,MIA,@,BOS,L 14-27,1,0,0.00,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
2,1970,1970-09-27,2,23.266,MIA,@,HOU,W 20-10,0,0,,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0
3,1970,1970-10-03,3,23.272,MIA,,OAK,W 20-13,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
4,1970,1970-10-10,4,23.279,MIA,@,NYJ,W 20-6,,,,,,,,,,,,,,,,,,
5,1970,1970-10-18,5,23.287,MIA,@,BUF,W 33-14,0,0,,0,0,0,,0,1,6,6.00,0,0,0,,0,0,0
6,1970,1970-11-08,8,23.308,MIA,@,PHI,L 17-24,,,,,,,,,,,,,,,,,,
7,1970,1970-11-15,9,23.315,MIA,,NOR,W 21-10,,,,,,,,,,,,,,,,,,
8,1970,1970-11-22,10,23.322,MIA,,BAL,W 34-17,1,-8,-8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
9,1970,1970-11-30,11,23.330,MIA,@,ATL,W 20-7,,,,,,,,,,,,,,,,,,
10,1970,1970-12-06,12,23.336,MIA,,BOS,W 37-20,0,0,,0,0,0,,0,1,7,7.00,0,0,0,,0,0,0
11,1970,1970-12-13,13,23.343,MIA,,NYJ,W 16-10,,,,,,,,,,,,,,,,,,
12,1970,1970-12-20,14,23.350,MIA,,BUF,W 45-7,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1971,1971-09-19,1,24.258,MIA,@,DEN,T 10-10,,,,,,,,,,,,,,,,,,
14,1971,1971-09-26,2,24.265,MIA,@,BUF,W 29-14,,,,,,,,,,,,,,,,,,
15,1971,1971-10-03,3,24.272,MIA,,NYJ,L 10-14,,,,,,,,,,,,,,,,,,
16,1971,1971-10-10,4,24.279,MIA,@,CIN,W 23-13,0,0,,0,0,0,,0,1,35,35.00,0,0,0,,0,0,0
